Step 10: {'loss': 1.7802, 'grad_norm': 0.5415132641792297, 'learning_rate': 0.0004995833333333333, 'epoch': 0.002777777777777778}
Step 260: {'loss': 0.9725, 'grad_norm': 1.2005733251571655, 'learning_rate': 0.00048800925925925927, 'epoch': 0.07222222222222222}
Step 270: {'loss': 0.9957, 'grad_norm': 1.0504088401794434, 'learning_rate': 0.0004875462962962963, 'epoch': 0.075}
Step 280: {'loss': 1.0524, 'grad_norm': 1.6283483505249023, 'learning_rate': 0.00048708333333333335, 'epoch': 0.07777777777777778}
Step 290: {'loss': 1.0506, 'grad_norm': 1.715014934539795, 'learning_rate': 0.0004866203703703704, 'epoch': 0.08055555555555556}
Step 300: {'loss': 1.095, 'grad_norm': 1.5430935621261597, 'learning_rate': 0.0004861574074074074, 'epoch': 0.08333333333333333}
Step 310: {'loss': 0.9393, 'grad_norm': 1.0340830087661743, 'learning_rate': 0.00048569444444444447, 'epoch': 0.08611111111111111}
Step 320: {'loss': 0.9688, 'grad_norm': 1.474832534790039, 'learning_rate': 0.0004852314814814815, 'epoch': 0.08888888888888889}
Step 330: {'loss': 0.9245, 'grad_norm': 1.1158815622329712, 'learning_rate': 0.00048476851851851855, 'epoch': 0.09166666666666666}
Step 340: {'loss': 0.9319, 'grad_norm': 1.8366488218307495, 'learning_rate': 0.00048430555555555553, 'epoch': 0.09444444444444444}
Step 350: {'loss': 1.0538, 'grad_norm': 1.3385679721832275, 'learning_rate': 0.0004838425925925926, 'epoch': 0.09722222222222222}
Step 360: {'loss': 0.9497, 'grad_norm': 2.4615085124969482, 'learning_rate': 0.0004833796296296296, 'epoch': 0.1}
Step 370: {'loss': 1.0064, 'grad_norm': 1.4118977785110474, 'learning_rate': 0.00048291666666666665, 'epoch': 0.10277777777777777}
Step 380: {'loss': 0.9127, 'grad_norm': 1.0973554849624634, 'learning_rate': 0.00048245370370370374, 'epoch': 0.10555555555555556}
Step 390: {'loss': 0.8352, 'grad_norm': 1.0085755586624146, 'learning_rate': 0.00048199074074074073, 'epoch': 0.10833333333333334}
Step 400: {'loss': 1.0194, 'grad_norm': 1.4634149074554443, 'learning_rate': 0.00048152777777777777, 'epoch': 0.1111111111111111}
Step 410: {'loss': 0.9583, 'grad_norm': 1.2779648303985596, 'learning_rate': 0.00048106481481481486, 'epoch': 0.11388888888888889}
Step 420: {'loss': 0.9002, 'grad_norm': 1.008146047592163, 'learning_rate': 0.00048060185185185185, 'epoch': 0.11666666666666667}
Step 430: {'loss': 0.8931, 'grad_norm': 1.2991728782653809, 'learning_rate': 0.0004801388888888889, 'epoch': 0.11944444444444445}
Step 440: {'loss': 0.9893, 'grad_norm': 1.6664727926254272, 'learning_rate': 0.000479675925925926, 'epoch': 0.12222222222222222}
Step 450: {'loss': 1.0408, 'grad_norm': 1.2003971338272095, 'learning_rate': 0.00047921296296296297, 'epoch': 0.125}
Step 460: {'loss': 1.0016, 'grad_norm': 1.7956372499465942, 'learning_rate': 0.00047875, 'epoch': 0.12777777777777777}
Step 470: {'loss': 1.0084, 'grad_norm': 1.9430593252182007, 'learning_rate': 0.000478287037037037, 'epoch': 0.13055555555555556}
Step 480: {'loss': 0.9909, 'grad_norm': 1.1222329139709473, 'learning_rate': 0.0004778240740740741, 'epoch': 0.13333333333333333}
Step 490: {'loss': 0.9446, 'grad_norm': 1.496993899345398, 'learning_rate': 0.00047736111111111113, 'epoch': 0.1361111111111111}
Step 500: {'loss': 0.9419, 'grad_norm': 1.6385689973831177, 'learning_rate': 0.0004768981481481481, 'epoch': 0.1388888888888889}
Step 510: {'loss': 1.0034, 'grad_norm': 1.4087355136871338, 'learning_rate': 0.0004764351851851852, 'epoch': 0.14166666666666666}
Step 520: {'loss': 1.037, 'grad_norm': 2.183936357498169, 'learning_rate': 0.00047597222222222225, 'epoch': 0.14444444444444443}
Step 530: {'loss': 0.9865, 'grad_norm': 1.149964451789856, 'learning_rate': 0.00047550925925925923, 'epoch': 0.14722222222222223}
Step 540: {'loss': 0.8515, 'grad_norm': 0.99824458360672, 'learning_rate': 0.00047504629629629633, 'epoch': 0.15}
Step 550: {'loss': 0.953, 'grad_norm': 1.2980808019638062, 'learning_rate': 0.00047458333333333337, 'epoch': 0.1527777777777778}
Step 560: {'loss': 0.9552, 'grad_norm': 1.3153945207595825, 'learning_rate': 0.00047412037037037035, 'epoch': 0.15555555555555556}
Step 570: {'loss': 0.9131, 'grad_norm': 1.3497637510299683, 'learning_rate': 0.00047365740740740745, 'epoch': 0.15833333333333333}
Step 580: {'loss': 0.9279, 'grad_norm': 1.0649908781051636, 'learning_rate': 0.00047319444444444443, 'epoch': 0.16111111111111112}
Step 590: {'loss': 0.9863, 'grad_norm': 1.4734729528427124, 'learning_rate': 0.00047273148148148147, 'epoch': 0.1638888888888889}
Step 600: {'loss': 0.952, 'grad_norm': 1.3924129009246826, 'learning_rate': 0.00047226851851851857, 'epoch': 0.16666666666666666}
Step 610: {'loss': 0.96, 'grad_norm': 1.4364033937454224, 'learning_rate': 0.00047180555555555555, 'epoch': 0.16944444444444445}
Step 620: {'loss': 0.934, 'grad_norm': 0.8516467809677124, 'learning_rate': 0.0004713425925925926, 'epoch': 0.17222222222222222}
Step 630: {'loss': 0.938, 'grad_norm': 1.8020738363265991, 'learning_rate': 0.00047087962962962963, 'epoch': 0.175}
Step 640: {'loss': 0.9514, 'grad_norm': 1.4050402641296387, 'learning_rate': 0.00047041666666666667, 'epoch': 0.17777777777777778}
Step 650: {'loss': 0.9555, 'grad_norm': 1.3274825811386108, 'learning_rate': 0.0004699537037037037, 'epoch': 0.18055555555555555}
Step 660: {'loss': 0.9389, 'grad_norm': 1.5229893922805786, 'learning_rate': 0.00046949074074074075, 'epoch': 0.18333333333333332}
Step 670: {'loss': 1.0376, 'grad_norm': 1.8043239116668701, 'learning_rate': 0.0004690277777777778, 'epoch': 0.18611111111111112}
Step 680: {'loss': 0.906, 'grad_norm': 0.966619074344635, 'learning_rate': 0.00046856481481481483, 'epoch': 0.18888888888888888}
Step 690: {'loss': 0.8581, 'grad_norm': 1.1976277828216553, 'learning_rate': 0.0004681018518518518, 'epoch': 0.19166666666666668}
Step 700: {'loss': 0.8906, 'grad_norm': 1.467948079109192, 'learning_rate': 0.0004676388888888889, 'epoch': 0.19444444444444445}
Step 710: {'loss': 0.8859, 'grad_norm': 0.9309801459312439, 'learning_rate': 0.00046717592592592595, 'epoch': 0.19722222222222222}
Step 720: {'loss': 0.9942, 'grad_norm': 1.2122881412506104, 'learning_rate': 0.00046671296296296294, 'epoch': 0.2}
Step 730: {'loss': 0.8739, 'grad_norm': 1.1989690065383911, 'learning_rate': 0.00046625000000000003, 'epoch': 0.20277777777777778}
Step 740: {'loss': 0.8919, 'grad_norm': 1.2552539110183716, 'learning_rate': 0.00046578703703703707, 'epoch': 0.20555555555555555}
Step 750: {'loss': 0.8806, 'grad_norm': 1.225922703742981, 'learning_rate': 0.00046532407407407406, 'epoch': 0.20833333333333334}
Step 760: {'loss': 0.9346, 'grad_norm': 1.465922236442566, 'learning_rate': 0.00046486111111111115, 'epoch': 0.2111111111111111}
Step 770: {'loss': 0.8951, 'grad_norm': 1.068989634513855, 'learning_rate': 0.0004643981481481482, 'epoch': 0.21388888888888888}
Step 780: {'loss': 0.9199, 'grad_norm': 1.9723312854766846, 'learning_rate': 0.0004639351851851852, 'epoch': 0.21666666666666667}
Step 790: {'loss': 0.8858, 'grad_norm': 1.207298994064331, 'learning_rate': 0.0004634722222222222, 'epoch': 0.21944444444444444}
Step 800: {'loss': 0.8824, 'grad_norm': 1.5852313041687012, 'learning_rate': 0.00046300925925925925, 'epoch': 0.2222222222222222}
Step 810: {'loss': 0.8275, 'grad_norm': 1.2684662342071533, 'learning_rate': 0.0004625462962962963, 'epoch': 0.225}
Step 820: {'loss': 0.9309, 'grad_norm': 1.2964484691619873, 'learning_rate': 0.00046208333333333333, 'epoch': 0.22777777777777777}
Step 830: {'loss': 0.9483, 'grad_norm': 1.2718864679336548, 'learning_rate': 0.0004616203703703704, 'epoch': 0.23055555555555557}
Step 840: {'loss': 0.8703, 'grad_norm': 1.1748474836349487, 'learning_rate': 0.0004611574074074074, 'epoch': 0.23333333333333334}
Step 850: {'loss': 0.9087, 'grad_norm': 1.259770393371582, 'learning_rate': 0.00046069444444444445, 'epoch': 0.2361111111111111}
Step 860: {'loss': 0.9081, 'grad_norm': 1.2291154861450195, 'learning_rate': 0.0004602314814814815, 'epoch': 0.2388888888888889}
Step 870: {'loss': 0.9527, 'grad_norm': 1.1376546621322632, 'learning_rate': 0.00045976851851851853, 'epoch': 0.24166666666666667}
Step 880: {'loss': 0.9672, 'grad_norm': 1.14698326587677, 'learning_rate': 0.0004593055555555556, 'epoch': 0.24444444444444444}
Step 890: {'loss': 0.8371, 'grad_norm': 1.2002207040786743, 'learning_rate': 0.0004588425925925926, 'epoch': 0.24722222222222223}
Step 900: {'loss': 0.8546, 'grad_norm': 0.858273983001709, 'learning_rate': 0.00045837962962962965, 'epoch': 0.25}
Step 910: {'loss': 0.9175, 'grad_norm': 1.3510125875473022, 'learning_rate': 0.0004579166666666667, 'epoch': 0.25277777777777777}
Step 920: {'loss': 0.9137, 'grad_norm': 1.5797569751739502, 'learning_rate': 0.0004574537037037037, 'epoch': 0.25555555555555554}
Step 930: {'loss': 0.8868, 'grad_norm': 1.4038734436035156, 'learning_rate': 0.00045699074074074077, 'epoch': 0.25833333333333336}
Step 940: {'loss': 0.9774, 'grad_norm': 1.2919621467590332, 'learning_rate': 0.00045652777777777776, 'epoch': 0.2611111111111111}
Step 950: {'loss': 0.8645, 'grad_norm': 1.1606420278549194, 'learning_rate': 0.0004560648148148148, 'epoch': 0.2638888888888889}
Step 960: {'loss': 0.8974, 'grad_norm': 1.1724287271499634, 'learning_rate': 0.0004556018518518519, 'epoch': 0.26666666666666666}
Step 970: {'loss': 0.9813, 'grad_norm': 1.6783772706985474, 'learning_rate': 0.0004551388888888889, 'epoch': 0.26944444444444443}
Step 980: {'loss': 0.846, 'grad_norm': 1.3861593008041382, 'learning_rate': 0.0004546759259259259, 'epoch': 0.2722222222222222}
Step 990: {'loss': 0.887, 'grad_norm': 1.315226674079895, 'learning_rate': 0.000454212962962963, 'epoch': 0.275}
Step 1000: {'loss': 0.951, 'grad_norm': 1.918197512626648, 'learning_rate': 0.00045375, 'epoch': 0.2777777777777778}
Step 1010: {'loss': 0.9109, 'grad_norm': 0.8402800559997559, 'learning_rate': 0.00045328703703703704, 'epoch': 0.28055555555555556}
Step 1020: {'loss': 0.9913, 'grad_norm': 2.0053915977478027, 'learning_rate': 0.00045282407407407413, 'epoch': 0.2833333333333333}
Step 1030: {'loss': 0.9093, 'grad_norm': 0.9567340016365051, 'learning_rate': 0.0004523611111111111, 'epoch': 0.2861111111111111}
Step 1040: {'loss': 0.9059, 'grad_norm': 1.0819662809371948, 'learning_rate': 0.00045189814814814816, 'epoch': 0.28888888888888886}
Step 1050: {'loss': 1.0198, 'grad_norm': 1.357256293296814, 'learning_rate': 0.0004514351851851852, 'epoch': 0.2916666666666667}
Step 1060: {'loss': 0.9543, 'grad_norm': 1.4716579914093018, 'learning_rate': 0.00045097222222222224, 'epoch': 0.29444444444444445}
Step 1070: {'loss': 0.9003, 'grad_norm': 1.3275113105773926, 'learning_rate': 0.0004505092592592593, 'epoch': 0.2972222222222222}
Step 1080: {'loss': 0.8283, 'grad_norm': 1.3003867864608765, 'learning_rate': 0.00045004629629629626, 'epoch': 0.3}
Step 1090: {'loss': 1.0468, 'grad_norm': 1.5770149230957031, 'learning_rate': 0.00044958333333333336, 'epoch': 0.30277777777777776}
Step 1100: {'loss': 0.9421, 'grad_norm': 1.4716590642929077, 'learning_rate': 0.0004491203703703704, 'epoch': 0.3055555555555556}
Step 1110: {'loss': 0.8578, 'grad_norm': 1.5536880493164062, 'learning_rate': 0.0004486574074074074, 'epoch': 0.30833333333333335}
Step 1120: {'loss': 0.954, 'grad_norm': 1.172020435333252, 'learning_rate': 0.0004481944444444445, 'epoch': 0.3111111111111111}
Step 1130: {'loss': 0.8509, 'grad_norm': 1.23866605758667, 'learning_rate': 0.0004477314814814815, 'epoch': 0.3138888888888889}
Step 1140: {'loss': 0.9825, 'grad_norm': 1.4587384462356567, 'learning_rate': 0.0004472685185185185, 'epoch': 0.31666666666666665}
Step 1150: {'loss': 0.9507, 'grad_norm': 2.466651678085327, 'learning_rate': 0.0004468055555555556, 'epoch': 0.3194444444444444}
Step 1160: {'loss': 0.9119, 'grad_norm': 1.1492692232131958, 'learning_rate': 0.0004463425925925926, 'epoch': 0.32222222222222224}
Step 1170: {'loss': 0.9648, 'grad_norm': 1.4099230766296387, 'learning_rate': 0.0004458796296296296, 'epoch': 0.325}
Step 1180: {'loss': 0.9519, 'grad_norm': 1.4747235774993896, 'learning_rate': 0.0004454166666666667, 'epoch': 0.3277777777777778}
Step 1190: {'loss': 0.9149, 'grad_norm': 1.4003239870071411, 'learning_rate': 0.0004449537037037037, 'epoch': 0.33055555555555555}
Step 1200: {'loss': 0.9649, 'grad_norm': 1.3872712850570679, 'learning_rate': 0.00044449074074074074, 'epoch': 0.3333333333333333}
Step 1210: {'loss': 1.0352, 'grad_norm': 1.180082082748413, 'learning_rate': 0.00044402777777777783, 'epoch': 0.33611111111111114}
Step 1220: {'loss': 0.9217, 'grad_norm': 1.2466222047805786, 'learning_rate': 0.0004435648148148148, 'epoch': 0.3388888888888889}
Step 1230: {'loss': 0.8667, 'grad_norm': 1.1681337356567383, 'learning_rate': 0.00044310185185185186, 'epoch': 0.3416666666666667}
Step 1240: {'loss': 0.9529, 'grad_norm': 1.5946691036224365, 'learning_rate': 0.0004426388888888889, 'epoch': 0.34444444444444444}
Step 1250: {'loss': 0.9047, 'grad_norm': 1.1419438123703003, 'learning_rate': 0.00044217592592592594, 'epoch': 0.3472222222222222}
Step 1260: {'loss': 0.9399, 'grad_norm': 1.0857490301132202, 'learning_rate': 0.000441712962962963, 'epoch': 0.35}
Step 1270: {'loss': 0.8406, 'grad_norm': 1.122656226158142, 'learning_rate': 0.00044124999999999996, 'epoch': 0.3527777777777778}
Step 1280: {'loss': 0.8457, 'grad_norm': 1.0431363582611084, 'learning_rate': 0.00044078703703703706, 'epoch': 0.35555555555555557}
Step 1290: {'loss': 0.7836, 'grad_norm': 0.9088615775108337, 'learning_rate': 0.0004403240740740741, 'epoch': 0.35833333333333334}
Step 1300: {'loss': 0.9243, 'grad_norm': 1.3562899827957153, 'learning_rate': 0.0004398611111111111, 'epoch': 0.3611111111111111}
Step 1310: {'loss': 0.8864, 'grad_norm': 0.8112387657165527, 'learning_rate': 0.0004393981481481482, 'epoch': 0.3638888888888889}
Step 1320: {'loss': 0.9143, 'grad_norm': 1.19364333152771, 'learning_rate': 0.0004389351851851852, 'epoch': 0.36666666666666664}
Step 1330: {'loss': 0.7953, 'grad_norm': 1.3702104091644287, 'learning_rate': 0.0004384722222222222, 'epoch': 0.36944444444444446}
Step 1340: {'loss': 0.9418, 'grad_norm': 1.2003364562988281, 'learning_rate': 0.0004380092592592593, 'epoch': 0.37222222222222223}
Step 1350: {'loss': 0.839, 'grad_norm': 1.037833571434021, 'learning_rate': 0.00043754629629629634, 'epoch': 0.375}
Step 1360: {'loss': 0.9658, 'grad_norm': 1.1870743036270142, 'learning_rate': 0.0004370833333333333, 'epoch': 0.37777777777777777}
Step 1370: {'loss': 0.8554, 'grad_norm': 1.052071213722229, 'learning_rate': 0.00043662037037037036, 'epoch': 0.38055555555555554}
Step 1380: {'loss': 0.9976, 'grad_norm': 2.0413131713867188, 'learning_rate': 0.0004361574074074074, 'epoch': 0.38333333333333336}
Step 1390: {'loss': 0.9475, 'grad_norm': 1.9844051599502563, 'learning_rate': 0.00043569444444444444, 'epoch': 0.3861111111111111}
Step 1400: {'loss': 0.9266, 'grad_norm': 1.0980114936828613, 'learning_rate': 0.0004352314814814815, 'epoch': 0.3888888888888889}
Step 1410: {'loss': 0.8814, 'grad_norm': 1.075271487236023, 'learning_rate': 0.0004347685185185185, 'epoch': 0.39166666666666666}
Step 1420: {'loss': 0.9268, 'grad_norm': 1.4673258066177368, 'learning_rate': 0.00043430555555555556, 'epoch': 0.39444444444444443}
Step 1430: {'loss': 0.9247, 'grad_norm': 1.2105917930603027, 'learning_rate': 0.0004338425925925926, 'epoch': 0.3972222222222222}
Step 1440: {'loss': 0.9801, 'grad_norm': 1.4072977304458618, 'learning_rate': 0.00043337962962962964, 'epoch': 0.4}
Step 1450: {'loss': 0.9208, 'grad_norm': 1.7100025415420532, 'learning_rate': 0.0004329166666666667, 'epoch': 0.4027777777777778}
Step 1460: {'loss': 0.9232, 'grad_norm': 1.3575847148895264, 'learning_rate': 0.0004324537037037037, 'epoch': 0.40555555555555556}
Step 1470: {'loss': 0.8586, 'grad_norm': 1.2660318613052368, 'learning_rate': 0.00043199074074074076, 'epoch': 0.4083333333333333}
Step 1480: {'loss': 0.9206, 'grad_norm': 1.1220009326934814, 'learning_rate': 0.0004315277777777778, 'epoch': 0.4111111111111111}
Step 1490: {'loss': 0.9567, 'grad_norm': 2.738865613937378, 'learning_rate': 0.0004310648148148148, 'epoch': 0.41388888888888886}
Step 1500: {'loss': 0.8897, 'grad_norm': 1.398033857345581, 'learning_rate': 0.0004306018518518519, 'epoch': 0.4166666666666667}
Step 1510: {'loss': 0.8929, 'grad_norm': 1.1717995405197144, 'learning_rate': 0.0004301388888888889, 'epoch': 0.41944444444444445}
Step 1520: {'loss': 0.9124, 'grad_norm': 1.981594443321228, 'learning_rate': 0.0004296759259259259, 'epoch': 0.4222222222222222}
Step 1530: {'loss': 0.9291, 'grad_norm': 1.1374571323394775, 'learning_rate': 0.00042921296296296295, 'epoch': 0.425}
Step 1540: {'loss': 0.9003, 'grad_norm': 1.585708498954773, 'learning_rate': 0.00042875000000000004, 'epoch': 0.42777777777777776}
Step 1550: {'loss': 0.8528, 'grad_norm': 1.1342116594314575, 'learning_rate': 0.000428287037037037, 'epoch': 0.4305555555555556}
Step 1560: {'loss': 0.9853, 'grad_norm': 1.7251238822937012, 'learning_rate': 0.00042782407407407407, 'epoch': 0.43333333333333335}
Step 1570: {'loss': 0.9369, 'grad_norm': 1.765994668006897, 'learning_rate': 0.00042736111111111116, 'epoch': 0.4361111111111111}
Step 1580: {'loss': 0.9215, 'grad_norm': 1.6346263885498047, 'learning_rate': 0.00042689814814814815, 'epoch': 0.4388888888888889}
Step 1590: {'loss': 0.8719, 'grad_norm': 1.0330134630203247, 'learning_rate': 0.0004264351851851852, 'epoch': 0.44166666666666665}
Step 1600: {'loss': 0.9506, 'grad_norm': 1.182052731513977, 'learning_rate': 0.0004259722222222222, 'epoch': 0.4444444444444444}
Step 1610: {'loss': 0.9009, 'grad_norm': 1.1014529466629028, 'learning_rate': 0.00042550925925925927, 'epoch': 0.44722222222222224}
Step 1620: {'loss': 0.929, 'grad_norm': 1.2583634853363037, 'learning_rate': 0.0004250462962962963, 'epoch': 0.45}
Step 1630: {'loss': 0.9231, 'grad_norm': 1.533836007118225, 'learning_rate': 0.00042458333333333334, 'epoch': 0.4527777777777778}
Step 1640: {'loss': 0.9591, 'grad_norm': 1.0509477853775024, 'learning_rate': 0.0004241203703703704, 'epoch': 0.45555555555555555}
Step 1650: {'loss': 0.849, 'grad_norm': 1.5148029327392578, 'learning_rate': 0.0004236574074074074, 'epoch': 0.4583333333333333}
Step 1660: {'loss': 1.0184, 'grad_norm': 1.5260058641433716, 'learning_rate': 0.00042319444444444446, 'epoch': 0.46111111111111114}
Step 1670: {'loss': 0.8779, 'grad_norm': 1.6831938028335571, 'learning_rate': 0.0004227314814814815, 'epoch': 0.4638888888888889}
Step 1680: {'loss': 0.9211, 'grad_norm': 0.9052222371101379, 'learning_rate': 0.00042226851851851854, 'epoch': 0.4666666666666667}
Step 1690: {'loss': 0.9504, 'grad_norm': 1.55514395236969, 'learning_rate': 0.00042180555555555553, 'epoch': 0.46944444444444444}
Step 1700: {'loss': 0.8822, 'grad_norm': 1.4412517547607422, 'learning_rate': 0.0004213425925925926, 'epoch': 0.4722222222222222}
Step 1710: {'loss': 0.8763, 'grad_norm': 0.9746518135070801, 'learning_rate': 0.0004208796296296296, 'epoch': 0.475}
Step 1720: {'loss': 0.7941, 'grad_norm': 1.3236833810806274, 'learning_rate': 0.00042041666666666665, 'epoch': 0.4777777777777778}
Step 1730: {'loss': 0.9172, 'grad_norm': 1.1028834581375122, 'learning_rate': 0.00041995370370370374, 'epoch': 0.48055555555555557}
Step 1740: {'loss': 0.9185, 'grad_norm': 0.9818318486213684, 'learning_rate': 0.00041949074074074073, 'epoch': 0.48333333333333334}
Step 1750: {'loss': 0.992, 'grad_norm': 1.0776636600494385, 'learning_rate': 0.00041902777777777777, 'epoch': 0.4861111111111111}
Step 1760: {'loss': 0.8959, 'grad_norm': 1.3305788040161133, 'learning_rate': 0.00041856481481481486, 'epoch': 0.4888888888888889}
Step 1770: {'loss': 0.8997, 'grad_norm': 0.9491644501686096, 'learning_rate': 0.00041810185185185185, 'epoch': 0.49166666666666664}
Step 1780: {'loss': 0.8761, 'grad_norm': 1.3107575178146362, 'learning_rate': 0.0004176388888888889, 'epoch': 0.49444444444444446}
Step 1790: {'loss': 0.9116, 'grad_norm': 1.6950206756591797, 'learning_rate': 0.000417175925925926, 'epoch': 0.49722222222222223}
Step 1800: {'loss': 0.8568, 'grad_norm': 1.0794109106063843, 'learning_rate': 0.00041671296296296297, 'epoch': 0.5}
Step 1810: {'loss': 1.014, 'grad_norm': 1.5723203420639038, 'learning_rate': 0.00041625, 'epoch': 0.5027777777777778}
Step 1820: {'loss': 0.8943, 'grad_norm': 1.1039490699768066, 'learning_rate': 0.000415787037037037, 'epoch': 0.5055555555555555}
Step 1830: {'loss': 0.9078, 'grad_norm': 1.1153556108474731, 'learning_rate': 0.0004153240740740741, 'epoch': 0.5083333333333333}
Step 1840: {'loss': 1.0061, 'grad_norm': 1.4117764234542847, 'learning_rate': 0.0004148611111111111, 'epoch': 0.5111111111111111}
Step 1850: {'loss': 0.932, 'grad_norm': 0.9179611206054688, 'learning_rate': 0.0004143981481481481, 'epoch': 0.5138888888888888}
Step 1860: {'loss': 0.8693, 'grad_norm': 1.2009834051132202, 'learning_rate': 0.0004139351851851852, 'epoch': 0.5166666666666667}
Step 1870: {'loss': 0.8829, 'grad_norm': 1.5510133504867554, 'learning_rate': 0.00041347222222222225, 'epoch': 0.5194444444444445}
Step 1880: {'loss': 0.9043, 'grad_norm': 0.9221265912055969, 'learning_rate': 0.00041300925925925923, 'epoch': 0.5222222222222223}
Step 1890: {'loss': 0.9398, 'grad_norm': 1.5053094625473022, 'learning_rate': 0.0004125462962962963, 'epoch': 0.525}
Step 1900: {'loss': 0.9029, 'grad_norm': 1.0479934215545654, 'learning_rate': 0.00041208333333333337, 'epoch': 0.5277777777777778}
Step 1910: {'loss': 0.8556, 'grad_norm': 1.119367241859436, 'learning_rate': 0.00041162037037037035, 'epoch': 0.5305555555555556}
Step 1920: {'loss': 0.8225, 'grad_norm': 1.0118552446365356, 'learning_rate': 0.00041115740740740745, 'epoch': 0.5333333333333333}
Step 1930: {'loss': 0.9172, 'grad_norm': 1.1623077392578125, 'learning_rate': 0.00041069444444444443, 'epoch': 0.5361111111111111}
Step 1940: {'loss': 0.9185, 'grad_norm': 1.8385717868804932, 'learning_rate': 0.00041023148148148147, 'epoch': 0.5388888888888889}
Step 1950: {'loss': 0.8442, 'grad_norm': 1.214744210243225, 'learning_rate': 0.00040976851851851857, 'epoch': 0.5416666666666666}
Step 1960: {'loss': 0.94, 'grad_norm': 1.604249358177185, 'learning_rate': 0.00040930555555555555, 'epoch': 0.5444444444444444}
Step 1970: {'loss': 0.9536, 'grad_norm': 2.203831911087036, 'learning_rate': 0.0004088425925925926, 'epoch': 0.5472222222222223}
Step 1980: {'loss': 0.9877, 'grad_norm': 2.052213191986084, 'learning_rate': 0.00040837962962962963, 'epoch': 0.55}
Step 1990: {'loss': 0.9174, 'grad_norm': 1.5322521924972534, 'learning_rate': 0.00040791666666666667, 'epoch': 0.5527777777777778}
Step 2000: {'loss': 1.0167, 'grad_norm': 1.84324049949646, 'learning_rate': 0.0004074537037037037, 'epoch': 0.5555555555555556}
