Step 10: {'loss': 1.2719, 'learning_rate': 0.0009981481481481482, 'epoch': 0.01}
Step 390: {'loss': 0.3674, 'learning_rate': 0.0009277777777777778, 'epoch': 0.22}
Step 400: {'loss': 0.3674, 'learning_rate': 0.000925925925925926, 'epoch': 0.22}
Step 410: {'loss': 0.3961, 'learning_rate': 0.0009240740740740741, 'epoch': 0.23}
Step 420: {'loss': 0.3697, 'learning_rate': 0.0009222222222222223, 'epoch': 0.23}
Step 430: {'loss': 0.3976, 'learning_rate': 0.0009203703703703704, 'epoch': 0.24}
Step 440: {'loss': 0.3837, 'learning_rate': 0.0009185185185185185, 'epoch': 0.24}
Step 450: {'loss': 0.4211, 'learning_rate': 0.0009166666666666666, 'epoch': 0.25}
Step 460: {'loss': 0.4088, 'learning_rate': 0.0009148148148148149, 'epoch': 0.26}
Step 470: {'loss': 0.3567, 'learning_rate': 0.000912962962962963, 'epoch': 0.26}
Step 480: {'loss': 0.3894, 'learning_rate': 0.0009111111111111111, 'epoch': 0.27}
Step 490: {'loss': 0.3656, 'learning_rate': 0.0009092592592592592, 'epoch': 0.27}
Step 500: {'loss': 0.3809, 'learning_rate': 0.0009074074074074074, 'epoch': 0.28}
Step 510: {'loss': 0.4139, 'learning_rate': 0.0009055555555555556, 'epoch': 0.28}
Step 520: {'loss': 0.4012, 'learning_rate': 0.0009037037037037037, 'epoch': 0.29}
Step 530: {'loss': 0.3641, 'learning_rate': 0.0009018518518518519, 'epoch': 0.29}
Step 540: {'loss': 0.4033, 'learning_rate': 0.0009000000000000001, 'epoch': 0.3}
Step 550: {'loss': 0.3708, 'learning_rate': 0.0008981481481481481, 'epoch': 0.31}
Step 560: {'loss': 0.3856, 'learning_rate': 0.0008962962962962963, 'epoch': 0.31}
Step 570: {'loss': 0.3511, 'learning_rate': 0.0008944444444444445, 'epoch': 0.32}
Step 580: {'loss': 0.42, 'learning_rate': 0.0008925925925925926, 'epoch': 0.32}
Step 590: {'loss': 0.3801, 'learning_rate': 0.0008907407407407408, 'epoch': 0.33}
Step 600: {'loss': 0.3244, 'learning_rate': 0.0008888888888888888, 'epoch': 0.33}
Step 610: {'loss': 0.3776, 'learning_rate': 0.0008870370370370371, 'epoch': 0.34}
Step 620: {'loss': 0.3474, 'learning_rate': 0.0008851851851851853, 'epoch': 0.34}
Step 630: {'loss': 0.3967, 'learning_rate': 0.0008833333333333333, 'epoch': 0.35}
Step 640: {'loss': 0.3843, 'learning_rate': 0.0008814814814814816, 'epoch': 0.36}
Step 650: {'loss': 0.3688, 'learning_rate': 0.0008796296296296296, 'epoch': 0.36}
Step 660: {'loss': 0.3488, 'learning_rate': 0.0008777777777777778, 'epoch': 0.37}
Step 670: {'loss': 0.3744, 'learning_rate': 0.0008759259259259259, 'epoch': 0.37}
Step 680: {'loss': 0.448, 'learning_rate': 0.0008740740740740741, 'epoch': 0.38}
Step 690: {'loss': 0.4132, 'learning_rate': 0.0008722222222222223, 'epoch': 0.38}
Step 700: {'loss': 0.3549, 'learning_rate': 0.0008703703703703704, 'epoch': 0.39}
Step 710: {'loss': 0.3386, 'learning_rate': 0.0008685185185185185, 'epoch': 0.39}
Step 720: {'loss': 0.3858, 'learning_rate': 0.0008666666666666667, 'epoch': 0.4}
Step 730: {'loss': 0.3727, 'learning_rate': 0.0008648148148148148, 'epoch': 0.41}
Step 740: {'loss': 0.3574, 'learning_rate': 0.0008629629629629629, 'epoch': 0.41}
Step 750: {'loss': 0.3414, 'learning_rate': 0.0008611111111111112, 'epoch': 0.42}
Step 760: {'loss': 0.3832, 'learning_rate': 0.0008592592592592593, 'epoch': 0.42}
Step 770: {'loss': 0.3689, 'learning_rate': 0.0008574074074074074, 'epoch': 0.43}
Step 780: {'loss': 0.3588, 'learning_rate': 0.0008555555555555556, 'epoch': 0.43}
Step 790: {'loss': 0.3464, 'learning_rate': 0.0008537037037037037, 'epoch': 0.44}
Step 800: {'loss': 0.3718, 'learning_rate': 0.0008518518518518519, 'epoch': 0.44}
Step 810: {'loss': 0.3721, 'learning_rate': 0.00085, 'epoch': 0.45}
Step 820: {'loss': 0.3496, 'learning_rate': 0.0008481481481481481, 'epoch': 0.46}
Step 830: {'loss': 0.3647, 'learning_rate': 0.0008462962962962964, 'epoch': 0.46}
Step 840: {'loss': 0.4025, 'learning_rate': 0.0008444444444444444, 'epoch': 0.47}
Step 850: {'loss': 0.3594, 'learning_rate': 0.0008425925925925926, 'epoch': 0.47}
Step 860: {'loss': 0.3676, 'learning_rate': 0.0008407407407407409, 'epoch': 0.48}
Step 870: {'loss': 0.3555, 'learning_rate': 0.0008388888888888889, 'epoch': 0.48}
Step 880: {'loss': 0.3893, 'learning_rate': 0.0008370370370370371, 'epoch': 0.49}
Step 890: {'loss': 0.3424, 'learning_rate': 0.0008351851851851851, 'epoch': 0.49}
Step 900: {'loss': 0.373, 'learning_rate': 0.0008333333333333334, 'epoch': 0.5}
Step 910: {'loss': 0.3035, 'learning_rate': 0.0008314814814814815, 'epoch': 0.51}
Step 920: {'loss': 0.3364, 'learning_rate': 0.0008296296296296296, 'epoch': 0.51}
Step 930: {'loss': 0.3805, 'learning_rate': 0.0008277777777777778, 'epoch': 0.52}
Step 940: {'loss': 0.3985, 'learning_rate': 0.0008259259259259259, 'epoch': 0.52}
Step 950: {'loss': 0.3668, 'learning_rate': 0.0008240740740740741, 'epoch': 0.53}
Step 960: {'loss': 0.361, 'learning_rate': 0.0008222222222222222, 'epoch': 0.53}
Step 970: {'loss': 0.369, 'learning_rate': 0.0008203703703703704, 'epoch': 0.54}
Step 980: {'loss': 0.3187, 'learning_rate': 0.0008185185185185186, 'epoch': 0.54}
Step 990: {'loss': 0.3137, 'learning_rate': 0.0008166666666666667, 'epoch': 0.55}
Step 1000: {'loss': 0.3265, 'learning_rate': 0.0008148148148148148, 'epoch': 0.56}
Step 1010: {'loss': 0.3639, 'learning_rate': 0.000812962962962963, 'epoch': 0.56}
Step 1020: {'loss': 0.3717, 'learning_rate': 0.0008111111111111111, 'epoch': 0.57}
Step 1030: {'loss': 0.345, 'learning_rate': 0.0008092592592592592, 'epoch': 0.57}
Step 1040: {'loss': 0.3447, 'learning_rate': 0.0008074074074074075, 'epoch': 0.58}
Step 1050: {'loss': 0.3778, 'learning_rate': 0.0008055555555555556, 'epoch': 0.58}
Step 1060: {'loss': 0.324, 'learning_rate': 0.0008037037037037037, 'epoch': 0.59}
Step 1070: {'loss': 0.362, 'learning_rate': 0.0008018518518518519, 'epoch': 0.59}
Step 1080: {'loss': 0.3208, 'learning_rate': 0.0008, 'epoch': 0.6}
Step 1090: {'loss': 0.3651, 'learning_rate': 0.0007981481481481482, 'epoch': 0.61}
Step 1100: {'loss': 0.3154, 'learning_rate': 0.0007962962962962962, 'epoch': 0.61}
Step 1110: {'loss': 0.3331, 'learning_rate': 0.0007944444444444444, 'epoch': 0.62}
Step 1120: {'loss': 0.3402, 'learning_rate': 0.0007925925925925927, 'epoch': 0.62}
Step 1130: {'loss': 0.3431, 'learning_rate': 0.0007907407407407407, 'epoch': 0.63}
Step 1140: {'loss': 0.3075, 'learning_rate': 0.0007888888888888889, 'epoch': 0.63}
Step 1150: {'loss': 0.3212, 'learning_rate': 0.0007870370370370372, 'epoch': 0.64}
Step 1160: {'loss': 0.3082, 'learning_rate': 0.0007851851851851852, 'epoch': 0.64}
Step 1170: {'loss': 0.322, 'learning_rate': 0.0007833333333333334, 'epoch': 0.65}
Step 1180: {'loss': 0.3018, 'learning_rate': 0.0007814814814814814, 'epoch': 0.66}
Step 1190: {'loss': 0.3624, 'learning_rate': 0.0007796296296296297, 'epoch': 0.66}
Step 1200: {'loss': 0.3051, 'learning_rate': 0.0007777777777777778, 'epoch': 0.67}
Step 1210: {'loss': 0.3121, 'learning_rate': 0.0007759259259259259, 'epoch': 0.67}
Step 1220: {'loss': 0.3104, 'learning_rate': 0.000774074074074074, 'epoch': 0.68}
Step 1230: {'loss': 0.3457, 'learning_rate': 0.0007722222222222223, 'epoch': 0.68}
Step 1240: {'loss': 0.326, 'learning_rate': 0.0007703703703703704, 'epoch': 0.69}
Step 1250: {'loss': 0.3082, 'learning_rate': 0.0007685185185185185, 'epoch': 0.69}
Step 1260: {'loss': 0.3458, 'learning_rate': 0.0007666666666666667, 'epoch': 0.7}
Step 1270: {'loss': 0.2845, 'learning_rate': 0.0007648148148148148, 'epoch': 0.71}
Step 1280: {'loss': 0.2866, 'learning_rate': 0.000762962962962963, 'epoch': 0.71}
Step 1290: {'loss': 0.3269, 'learning_rate': 0.0007611111111111111, 'epoch': 0.72}
Step 1300: {'loss': 0.2946, 'learning_rate': 0.0007592592592592593, 'epoch': 0.72}
Step 1310: {'loss': 0.3203, 'learning_rate': 0.0007574074074074075, 'epoch': 0.73}
Step 1320: {'loss': 0.3076, 'learning_rate': 0.0007555555555555555, 'epoch': 0.73}
Step 1330: {'loss': 0.3259, 'learning_rate': 0.0007537037037037037, 'epoch': 0.74}
Step 1340: {'loss': 0.297, 'learning_rate': 0.0007518518518518519, 'epoch': 0.74}
Step 1350: {'loss': 0.3374, 'learning_rate': 0.00075, 'epoch': 0.75}
Step 1360: {'loss': 0.3048, 'learning_rate': 0.0007481481481481482, 'epoch': 0.76}
Step 1370: {'loss': 0.3026, 'learning_rate': 0.0007462962962962963, 'epoch': 0.76}
Step 1380: {'loss': 0.2962, 'learning_rate': 0.0007444444444444445, 'epoch': 0.77}
Step 1390: {'loss': 0.2887, 'learning_rate': 0.0007425925925925925, 'epoch': 0.77}
Step 1400: {'loss': 0.2923, 'learning_rate': 0.0007407407407407407, 'epoch': 0.78}
Step 1410: {'loss': 0.3295, 'learning_rate': 0.000738888888888889, 'epoch': 0.78}
Step 1420: {'loss': 0.31, 'learning_rate': 0.000737037037037037, 'epoch': 0.79}
Step 1430: {'loss': 0.28, 'learning_rate': 0.0007351851851851852, 'epoch': 0.79}
Step 1440: {'loss': 0.3294, 'learning_rate': 0.0007333333333333333, 'epoch': 0.8}
Step 1450: {'loss': 0.3247, 'learning_rate': 0.0007314814814814815, 'epoch': 0.81}
Step 1460: {'loss': 0.2756, 'learning_rate': 0.0007296296296296297, 'epoch': 0.81}
Step 1470: {'loss': 0.2958, 'learning_rate': 0.0007277777777777777, 'epoch': 0.82}
Step 1480: {'loss': 0.3203, 'learning_rate': 0.000725925925925926, 'epoch': 0.82}
Step 1490: {'loss': 0.2894, 'learning_rate': 0.0007240740740740741, 'epoch': 0.83}
Step 1500: {'loss': 0.3, 'learning_rate': 0.0007222222222222222, 'epoch': 0.83}
Step 1510: {'loss': 0.2816, 'learning_rate': 0.0007203703703703703, 'epoch': 0.84}
Step 1520: {'loss': 0.2861, 'learning_rate': 0.0007185185185185186, 'epoch': 0.84}
Step 1530: {'loss': 0.2658, 'learning_rate': 0.0007166666666666667, 'epoch': 0.85}
Step 10: {'loss': 1.332, 'learning_rate': 0.0009981481481481482, 'epoch': 0.01}
Step 20: {'loss': 0.7948, 'learning_rate': 0.0009962962962962963, 'epoch': 0.01}
Step 30: {'loss': 0.5859, 'learning_rate': 0.0009944444444444445, 'epoch': 0.02}
Step 40: {'loss': 0.5367, 'learning_rate': 0.0009925925925925927, 'epoch': 0.02}
Step 50: {'loss': 0.4469, 'learning_rate': 0.0009907407407407408, 'epoch': 0.03}
Step 60: {'loss': 0.4332, 'learning_rate': 0.000988888888888889, 'epoch': 0.03}
Step 70: {'loss': 0.4512, 'learning_rate': 0.0009870370370370371, 'epoch': 0.04}
Step 80: {'loss': 0.3965, 'learning_rate': 0.000985185185185185, 'epoch': 0.04}
Step 90: {'loss': 0.4772, 'learning_rate': 0.0009833333333333332, 'epoch': 0.05}
Step 100: {'loss': 0.4318, 'learning_rate': 0.0009814814814814816, 'epoch': 0.06}
Step 110: {'loss': 0.4316, 'learning_rate': 0.0009796296296296296, 'epoch': 0.06}
Step 120: {'loss': 0.4399, 'learning_rate': 0.0009777777777777777, 'epoch': 0.07}
Step 130: {'loss': 0.443, 'learning_rate': 0.000975925925925926, 'epoch': 0.07}
Step 140: {'loss': 0.38, 'learning_rate': 0.0009740740740740741, 'epoch': 0.08}
Step 150: {'loss': 0.4013, 'learning_rate': 0.0009722222222222222, 'epoch': 0.08}
Step 160: {'loss': 0.3929, 'learning_rate': 0.0009703703703703704, 'epoch': 0.09}
Step 170: {'loss': 0.3756, 'learning_rate': 0.0009685185185185186, 'epoch': 0.09}
Step 180: {'loss': 0.3948, 'learning_rate': 0.0009666666666666667, 'epoch': 0.1}
Step 190: {'loss': 0.4365, 'learning_rate': 0.0009648148148148148, 'epoch': 0.11}
Step 200: {'loss': 0.3958, 'learning_rate': 0.0009629629629629629, 'epoch': 0.11}
Step 210: {'loss': 0.3954, 'learning_rate': 0.0009611111111111112, 'epoch': 0.12}
Step 220: {'loss': 0.3862, 'learning_rate': 0.0009592592592592593, 'epoch': 0.12}
Step 230: {'loss': 0.372, 'learning_rate': 0.0009574074074074074, 'epoch': 0.13}
Step 240: {'loss': 0.4653, 'learning_rate': 0.0009555555555555556, 'epoch': 0.13}
Step 250: {'loss': 0.3702, 'learning_rate': 0.0009537037037037038, 'epoch': 0.14}
Step 260: {'loss': 0.4402, 'learning_rate': 0.0009518518518518518, 'epoch': 0.14}
Step 270: {'loss': 0.418, 'learning_rate': 0.00095, 'epoch': 0.15}
Step 280: {'loss': 0.4033, 'learning_rate': 0.0009481481481481482, 'epoch': 0.16}
Step 290: {'loss': 0.373, 'learning_rate': 0.0009462962962962963, 'epoch': 0.16}
Step 300: {'loss': 0.3951, 'learning_rate': 0.0009444444444444445, 'epoch': 0.17}
Step 310: {'loss': 0.3723, 'learning_rate': 0.0009425925925925925, 'epoch': 0.17}
Step 320: {'loss': 0.4183, 'learning_rate': 0.0009407407407407408, 'epoch': 0.18}
Step 330: {'loss': 0.3848, 'learning_rate': 0.000938888888888889, 'epoch': 0.18}
Step 340: {'loss': 0.3657, 'learning_rate': 0.000937037037037037, 'epoch': 0.19}
Step 350: {'loss': 0.334, 'learning_rate': 0.0009351851851851853, 'epoch': 0.19}
Step 360: {'loss': 0.412, 'learning_rate': 0.0009333333333333333, 'epoch': 0.2}
Step 370: {'loss': 0.4318, 'learning_rate': 0.0009314814814814815, 'epoch': 0.21}
Step 380: {'loss': 0.3617, 'learning_rate': 0.0009296296296296296, 'epoch': 0.21}
Step 390: {'loss': 0.3927, 'learning_rate': 0.0009277777777777778, 'epoch': 0.22}
Step 400: {'loss': 0.3804, 'learning_rate': 0.000925925925925926, 'epoch': 0.22}
Step 410: {'loss': 0.4057, 'learning_rate': 0.0009240740740740741, 'epoch': 0.23}
Step 420: {'loss': 0.3938, 'learning_rate': 0.0009222222222222223, 'epoch': 0.23}
Step 430: {'loss': 0.38, 'learning_rate': 0.0009203703703703704, 'epoch': 0.24}
Step 440: {'loss': 0.3822, 'learning_rate': 0.0009185185185185185, 'epoch': 0.24}
Step 450: {'loss': 0.3929, 'learning_rate': 0.0009166666666666666, 'epoch': 0.25}
Step 460: {'loss': 0.389, 'learning_rate': 0.0009148148148148149, 'epoch': 0.26}
Step 470: {'loss': 0.3691, 'learning_rate': 0.000912962962962963, 'epoch': 0.26}
Step 480: {'loss': 0.3678, 'learning_rate': 0.0009111111111111111, 'epoch': 0.27}
Step 490: {'loss': 0.4262, 'learning_rate': 0.0009092592592592592, 'epoch': 0.27}
Step 500: {'loss': 0.3423, 'learning_rate': 0.0009074074074074074, 'epoch': 0.28}
Step 510: {'loss': 0.3603, 'learning_rate': 0.0009055555555555556, 'epoch': 0.28}
Step 520: {'loss': 0.3648, 'learning_rate': 0.0009037037037037037, 'epoch': 0.29}
Step 530: {'loss': 0.3664, 'learning_rate': 0.0009018518518518519, 'epoch': 0.29}
Step 540: {'loss': 0.372, 'learning_rate': 0.0009000000000000001, 'epoch': 0.3}
Step 550: {'loss': 0.3757, 'learning_rate': 0.0008981481481481481, 'epoch': 0.31}
Step 560: {'loss': 0.3677, 'learning_rate': 0.0008962962962962963, 'epoch': 0.31}
Step 570: {'loss': 0.3638, 'learning_rate': 0.0008944444444444445, 'epoch': 0.32}
Step 580: {'loss': 0.341, 'learning_rate': 0.0008925925925925926, 'epoch': 0.32}
Step 590: {'loss': 0.364, 'learning_rate': 0.0008907407407407408, 'epoch': 0.33}
Step 600: {'loss': 0.3718, 'learning_rate': 0.0008888888888888888, 'epoch': 0.33}
Step 610: {'loss': 0.3507, 'learning_rate': 0.0008870370370370371, 'epoch': 0.34}
Step 620: {'loss': 0.3535, 'learning_rate': 0.0008851851851851853, 'epoch': 0.34}
Step 630: {'loss': 0.3705, 'learning_rate': 0.0008833333333333333, 'epoch': 0.35}
Step 640: {'loss': 0.3789, 'learning_rate': 0.0008814814814814816, 'epoch': 0.36}
Step 650: {'loss': 0.329, 'learning_rate': 0.0008796296296296296, 'epoch': 0.36}
Step 660: {'loss': 0.3593, 'learning_rate': 0.0008777777777777778, 'epoch': 0.37}
Step 670: {'loss': 0.3459, 'learning_rate': 0.0008759259259259259, 'epoch': 0.37}
Step 680: {'loss': 0.3525, 'learning_rate': 0.0008740740740740741, 'epoch': 0.38}
Step 690: {'loss': 0.3727, 'learning_rate': 0.0008722222222222223, 'epoch': 0.38}
Step 700: {'loss': 0.3136, 'learning_rate': 0.0008703703703703704, 'epoch': 0.39}
Step 710: {'loss': 0.3569, 'learning_rate': 0.0008685185185185185, 'epoch': 0.39}
Step 720: {'loss': 0.3575, 'learning_rate': 0.0008666666666666667, 'epoch': 0.4}
Step 730: {'loss': 0.3858, 'learning_rate': 0.0008648148148148148, 'epoch': 0.41}
Step 740: {'loss': 0.3191, 'learning_rate': 0.0008629629629629629, 'epoch': 0.41}
Step 750: {'loss': 0.348, 'learning_rate': 0.0008611111111111112, 'epoch': 0.42}
Step 760: {'loss': 0.3467, 'learning_rate': 0.0008592592592592593, 'epoch': 0.42}
Step 770: {'loss': 0.3576, 'learning_rate': 0.0008574074074074074, 'epoch': 0.43}
Step 780: {'loss': 0.3845, 'learning_rate': 0.0008555555555555556, 'epoch': 0.43}
Step 790: {'loss': 0.3416, 'learning_rate': 0.0008537037037037037, 'epoch': 0.44}
Step 800: {'loss': 0.3415, 'learning_rate': 0.0008518518518518519, 'epoch': 0.44}
Step 810: {'loss': 0.3347, 'learning_rate': 0.00085, 'epoch': 0.45}
Step 820: {'loss': 0.3741, 'learning_rate': 0.0008481481481481481, 'epoch': 0.46}
Step 830: {'loss': 0.31, 'learning_rate': 0.0008462962962962964, 'epoch': 0.46}
Step 840: {'loss': 0.3457, 'learning_rate': 0.0008444444444444444, 'epoch': 0.47}
Step 850: {'loss': 0.3738, 'learning_rate': 0.0008431481481481482, 'epoch': 0.47}
Step 860: {'loss': 0.3291, 'learning_rate': 0.0008412962962962964, 'epoch': 0.48}
Step 870: {'loss': 0.3728, 'learning_rate': 0.0008394444444444444, 'epoch': 0.48}
Step 880: {'loss': 0.3579, 'learning_rate': 0.0008375925925925926, 'epoch': 0.49}
Step 890: {'loss': 0.2964, 'learning_rate': 0.0008357407407407408, 'epoch': 0.49}
Step 900: {'loss': 0.3813, 'learning_rate': 0.0008338888888888889, 'epoch': 0.5}
Step 910: {'loss': 0.3147, 'learning_rate': 0.0008320370370370371, 'epoch': 0.51}
Step 920: {'loss': 0.3266, 'learning_rate': 0.0008301851851851851, 'epoch': 0.51}
Step 930: {'loss': 0.3192, 'learning_rate': 0.0008283333333333334, 'epoch': 0.52}
Step 940: {'loss': 0.3025, 'learning_rate': 0.0008264814814814815, 'epoch': 0.52}
Step 950: {'loss': 0.3091, 'learning_rate': 0.0008246296296296296, 'epoch': 0.53}
Step 960: {'loss': 0.3411, 'learning_rate': 0.0008227777777777779, 'epoch': 0.53}
Step 970: {'loss': 0.3518, 'learning_rate': 0.000820925925925926, 'epoch': 0.54}
Step 980: {'loss': 0.3216, 'learning_rate': 0.0008190740740740741, 'epoch': 0.54}
Step 990: {'loss': 0.3265, 'learning_rate': 0.0008172222222222222, 'epoch': 0.55}
Step 1000: {'loss': 0.3389, 'learning_rate': 0.0008153703703703704, 'epoch': 0.56}
Step 1010: {'loss': 0.3301, 'learning_rate': 0.0008135185185185185, 'epoch': 0.56}
Step 1020: {'loss': 0.3229, 'learning_rate': 0.0008116666666666667, 'epoch': 0.57}
Step 1030: {'loss': 0.3258, 'learning_rate': 0.0008098148148148148, 'epoch': 0.57}
Step 1040: {'loss': 0.3225, 'learning_rate': 0.000807962962962963, 'epoch': 0.58}
Step 1050: {'loss': 0.3155, 'learning_rate': 0.0008061111111111112, 'epoch': 0.58}
Step 1060: {'loss': 0.2886, 'learning_rate': 0.0008042592592592592, 'epoch': 0.59}
Step 1070: {'loss': 0.3007, 'learning_rate': 0.0008024074074074075, 'epoch': 0.59}
Step 1080: {'loss': 0.3176, 'learning_rate': 0.0008005555555555555, 'epoch': 0.6}
Step 1090: {'loss': 0.3153, 'learning_rate': 0.0007987037037037037, 'epoch': 0.61}
Step 1100: {'loss': 0.3541, 'learning_rate': 0.0007968518518518519, 'epoch': 0.61}
Step 1110: {'loss': 0.3043, 'learning_rate': 0.000795, 'epoch': 0.62}
Step 1120: {'loss': 0.3228, 'learning_rate': 0.0007931481481481482, 'epoch': 0.62}
Step 1130: {'loss': 0.3008, 'learning_rate': 0.0007912962962962963, 'epoch': 0.63}
Step 1140: {'loss': 0.3075, 'learning_rate': 0.0007894444444444444, 'epoch': 0.63}
Step 1150: {'loss': 0.3165, 'learning_rate': 0.0007875925925925927, 'epoch': 0.64}
Step 1160: {'loss': 0.3138, 'learning_rate': 0.0007857407407407407, 'epoch': 0.64}
Step 1170: {'loss': 0.3162, 'learning_rate': 0.0007838888888888889, 'epoch': 0.65}
Step 1180: {'loss': 0.2963, 'learning_rate': 0.0007820370370370371, 'epoch': 0.66}
Step 1190: {'loss': 0.2814, 'learning_rate': 0.0007801851851851852, 'epoch': 0.66}
Step 1200: {'loss': 0.3058, 'learning_rate': 0.0007783333333333334, 'epoch': 0.67}
Step 1210: {'loss': 0.3061, 'learning_rate': 0.0007764814814814814, 'epoch': 0.67}
Step 1220: {'loss': 0.3362, 'learning_rate': 0.0007746296296296297, 'epoch': 0.68}
Step 1230: {'loss': 0.3124, 'learning_rate': 0.0007727777777777778, 'epoch': 0.68}
Step 1240: {'loss': 0.3207, 'learning_rate': 0.0007709259259259259, 'epoch': 0.69}
Step 1250: {'loss': 0.2851, 'learning_rate': 0.000769074074074074, 'epoch': 0.69}
Step 1260: {'loss': 0.3249, 'learning_rate': 0.0007672222222222223, 'epoch': 0.7}
Step 1270: {'loss': 0.2906, 'learning_rate': 0.0007653703703703704, 'epoch': 0.71}
Step 1280: {'loss': 0.2998, 'learning_rate': 0.0007635185185185185, 'epoch': 0.71}
Step 1290: {'loss': 0.3001, 'learning_rate': 0.0007616666666666667, 'epoch': 0.72}
Step 1300: {'loss': 0.3155, 'learning_rate': 0.0007598148148148148, 'epoch': 0.72}
Step 1310: {'loss': 0.3048, 'learning_rate': 0.000757962962962963, 'epoch': 0.73}
Step 1320: {'loss': 0.3094, 'learning_rate': 0.000756111111111111, 'epoch': 0.73}
Step 1330: {'loss': 0.3073, 'learning_rate': 0.0007542592592592593, 'epoch': 0.74}
Step 1340: {'loss': 0.3219, 'learning_rate': 0.0007524074074074075, 'epoch': 0.74}
Step 1350: {'loss': 0.2647, 'learning_rate': 0.0007505555555555555, 'epoch': 0.75}
Step 1360: {'loss': 0.3015, 'learning_rate': 0.0007487037037037037, 'epoch': 0.76}
Step 1370: {'loss': 0.3361, 'learning_rate': 0.0007468518518518518, 'epoch': 0.76}
Step 1380: {'loss': 0.2876, 'learning_rate': 0.000745, 'epoch': 0.77}
Step 1390: {'loss': 0.3048, 'learning_rate': 0.0007431481481481482, 'epoch': 0.77}
Step 1400: {'loss': 0.3488, 'learning_rate': 0.0007412962962962963, 'epoch': 0.78}
Step 1410: {'loss': 0.268, 'learning_rate': 0.0007394444444444445, 'epoch': 0.78}
Step 1420: {'loss': 0.2975, 'learning_rate': 0.0007375925925925926, 'epoch': 0.79}
Step 1430: {'loss': 0.2955, 'learning_rate': 0.0007357407407407407, 'epoch': 0.79}
