Step 1: {'loss': 1.9281, 'grad_norm': 10.75, 'learning_rate': 0.0, 'num_tokens': 6870.0, 'mean_token_accuracy': 0.6471504122018814, 'epoch': 0.0035746201966041107}
Step 16: {'loss': 1.6403, 'grad_norm': 4.5, 'learning_rate': 3.571428571428572e-05, 'num_tokens': 112984.0, 'mean_token_accuracy': 0.6765303611755371, 'epoch': 0.05719392314566577}
Step 17: {'loss': 1.4866, 'grad_norm': 3.90625, 'learning_rate': 3.809523809523809e-05, 'num_tokens': 120641.0, 'mean_token_accuracy': 0.7059564888477325, 'epoch': 0.06076854334226988}
Step 18: {'loss': 1.5748, 'grad_norm': 4.0, 'learning_rate': 4.047619047619048e-05, 'num_tokens': 127861.0, 'mean_token_accuracy': 0.6800868064165115, 'epoch': 0.064343163538874}
Step 19: {'loss': 1.5155, 'grad_norm': 3.65625, 'learning_rate': 4.2857142857142856e-05, 'num_tokens': 135161.0, 'mean_token_accuracy': 0.685450553894043, 'epoch': 0.0679177837354781}
Step 20: {'loss': 1.4343, 'grad_norm': 3.40625, 'learning_rate': 4.523809523809524e-05, 'num_tokens': 142821.0, 'mean_token_accuracy': 0.6989316046237946, 'epoch': 0.07149240393208221}
Step 21: {'loss': 1.4849, 'grad_norm': 3.71875, 'learning_rate': 4.761904761904762e-05, 'num_tokens': 150258.0, 'mean_token_accuracy': 0.6803610026836395, 'epoch': 0.07506702412868632}
Step 22: {'loss': 1.403, 'grad_norm': 3.65625, 'learning_rate': 5e-05, 'num_tokens': 157944.0, 'mean_token_accuracy': 0.6984232664108276, 'epoch': 0.07864164432529044}
Step 23: {'loss': 1.3964, 'grad_norm': 3.71875, 'learning_rate': 5.2380952380952384e-05, 'num_tokens': 165537.0, 'mean_token_accuracy': 0.7012486606836319, 'epoch': 0.08221626452189455}
Step 24: {'loss': 1.3884, 'grad_norm': 3.8125, 'learning_rate': 5.4761904761904766e-05, 'num_tokens': 172796.0, 'mean_token_accuracy': 0.6996873319149017, 'epoch': 0.08579088471849866}
Step 25: {'loss': 1.4037, 'grad_norm': 3.59375, 'learning_rate': 5.714285714285714e-05, 'num_tokens': 180486.0, 'mean_token_accuracy': 0.6991272419691086, 'epoch': 0.08936550491510277}
Step 26: {'loss': 1.433, 'grad_norm': 3.28125, 'learning_rate': 5.9523809523809524e-05, 'num_tokens': 187614.0, 'mean_token_accuracy': 0.6787369400262833, 'epoch': 0.09294012511170688}
Step 27: {'loss': 1.3921, 'grad_norm': 3.15625, 'learning_rate': 6.19047619047619e-05, 'num_tokens': 194379.0, 'mean_token_accuracy': 0.686480700969696, 'epoch': 0.09651474530831099}
Step 28: {'loss': 1.1892, 'grad_norm': 2.59375, 'learning_rate': 6.428571428571429e-05, 'num_tokens': 202581.0, 'mean_token_accuracy': 0.7297314703464508, 'epoch': 0.10008936550491511}
Step 29: {'loss': 1.406, 'grad_norm': 2.859375, 'learning_rate': 6.666666666666667e-05, 'num_tokens': 209433.0, 'mean_token_accuracy': 0.6897901594638824, 'epoch': 0.10366398570151922}
Step 30: {'loss': 1.2873, 'grad_norm': 2.96875, 'learning_rate': 6.904761904761905e-05, 'num_tokens': 216045.0, 'mean_token_accuracy': 0.7176844775676727, 'epoch': 0.10723860589812333}
Step 31: {'loss': 1.3644, 'grad_norm': 2.859375, 'learning_rate': 7.142857142857143e-05, 'num_tokens': 222500.0, 'mean_token_accuracy': 0.7047875970602036, 'epoch': 0.11081322609472744}
Step 32: {'loss': 1.3107, 'grad_norm': 2.578125, 'learning_rate': 7.380952380952382e-05, 'num_tokens': 229673.0, 'mean_token_accuracy': 0.7053854763507843, 'epoch': 0.11438784629133154}
Step 33: {'loss': 1.2342, 'grad_norm': 2.453125, 'learning_rate': 7.619047619047618e-05, 'num_tokens': 237015.0, 'mean_token_accuracy': 0.717311680316925, 'epoch': 0.11796246648793565}
Step 34: {'loss': 1.2963, 'grad_norm': 2.78125, 'learning_rate': 7.857142857142858e-05, 'num_tokens': 243410.0, 'mean_token_accuracy': 0.7071111351251602, 'epoch': 0.12153708668453976}
Step 35: {'loss': 1.1676, 'grad_norm': 2.484375, 'learning_rate': 8.095238095238096e-05, 'num_tokens': 250568.0, 'mean_token_accuracy': 0.7298548519611359, 'epoch': 0.12511170688114387}
Step 36: {'loss': 1.1249, 'grad_norm': 2.15625, 'learning_rate': 8.333333333333334e-05, 'num_tokens': 258104.0, 'mean_token_accuracy': 0.7270591557025909, 'epoch': 0.128686327077748}
Step 37: {'loss': 1.1613, 'grad_norm': 2.265625, 'learning_rate': 8.571428571428571e-05, 'num_tokens': 265055.0, 'mean_token_accuracy': 0.7248367965221405, 'epoch': 0.1322609472743521}
Step 38: {'loss': 1.1831, 'grad_norm': 2.3125, 'learning_rate': 8.80952380952381e-05, 'num_tokens': 271456.0, 'mean_token_accuracy': 0.7087340503931046, 'epoch': 0.1358355674709562}
Step 39: {'loss': 1.1188, 'grad_norm': 2.171875, 'learning_rate': 9.047619047619048e-05, 'num_tokens': 278331.0, 'mean_token_accuracy': 0.727683424949646, 'epoch': 0.13941018766756033}
Step 40: {'loss': 1.0825, 'grad_norm': 2.375, 'learning_rate': 9.285714285714286e-05, 'num_tokens': 285549.0, 'mean_token_accuracy': 0.728597104549408, 'epoch': 0.14298480786416443}
Step 41: {'loss': 1.1395, 'grad_norm': 2.1875, 'learning_rate': 9.523809523809524e-05, 'num_tokens': 291689.0, 'mean_token_accuracy': 0.7153686434030533, 'epoch': 0.14655942806076855}
Step 42: {'loss': 1.033, 'grad_norm': 1.7265625, 'learning_rate': 9.761904761904762e-05, 'num_tokens': 298692.0, 'mean_token_accuracy': 0.7408218532800674, 'epoch': 0.15013404825737264}
Step 43: {'loss': 0.9382, 'grad_norm': 1.6796875, 'learning_rate': 0.0001, 'num_tokens': 305962.0, 'mean_token_accuracy': 0.7602201998233795, 'epoch': 0.15370866845397677}
Step 44: {'loss': 0.965, 'grad_norm': 1.6015625, 'learning_rate': 0.00010238095238095237, 'num_tokens': 312961.0, 'mean_token_accuracy': 0.7460772097110748, 'epoch': 0.1572832886505809}
Step 45: {'loss': 0.9657, 'grad_norm': 1.640625, 'learning_rate': 0.00010476190476190477, 'num_tokens': 320069.0, 'mean_token_accuracy': 0.7504134178161621, 'epoch': 0.16085790884718498}
Step 46: {'loss': 0.9276, 'grad_norm': 1.8359375, 'learning_rate': 0.00010714285714285715, 'num_tokens': 327715.0, 'mean_token_accuracy': 0.7656335681676865, 'epoch': 0.1644325290437891}
Step 47: {'loss': 0.9415, 'grad_norm': 1.8359375, 'learning_rate': 0.00010952380952380953, 'num_tokens': 334277.0, 'mean_token_accuracy': 0.7691873162984848, 'epoch': 0.1680071492403932}
Step 48: {'loss': 0.9141, 'grad_norm': 1.7890625, 'learning_rate': 0.00011190476190476191, 'num_tokens': 340717.0, 'mean_token_accuracy': 0.769267350435257, 'epoch': 0.17158176943699732}
Step 49: {'loss': 0.9242, 'grad_norm': 1.75, 'learning_rate': 0.00011428571428571428, 'num_tokens': 347823.0, 'mean_token_accuracy': 0.7737926095724106, 'epoch': 0.17515638963360142}
Step 50: {'loss': 0.903, 'grad_norm': 1.609375, 'learning_rate': 0.00011666666666666668, 'num_tokens': 355425.0, 'mean_token_accuracy': 0.7800490409135818, 'epoch': 0.17873100983020554}
Step 51: {'loss': 0.8556, 'grad_norm': 2.140625, 'learning_rate': 0.00011904761904761905, 'num_tokens': 362380.0, 'mean_token_accuracy': 0.7853910475969315, 'epoch': 0.18230563002680966}
Step 52: {'loss': 0.8297, 'grad_norm': 1.671875, 'learning_rate': 0.00012142857142857143, 'num_tokens': 369512.0, 'mean_token_accuracy': 0.8059071600437164, 'epoch': 0.18588025022341376}
Step 53: {'loss': 0.8384, 'grad_norm': 1.3359375, 'learning_rate': 0.0001238095238095238, 'num_tokens': 377204.0, 'mean_token_accuracy': 0.790330246090889, 'epoch': 0.18945487042001788}
Step 54: {'loss': 0.8645, 'grad_norm': 1.4609375, 'learning_rate': 0.0001261904761904762, 'num_tokens': 384066.0, 'mean_token_accuracy': 0.7868016958236694, 'epoch': 0.19302949061662197}
Step 55: {'loss': 0.8343, 'grad_norm': 1.3671875, 'learning_rate': 0.00012857142857142858, 'num_tokens': 390549.0, 'mean_token_accuracy': 0.7933798730373383, 'epoch': 0.1966041108132261}
Step 56: {'loss': 0.7996, 'grad_norm': 1.375, 'learning_rate': 0.00013095238095238096, 'num_tokens': 397925.0, 'mean_token_accuracy': 0.8007360845804214, 'epoch': 0.20017873100983022}
Step 57: {'loss': 0.7945, 'grad_norm': 1.3984375, 'learning_rate': 0.00013333333333333334, 'num_tokens': 406112.0, 'mean_token_accuracy': 0.8070129752159119, 'epoch': 0.2037533512064343}
Step 58: {'loss': 0.8097, 'grad_norm': 0.94921875, 'learning_rate': 0.00013571428571428572, 'num_tokens': 413541.0, 'mean_token_accuracy': 0.8034320324659348, 'epoch': 0.20732797140303844}
Step 59: {'loss': 0.7976, 'grad_norm': 0.99609375, 'learning_rate': 0.0001380952380952381, 'num_tokens': 420547.0, 'mean_token_accuracy': 0.8059718161821365, 'epoch': 0.21090259159964253}
Step 60: {'loss': 0.83, 'grad_norm': 1.09375, 'learning_rate': 0.00014047619047619049, 'num_tokens': 427210.0, 'mean_token_accuracy': 0.7974262237548828, 'epoch': 0.21447721179624665}
Step 61: {'loss': 0.8177, 'grad_norm': 0.89453125, 'learning_rate': 0.00014285714285714287, 'num_tokens': 433957.0, 'mean_token_accuracy': 0.805064857006073, 'epoch': 0.21805183199285075}
Step 62: {'loss': 0.7863, 'grad_norm': 0.90625, 'learning_rate': 0.00014523809523809525, 'num_tokens': 440824.0, 'mean_token_accuracy': 0.8125141263008118, 'epoch': 0.22162645218945487}
Step 63: {'loss': 0.8001, 'grad_norm': 0.859375, 'learning_rate': 0.00014761904761904763, 'num_tokens': 447665.0, 'mean_token_accuracy': 0.7970158457756042, 'epoch': 0.225201072386059}
Step 64: {'loss': 0.7721, 'grad_norm': 0.859375, 'learning_rate': 0.00015000000000000001, 'num_tokens': 454379.0, 'mean_token_accuracy': 0.8018979281187057, 'epoch': 0.2287756925826631}
Step 65: {'loss': 0.8126, 'grad_norm': 0.8671875, 'learning_rate': 0.00015238095238095237, 'num_tokens': 461494.0, 'mean_token_accuracy': 0.7944127172231674, 'epoch': 0.2323503127792672}
Step 66: {'loss': 0.7882, 'grad_norm': 0.91796875, 'learning_rate': 0.00015476190476190478, 'num_tokens': 468302.0, 'mean_token_accuracy': 0.8112179487943649, 'epoch': 0.2359249329758713}
Step 67: {'loss': 0.7577, 'grad_norm': 0.734375, 'learning_rate': 0.00015714285714285716, 'num_tokens': 475372.0, 'mean_token_accuracy': 0.8069047182798386, 'epoch': 0.23949955317247543}
Step 68: {'loss': 0.7241, 'grad_norm': 0.8828125, 'learning_rate': 0.00015952380952380954, 'num_tokens': 482849.0, 'mean_token_accuracy': 0.8170120567083359, 'epoch': 0.24307417336907952}
Step 69: {'loss': 0.7246, 'grad_norm': 0.76953125, 'learning_rate': 0.00016190476190476192, 'num_tokens': 490544.0, 'mean_token_accuracy': 0.8110760748386383, 'epoch': 0.24664879356568364}
Step 70: {'loss': 0.756, 'grad_norm': 0.98046875, 'learning_rate': 0.00016428571428571428, 'num_tokens': 496902.0, 'mean_token_accuracy': 0.8064708560705185, 'epoch': 0.25022341376228774}
Step 71: {'loss': 0.7584, 'grad_norm': 0.8125, 'learning_rate': 0.0001666666666666667, 'num_tokens': 503232.0, 'mean_token_accuracy': 0.8003816306591034, 'epoch': 0.2537980339588919}
Step 72: {'loss': 0.7615, 'grad_norm': 0.71484375, 'learning_rate': 0.00016904761904761904, 'num_tokens': 510214.0, 'mean_token_accuracy': 0.800660714507103, 'epoch': 0.257372654155496}
Step 73: {'loss': 0.6785, 'grad_norm': 0.73828125, 'learning_rate': 0.00017142857142857143, 'num_tokens': 518144.0, 'mean_token_accuracy': 0.8224593847990036, 'epoch': 0.2609472743521001}
Step 74: {'loss': 0.7427, 'grad_norm': 0.97265625, 'learning_rate': 0.00017380952380952383, 'num_tokens': 524981.0, 'mean_token_accuracy': 0.8100967556238174, 'epoch': 0.2645218945487042}
Step 75: {'loss': 0.7116, 'grad_norm': 0.9140625, 'learning_rate': 0.0001761904761904762, 'num_tokens': 531858.0, 'mean_token_accuracy': 0.8175567835569382, 'epoch': 0.2680965147453083}
Step 76: {'loss': 0.6832, 'grad_norm': 0.73828125, 'learning_rate': 0.0001785714285714286, 'num_tokens': 538951.0, 'mean_token_accuracy': 0.8219204246997833, 'epoch': 0.2716711349419124}
Step 77: {'loss': 0.7914, 'grad_norm': 0.8671875, 'learning_rate': 0.00018095238095238095, 'num_tokens': 546345.0, 'mean_token_accuracy': 0.7922574728727341, 'epoch': 0.2752457551385165}
Step 78: {'loss': 0.6935, 'grad_norm': 0.94921875, 'learning_rate': 0.00018333333333333334, 'num_tokens': 552696.0, 'mean_token_accuracy': 0.8173371255397797, 'epoch': 0.27882037533512066}
Step 79: {'loss': 0.713, 'grad_norm': 0.86328125, 'learning_rate': 0.00018571428571428572, 'num_tokens': 559440.0, 'mean_token_accuracy': 0.8124784678220749, 'epoch': 0.28239499553172476}
Step 80: {'loss': 0.6913, 'grad_norm': 0.73828125, 'learning_rate': 0.0001880952380952381, 'num_tokens': 565800.0, 'mean_token_accuracy': 0.8216408938169479, 'epoch': 0.28596961572832885}
Step 81: {'loss': 0.7054, 'grad_norm': 0.8203125, 'learning_rate': 0.00019047619047619048, 'num_tokens': 572904.0, 'mean_token_accuracy': 0.8085333555936813, 'epoch': 0.289544235924933}
Step 82: {'loss': 0.7053, 'grad_norm': 0.86328125, 'learning_rate': 0.00019285714285714286, 'num_tokens': 579748.0, 'mean_token_accuracy': 0.8165672719478607, 'epoch': 0.2931188561215371}
Step 83: {'loss': 0.6734, 'grad_norm': 0.79296875, 'learning_rate': 0.00019523809523809525, 'num_tokens': 587133.0, 'mean_token_accuracy': 0.8226523697376251, 'epoch': 0.2966934763181412}
Step 84: {'loss': 0.6854, 'grad_norm': 0.703125, 'learning_rate': 0.00019761904761904763, 'num_tokens': 593617.0, 'mean_token_accuracy': 0.8127840757369995, 'epoch': 0.3002680965147453}
Step 85: {'loss': 0.6893, 'grad_norm': 0.8359375, 'learning_rate': 0.0002, 'num_tokens': 600153.0, 'mean_token_accuracy': 0.8195479214191437, 'epoch': 0.30384271671134944}
Step 86: {'loss': 0.6559, 'grad_norm': 0.7109375, 'learning_rate': 0.0001999991365731819, 'num_tokens': 606445.0, 'mean_token_accuracy': 0.8235595524311066, 'epoch': 0.30741733690795353}
Step 87: {'loss': 0.6834, 'grad_norm': 0.578125, 'learning_rate': 0.0001999965463076377, 'num_tokens': 614091.0, 'mean_token_accuracy': 0.8203181028366089, 'epoch': 0.3109919571045576}
Step 88: {'loss': 0.6673, 'grad_norm': 0.625, 'learning_rate': 0.0001999922292480975, 'num_tokens': 621001.0, 'mean_token_accuracy': 0.8209480792284012, 'epoch': 0.3145665773011618}
Step 89: {'loss': 0.7187, 'grad_norm': 0.76171875, 'learning_rate': 0.00019998618546911056, 'num_tokens': 627345.0, 'mean_token_accuracy': 0.8070105910301208, 'epoch': 0.31814119749776587}
Step 90: {'loss': 0.6957, 'grad_norm': 0.67578125, 'learning_rate': 0.0001999784150750442, 'num_tokens': 634320.0, 'mean_token_accuracy': 0.8166906833648682, 'epoch': 0.32171581769436997}
Step 91: {'loss': 0.6556, 'grad_norm': 0.61328125, 'learning_rate': 0.00019996891820008164, 'num_tokens': 641831.0, 'mean_token_accuracy': 0.8248830586671829, 'epoch': 0.32529043789097406}
Step 92: {'loss': 0.6545, 'grad_norm': 0.55078125, 'learning_rate': 0.0001999576950082201, 'num_tokens': 649417.0, 'mean_token_accuracy': 0.8231570720672607, 'epoch': 0.3288650580875782}
Step 93: {'loss': 0.7129, 'grad_norm': 0.6640625, 'learning_rate': 0.00019994474569326757, 'num_tokens': 656143.0, 'mean_token_accuracy': 0.8109591007232666, 'epoch': 0.3324396782841823}
Step 94: {'loss': 0.6506, 'grad_norm': 0.59375, 'learning_rate': 0.00019993007047883988, 'num_tokens': 663415.0, 'mean_token_accuracy': 0.8303549140691757, 'epoch': 0.3360142984807864}
Step 95: {'loss': 0.668, 'grad_norm': 0.59765625, 'learning_rate': 0.00019991366961835642, 'num_tokens': 670629.0, 'mean_token_accuracy': 0.8166810721158981, 'epoch': 0.33958891867739055}
Step 96: {'loss': 0.6497, 'grad_norm': 0.60546875, 'learning_rate': 0.00019989554339503612, 'num_tokens': 677789.0, 'mean_token_accuracy': 0.8272779434919357, 'epoch': 0.34316353887399464}
Step 97: {'loss': 0.6876, 'grad_norm': 0.64453125, 'learning_rate': 0.00019987569212189224, 'num_tokens': 686189.0, 'mean_token_accuracy': 0.8120244890451431, 'epoch': 0.34673815907059874}
Step 98: {'loss': 0.6314, 'grad_norm': 0.6171875, 'learning_rate': 0.0001998541161417273, 'num_tokens': 693105.0, 'mean_token_accuracy': 0.8271028399467468, 'epoch': 0.35031277926720283}
Step 99: {'loss': 0.6748, 'grad_norm': 0.6328125, 'learning_rate': 0.00019983081582712685, 'num_tokens': 700450.0, 'mean_token_accuracy': 0.8191751092672348, 'epoch': 0.353887399463807}
Step 100: {'loss': 0.6342, 'grad_norm': 0.65625, 'learning_rate': 0.0001998057915804532, 'num_tokens': 707327.0, 'mean_token_accuracy': 0.8297518044710159, 'epoch': 0.3574620196604111}
Step 101: {'loss': 0.6866, 'grad_norm': 0.7109375, 'learning_rate': 0.0001997790438338385, 'num_tokens': 713719.0, 'mean_token_accuracy': 0.8162469863891602, 'epoch': 0.3610366398570152}
Step 102: {'loss': 0.6448, 'grad_norm': 0.56640625, 'learning_rate': 0.00019975057304917718, 'num_tokens': 720520.0, 'mean_token_accuracy': 0.824910506606102, 'epoch': 0.3646112600536193}
Step 103: {'loss': 0.722, 'grad_norm': 0.69921875, 'learning_rate': 0.00019972037971811802, 'num_tokens': 727397.0, 'mean_token_accuracy': 0.8106105327606201, 'epoch': 0.3681858802502234}
Step 104: {'loss': 0.6617, 'grad_norm': 0.6796875, 'learning_rate': 0.00019968846436205567, 'num_tokens': 734151.0, 'mean_token_accuracy': 0.8292549252510071, 'epoch': 0.3717605004468275}
Step 105: {'loss': 0.7078, 'grad_norm': 0.63671875, 'learning_rate': 0.00019965482753212156, 'num_tokens': 741059.0, 'mean_token_accuracy': 0.816577360033989, 'epoch': 0.3753351206434316}
Step 106: {'loss': 0.6591, 'grad_norm': 0.65625, 'learning_rate': 0.00019961946980917456, 'num_tokens': 748517.0, 'mean_token_accuracy': 0.8249074220657349, 'epoch': 0.37890974084003576}
Step 107: {'loss': 0.6844, 'grad_norm': 0.515625, 'learning_rate': 0.0001995823918037908, 'num_tokens': 756130.0, 'mean_token_accuracy': 0.8186321705579758, 'epoch': 0.38248436103663985}
Step 108: {'loss': 0.6606, 'grad_norm': 0.609375, 'learning_rate': 0.0001995435941562531, 'num_tokens': 762718.0, 'mean_token_accuracy': 0.8291533291339874, 'epoch': 0.38605898123324395}
Step 109: {'loss': 0.6888, 'grad_norm': 0.87109375, 'learning_rate': 0.00019950307753654017, 'num_tokens': 769550.0, 'mean_token_accuracy': 0.8165904134511948, 'epoch': 0.3896336014298481}
Step 110: {'loss': 0.6986, 'grad_norm': 0.515625, 'learning_rate': 0.00019946084264431459, 'num_tokens': 777372.0, 'mean_token_accuracy': 0.810771182179451, 'epoch': 0.3932082216264522}
Step 111: {'loss': 0.6522, 'grad_norm': 0.59375, 'learning_rate': 0.0001994168902089112, 'num_tokens': 784517.0, 'mean_token_accuracy': 0.8279743045568466, 'epoch': 0.3967828418230563}
Step 112: {'loss': 0.645, 'grad_norm': 0.66796875, 'learning_rate': 0.00019937122098932428, 'num_tokens': 791282.0, 'mean_token_accuracy': 0.8262900859117508, 'epoch': 0.40035746201966044}
Step 113: {'loss': 0.6555, 'grad_norm': 0.609375, 'learning_rate': 0.00019932383577419432, 'num_tokens': 798706.0, 'mean_token_accuracy': 0.8246958255767822, 'epoch': 0.40393208221626453}
Step 114: {'loss': 0.7118, 'grad_norm': 0.68359375, 'learning_rate': 0.00019927473538179467, 'num_tokens': 805743.0, 'mean_token_accuracy': 0.8128745555877686, 'epoch': 0.4075067024128686}
Step 115: {'loss': 0.6484, 'grad_norm': 0.53125, 'learning_rate': 0.00019922392066001722, 'num_tokens': 813174.0, 'mean_token_accuracy': 0.8263526409864426, 'epoch': 0.4110813226094727}
Step 116: {'loss': 0.6685, 'grad_norm': 0.53515625, 'learning_rate': 0.00019917139248635786, 'num_tokens': 820564.0, 'mean_token_accuracy': 0.8247490972280502, 'epoch': 0.41465594280607687}
Step 117: {'loss': 0.6346, 'grad_norm': 0.765625, 'learning_rate': 0.0001991171517679013, 'num_tokens': 827058.0, 'mean_token_accuracy': 0.8286167979240417, 'epoch': 0.41823056300268097}
Step 118: {'loss': 0.6351, 'grad_norm': 0.60546875, 'learning_rate': 0.0001990611994413053, 'num_tokens': 833700.0, 'mean_token_accuracy': 0.8313601762056351, 'epoch': 0.42180518319928506}
Step 119: {'loss': 0.68, 'grad_norm': 0.65625, 'learning_rate': 0.00019900353647278466, 'num_tokens': 840606.0, 'mean_token_accuracy': 0.8175671398639679, 'epoch': 0.4253798033958892}
Step 120: {'loss': 0.6831, 'grad_norm': 0.8203125, 'learning_rate': 0.00019894416385809444, 'num_tokens': 847708.0, 'mean_token_accuracy': 0.8179950267076492, 'epoch': 0.4289544235924933}
Step 121: {'loss': 0.6761, 'grad_norm': 0.6796875, 'learning_rate': 0.00019888308262251285, 'num_tokens': 855032.0, 'mean_token_accuracy': 0.8223768025636673, 'epoch': 0.4325290437890974}
Step 122: {'loss': 0.6729, 'grad_norm': 0.6015625, 'learning_rate': 0.0001988202938208234, 'num_tokens': 861902.0, 'mean_token_accuracy': 0.8198434263467789, 'epoch': 0.4361036639857015}
Step 123: {'loss': 0.6967, 'grad_norm': 0.6796875, 'learning_rate': 0.00019875579853729676, 'num_tokens': 868591.0, 'mean_token_accuracy': 0.8160652816295624, 'epoch': 0.43967828418230565}
Step 124: {'loss': 0.6554, 'grad_norm': 0.70703125, 'learning_rate': 0.00019868959788567212, 'num_tokens': 875872.0, 'mean_token_accuracy': 0.8297679722309113, 'epoch': 0.44325290437890974}
Step 125: {'loss': 0.6539, 'grad_norm': 0.63671875, 'learning_rate': 0.00019862169300913785, 'num_tokens': 882918.0, 'mean_token_accuracy': 0.8288920521736145, 'epoch': 0.44682752457551383}
Step 126: {'loss': 0.6398, 'grad_norm': 0.59375, 'learning_rate': 0.0001985520850803117, 'num_tokens': 889987.0, 'mean_token_accuracy': 0.8312947601079941, 'epoch': 0.450402144772118}
Step 127: {'loss': 0.7311, 'grad_norm': 0.8046875, 'learning_rate': 0.00019848077530122083, 'num_tokens': 896503.0, 'mean_token_accuracy': 0.8132105022668839, 'epoch': 0.4539767649687221}
Step 128: {'loss': 0.6661, 'grad_norm': 0.70703125, 'learning_rate': 0.00019840776490328066, 'num_tokens': 903382.0, 'mean_token_accuracy': 0.824618935585022, 'epoch': 0.4575513851653262}
Step 129: {'loss': 0.652, 'grad_norm': 0.62109375, 'learning_rate': 0.00019833305514727395, 'num_tokens': 910142.0, 'mean_token_accuracy': 0.8308051824569702, 'epoch': 0.46112600536193027}
Step 130: {'loss': 0.6393, 'grad_norm': 0.68359375, 'learning_rate': 0.00019825664732332884, 'num_tokens': 916463.0, 'mean_token_accuracy': 0.8271943777799606, 'epoch': 0.4647006255585344}
Step 131: {'loss': 0.6896, 'grad_norm': 0.671875, 'learning_rate': 0.0001981785427508966, 'num_tokens': 923361.0, 'mean_token_accuracy': 0.8135822862386703, 'epoch': 0.4682752457551385}
Step 132: {'loss': 0.6964, 'grad_norm': 0.66015625, 'learning_rate': 0.00019809874277872886, 'num_tokens': 930173.0, 'mean_token_accuracy': 0.8161501288414001, 'epoch': 0.4718498659517426}
Step 133: {'loss': 0.6389, 'grad_norm': 0.6171875, 'learning_rate': 0.00019801724878485438, 'num_tokens': 937229.0, 'mean_token_accuracy': 0.8248115479946136, 'epoch': 0.47542448614834676}
Step 134: {'loss': 0.6701, 'grad_norm': 0.71875, 'learning_rate': 0.00019793406217655517, 'num_tokens': 944276.0, 'mean_token_accuracy': 0.8247141093015671, 'epoch': 0.47899910634495085}
Step 135: {'loss': 0.7026, 'grad_norm': 0.73828125, 'learning_rate': 0.00019784918439034216, 'num_tokens': 952105.0, 'mean_token_accuracy': 0.8157166242599487, 'epoch': 0.48257372654155495}
