Step 10: {'loss': 1.4158, 'grad_norm': 1.1269850730895996, 'learning_rate': 0.004995833333333333, 'epoch': 0.002777777777777778}
Step 540: {'loss': 0.9606, 'grad_norm': 0.4867318570613861, 'learning_rate': 0.004750462962962963, 'epoch': 0.15}
Step 550: {'loss': 0.9261, 'grad_norm': 0.5782471895217896, 'learning_rate': 0.004745833333333334, 'epoch': 0.1527777777777778}
Step 560: {'loss': 0.9178, 'grad_norm': 0.5606014728546143, 'learning_rate': 0.004741203703703704, 'epoch': 0.15555555555555556}
Step 570: {'loss': 0.9012, 'grad_norm': 0.6987161040306091, 'learning_rate': 0.0047365740740740745, 'epoch': 0.15833333333333333}
Step 580: {'loss': 0.9505, 'grad_norm': 0.5032804012298584, 'learning_rate': 0.004731944444444444, 'epoch': 0.16111111111111112}
Step 590: {'loss': 0.9015, 'grad_norm': 0.5104968547821045, 'learning_rate': 0.004727314814814815, 'epoch': 0.1638888888888889}
Step 600: {'loss': 0.9668, 'grad_norm': 0.8348782062530518, 'learning_rate': 0.004722685185185186, 'epoch': 0.16666666666666666}
Step 610: {'loss': 1.0368, 'grad_norm': 0.6384134292602539, 'learning_rate': 0.004718055555555555, 'epoch': 0.16944444444444445}
Step 620: {'loss': 0.9173, 'grad_norm': 0.7228387594223022, 'learning_rate': 0.004713425925925926, 'epoch': 0.17222222222222222}
Step 630: {'loss': 0.9172, 'grad_norm': 0.6761106848716736, 'learning_rate': 0.004708796296296297, 'epoch': 0.175}
Step 640: {'loss': 1.149, 'grad_norm': 0.5550603270530701, 'learning_rate': 0.004704166666666666, 'epoch': 0.17777777777777778}
Step 650: {'loss': 0.9555, 'grad_norm': 0.5069757103919983, 'learning_rate': 0.004699537037037037, 'epoch': 0.18055555555555555}
Step 660: {'loss': 1.0093, 'grad_norm': 0.5685664415359497, 'learning_rate': 0.004694907407407408, 'epoch': 0.18333333333333332}
Step 670: {'loss': 1.0017, 'grad_norm': 0.7865511775016785, 'learning_rate': 0.004690277777777778, 'epoch': 0.18611111111111112}
Step 680: {'loss': 0.9221, 'grad_norm': 0.7058616876602173, 'learning_rate': 0.004685648148148148, 'epoch': 0.18888888888888888}
Step 690: {'loss': 0.9632, 'grad_norm': 0.38512009382247925, 'learning_rate': 0.004681018518518518, 'epoch': 0.19166666666666668}
Step 700: {'loss': 1.0934, 'grad_norm': 0.6904234290122986, 'learning_rate': 0.004676388888888889, 'epoch': 0.19444444444444445}
Step 710: {'loss': 1.0299, 'grad_norm': 0.6884428858757019, 'learning_rate': 0.004671759259259259, 'epoch': 0.19722222222222222}
Step 720: {'loss': 0.9809, 'grad_norm': 0.5947049260139465, 'learning_rate': 0.00466712962962963, 'epoch': 0.2}
Step 730: {'loss': 0.9733, 'grad_norm': 0.5382149815559387, 'learning_rate': 0.0046625, 'epoch': 0.20277777777777778}
Step 740: {'loss': 1.0734, 'grad_norm': 0.8821700215339661, 'learning_rate': 0.00465787037037037, 'epoch': 0.20555555555555555}
Step 750: {'loss': 1.0024, 'grad_norm': 0.5628542900085449, 'learning_rate': 0.004653240740740741, 'epoch': 0.20833333333333334}
Step 760: {'loss': 0.9592, 'grad_norm': 0.46344470977783203, 'learning_rate': 0.004648611111111111, 'epoch': 0.2111111111111111}
Step 770: {'loss': 0.9262, 'grad_norm': 0.6656364798545837, 'learning_rate': 0.004643981481481482, 'epoch': 0.21388888888888888}
Step 780: {'loss': 0.9092, 'grad_norm': 0.6876776218414307, 'learning_rate': 0.004639351851851852, 'epoch': 0.21666666666666667}
Step 790: {'loss': 1.0946, 'grad_norm': 0.6812503337860107, 'learning_rate': 0.004634722222222222, 'epoch': 0.21944444444444444}
Step 800: {'loss': 0.93, 'grad_norm': 0.5574154257774353, 'learning_rate': 0.004630092592592593, 'epoch': 0.2222222222222222}
Step 810: {'loss': 1.0147, 'grad_norm': 0.6418565511703491, 'learning_rate': 0.004625462962962963, 'epoch': 0.225}
Step 820: {'loss': 1.033, 'grad_norm': 0.6434011459350586, 'learning_rate': 0.0046208333333333336, 'epoch': 0.22777777777777777}
Step 830: {'loss': 0.91, 'grad_norm': 0.8970142006874084, 'learning_rate': 0.004616203703703704, 'epoch': 0.23055555555555557}
Step 840: {'loss': 0.9741, 'grad_norm': 0.5114428997039795, 'learning_rate': 0.004611574074074074, 'epoch': 0.23333333333333334}
Step 850: {'loss': 0.9204, 'grad_norm': 0.5110620260238647, 'learning_rate': 0.004606944444444445, 'epoch': 0.2361111111111111}
Step 860: {'loss': 0.835, 'grad_norm': 0.5450771450996399, 'learning_rate': 0.004602314814814815, 'epoch': 0.2388888888888889}
Step 870: {'loss': 0.9768, 'grad_norm': 0.5985272526741028, 'learning_rate': 0.0045976851851851856, 'epoch': 0.24166666666666667}
Step 880: {'loss': 0.8864, 'grad_norm': 0.7476564049720764, 'learning_rate': 0.004593055555555556, 'epoch': 0.24444444444444444}
Step 890: {'loss': 1.0067, 'grad_norm': 0.8572697043418884, 'learning_rate': 0.0045884259259259255, 'epoch': 0.24722222222222223}
Step 900: {'loss': 0.9884, 'grad_norm': 0.4750540852546692, 'learning_rate': 0.004583796296296297, 'epoch': 0.25}
Step 910: {'loss': 0.9736, 'grad_norm': 0.5489722490310669, 'learning_rate': 0.004579166666666667, 'epoch': 0.25277777777777777}
Step 920: {'loss': 1.0187, 'grad_norm': 1.3458139896392822, 'learning_rate': 0.004574537037037037, 'epoch': 0.25555555555555554}
Step 930: {'loss': 0.9992, 'grad_norm': 0.4919204115867615, 'learning_rate': 0.004569907407407408, 'epoch': 0.25833333333333336}
Step 940: {'loss': 0.957, 'grad_norm': 0.6420310139656067, 'learning_rate': 0.0045652777777777775, 'epoch': 0.2611111111111111}
Step 950: {'loss': 1.0637, 'grad_norm': 0.7150123119354248, 'learning_rate': 0.004560648148148148, 'epoch': 0.2638888888888889}
Step 960: {'loss': 0.9264, 'grad_norm': 0.7066187262535095, 'learning_rate': 0.004556018518518519, 'epoch': 0.26666666666666666}
Step 970: {'loss': 0.9297, 'grad_norm': 0.6105939745903015, 'learning_rate': 0.004551388888888889, 'epoch': 0.26944444444444443}
Step 980: {'loss': 0.933, 'grad_norm': 0.5941967964172363, 'learning_rate': 0.004546759259259259, 'epoch': 0.2722222222222222}
Step 990: {'loss': 0.9591, 'grad_norm': 0.4076458215713501, 'learning_rate': 0.00454212962962963, 'epoch': 0.275}
Step 1000: {'loss': 0.9559, 'grad_norm': 0.4945108890533447, 'learning_rate': 0.0045375, 'epoch': 0.2777777777777778}
Step 1010: {'loss': 0.9845, 'grad_norm': 0.7885345220565796, 'learning_rate': 0.00453287037037037, 'epoch': 0.28055555555555556}
Step 1020: {'loss': 0.9285, 'grad_norm': 0.45543432235717773, 'learning_rate': 0.0045282407407407415, 'epoch': 0.2833333333333333}
Step 1030: {'loss': 1.0293, 'grad_norm': 0.9429647922515869, 'learning_rate': 0.004523611111111111, 'epoch': 0.2861111111111111}
Step 1040: {'loss': 1.0968, 'grad_norm': 0.5026959180831909, 'learning_rate': 0.0045189814814814815, 'epoch': 0.28888888888888886}
Step 1050: {'loss': 0.9576, 'grad_norm': 0.6712488532066345, 'learning_rate': 0.004514351851851852, 'epoch': 0.2916666666666667}
Step 1060: {'loss': 1.0378, 'grad_norm': 0.9554492235183716, 'learning_rate': 0.004509722222222222, 'epoch': 0.29444444444444445}
Step 1070: {'loss': 1.0472, 'grad_norm': 0.5333801507949829, 'learning_rate': 0.004505092592592593, 'epoch': 0.2972222222222222}
Step 1080: {'loss': 1.005, 'grad_norm': 0.5533141493797302, 'learning_rate': 0.004500462962962963, 'epoch': 0.3}
Step 1090: {'loss': 0.9639, 'grad_norm': 0.6952240467071533, 'learning_rate': 0.0044958333333333335, 'epoch': 0.30277777777777776}
Step 1100: {'loss': 1.0315, 'grad_norm': 0.7400302290916443, 'learning_rate': 0.004491203703703704, 'epoch': 0.3055555555555556}
Step 1110: {'loss': 0.9821, 'grad_norm': 0.9933661818504333, 'learning_rate': 0.004486574074074074, 'epoch': 0.30833333333333335}
Step 1120: {'loss': 0.992, 'grad_norm': 1.4590559005737305, 'learning_rate': 0.004481944444444445, 'epoch': 0.3111111111111111}
Step 1130: {'loss': 0.9629, 'grad_norm': 0.5546985268592834, 'learning_rate': 0.004477314814814815, 'epoch': 0.3138888888888889}
Step 1140: {'loss': 0.9413, 'grad_norm': 0.7312831282615662, 'learning_rate': 0.0044726851851851854, 'epoch': 0.31666666666666665}
Step 1150: {'loss': 1.1382, 'grad_norm': 0.6928946375846863, 'learning_rate': 0.004468055555555556, 'epoch': 0.3194444444444444}
Step 1160: {'loss': 0.9919, 'grad_norm': 0.6875424385070801, 'learning_rate': 0.004463425925925925, 'epoch': 0.32222222222222224}
Step 1170: {'loss': 1.0601, 'grad_norm': 0.5755794048309326, 'learning_rate': 0.004458796296296297, 'epoch': 0.325}
Step 1180: {'loss': 0.9872, 'grad_norm': 0.8401677012443542, 'learning_rate': 0.004454166666666667, 'epoch': 0.3277777777777778}
Step 1190: {'loss': 1.0103, 'grad_norm': 0.5153188705444336, 'learning_rate': 0.004449537037037037, 'epoch': 0.33055555555555555}
Step 1200: {'loss': 1.0111, 'grad_norm': 0.687743067741394, 'learning_rate': 0.004444907407407408, 'epoch': 0.3333333333333333}
Step 1210: {'loss': 0.9823, 'grad_norm': 0.6712241172790527, 'learning_rate': 0.004440277777777778, 'epoch': 0.33611111111111114}
Step 1220: {'loss': 0.9323, 'grad_norm': 0.7104376554489136, 'learning_rate': 0.004435648148148148, 'epoch': 0.3388888888888889}
Step 1230: {'loss': 0.9492, 'grad_norm': 0.9300121068954468, 'learning_rate': 0.004431018518518519, 'epoch': 0.3416666666666667}
Step 1240: {'loss': 0.9959, 'grad_norm': 0.6151374578475952, 'learning_rate': 0.004426388888888889, 'epoch': 0.34444444444444444}
Step 1250: {'loss': 1.0071, 'grad_norm': 0.6786796450614929, 'learning_rate': 0.004421759259259259, 'epoch': 0.3472222222222222}
Step 1260: {'loss': 1.0612, 'grad_norm': 0.7008880376815796, 'learning_rate': 0.00441712962962963, 'epoch': 0.35}
Step 1270: {'loss': 0.993, 'grad_norm': 0.6984597444534302, 'learning_rate': 0.0044125, 'epoch': 0.3527777777777778}
Step 1280: {'loss': 0.9766, 'grad_norm': 0.7197062969207764, 'learning_rate': 0.00440787037037037, 'epoch': 0.35555555555555557}
Step 1290: {'loss': 1.0143, 'grad_norm': 0.6321749687194824, 'learning_rate': 0.004403240740740741, 'epoch': 0.35833333333333334}
Step 1300: {'loss': 1.0938, 'grad_norm': 0.5535100102424622, 'learning_rate': 0.004398611111111111, 'epoch': 0.3611111111111111}
Step 1310: {'loss': 1.0341, 'grad_norm': 0.6861311197280884, 'learning_rate': 0.004393981481481481, 'epoch': 0.3638888888888889}
Step 1320: {'loss': 1.006, 'grad_norm': 0.4747249186038971, 'learning_rate': 0.004389351851851852, 'epoch': 0.36666666666666664}
Step 1330: {'loss': 0.9981, 'grad_norm': 0.6444417238235474, 'learning_rate': 0.004384722222222222, 'epoch': 0.36944444444444446}
Step 1340: {'loss': 1.0618, 'grad_norm': 0.8124707937240601, 'learning_rate': 0.0043800925925925925, 'epoch': 0.37222222222222223}
Step 1350: {'loss': 0.9937, 'grad_norm': 0.6861783862113953, 'learning_rate': 0.004375462962962963, 'epoch': 0.375}
Step 1360: {'loss': 0.8998, 'grad_norm': 0.719432532787323, 'learning_rate': 0.004370833333333333, 'epoch': 0.37777777777777777}
Step 1370: {'loss': 0.9735, 'grad_norm': 0.6971895098686218, 'learning_rate': 0.004366203703703704, 'epoch': 0.38055555555555554}
Step 1380: {'loss': 1.0836, 'grad_norm': 0.5743926763534546, 'learning_rate': 0.004361574074074074, 'epoch': 0.38333333333333336}
Step 1390: {'loss': 1.0212, 'grad_norm': 0.6459131240844727, 'learning_rate': 0.0043569444444444445, 'epoch': 0.3861111111111111}
Step 1400: {'loss': 1.003, 'grad_norm': 0.6916782855987549, 'learning_rate': 0.004352314814814815, 'epoch': 0.3888888888888889}
Step 1410: {'loss': 1.0754, 'grad_norm': 0.9982240796089172, 'learning_rate': 0.004347685185185185, 'epoch': 0.39166666666666666}
Step 1420: {'loss': 1.0156, 'grad_norm': 0.5832237005233765, 'learning_rate': 0.004343055555555556, 'epoch': 0.39444444444444443}
Step 1430: {'loss': 0.9295, 'grad_norm': 0.4763408601284027, 'learning_rate': 0.004338425925925926, 'epoch': 0.3972222222222222}
Step 1440: {'loss': 1.0081, 'grad_norm': 0.8675951361656189, 'learning_rate': 0.0043337962962962965, 'epoch': 0.4}
Step 1450: {'loss': 1.0254, 'grad_norm': 0.5175222158432007, 'learning_rate': 0.004329166666666667, 'epoch': 0.4027777777777778}
Step 1460: {'loss': 0.9378, 'grad_norm': 0.7540171146392822, 'learning_rate': 0.004324537037037037, 'epoch': 0.40555555555555556}
Step 1470: {'loss': 1.0245, 'grad_norm': 0.7710272669792175, 'learning_rate': 0.004319907407407408, 'epoch': 0.4083333333333333}
Step 1480: {'loss': 1.1082, 'grad_norm': 1.4354337453842163, 'learning_rate': 0.004315277777777778, 'epoch': 0.4111111111111111}
Step 1490: {'loss': 1.0161, 'grad_norm': 1.0037386417388916, 'learning_rate': 0.004310648148148148, 'epoch': 0.41388888888888886}
Step 1500: {'loss': 0.9885, 'grad_norm': 0.6396504044532776, 'learning_rate': 0.004306018518518519, 'epoch': 0.4166666666666667}
Step 1510: {'loss': 0.9501, 'grad_norm': 0.6431679129600525, 'learning_rate': 0.004301388888888889, 'epoch': 0.41944444444444445}
Step 1520: {'loss': 1.0443, 'grad_norm': 1.039528489112854, 'learning_rate': 0.004296759259259259, 'epoch': 0.4222222222222222}
Step 1530: {'loss': 0.9743, 'grad_norm': 0.4716019630432129, 'learning_rate': 0.00429212962962963, 'epoch': 0.425}
Step 1540: {'loss': 0.9083, 'grad_norm': 0.6229981184005737, 'learning_rate': 0.0042875000000000005, 'epoch': 0.42777777777777776}
Step 1550: {'loss': 0.878, 'grad_norm': 0.8940414190292358, 'learning_rate': 0.00428287037037037, 'epoch': 0.4305555555555556}
Step 1560: {'loss': 1.0431, 'grad_norm': 0.6940493583679199, 'learning_rate': 0.004278240740740741, 'epoch': 0.43333333333333335}
Step 1570: {'loss': 0.9835, 'grad_norm': 0.8622116446495056, 'learning_rate': 0.004273611111111112, 'epoch': 0.4361111111111111}
Step 1580: {'loss': 1.1051, 'grad_norm': 0.47837191820144653, 'learning_rate': 0.004268981481481481, 'epoch': 0.4388888888888889}
Step 1590: {'loss': 0.962, 'grad_norm': 0.8040961623191833, 'learning_rate': 0.004264351851851852, 'epoch': 0.44166666666666665}
Step 1600: {'loss': 1.0783, 'grad_norm': 0.8230637907981873, 'learning_rate': 0.004259722222222222, 'epoch': 0.4444444444444444}
Step 1610: {'loss': 1.0538, 'grad_norm': 0.6783211827278137, 'learning_rate': 0.004255092592592592, 'epoch': 0.44722222222222224}
Step 1620: {'loss': 0.9338, 'grad_norm': 0.551116406917572, 'learning_rate': 0.004250462962962963, 'epoch': 0.45}
Step 1630: {'loss': 1.0661, 'grad_norm': 0.9337629675865173, 'learning_rate': 0.004245833333333333, 'epoch': 0.4527777777777778}
Step 1640: {'loss': 1.0678, 'grad_norm': 1.1303783655166626, 'learning_rate': 0.004241203703703704, 'epoch': 0.45555555555555555}
Step 1650: {'loss': 0.9469, 'grad_norm': 0.7161524891853333, 'learning_rate': 0.004236574074074074, 'epoch': 0.4583333333333333}
Step 1660: {'loss': 0.9629, 'grad_norm': 0.4931817352771759, 'learning_rate': 0.004231944444444444, 'epoch': 0.46111111111111114}
Step 1670: {'loss': 1.0258, 'grad_norm': 0.7699881792068481, 'learning_rate': 0.004227314814814815, 'epoch': 0.4638888888888889}
Step 1680: {'loss': 0.9552, 'grad_norm': 0.5141074657440186, 'learning_rate': 0.004222685185185185, 'epoch': 0.4666666666666667}
Step 1690: {'loss': 1.0787, 'grad_norm': 0.7678179740905762, 'learning_rate': 0.004218055555555556, 'epoch': 0.46944444444444444}
Step 1700: {'loss': 0.9915, 'grad_norm': 0.4715314507484436, 'learning_rate': 0.004213425925925926, 'epoch': 0.4722222222222222}
Step 1710: {'loss': 0.8627, 'grad_norm': 1.0298486948013306, 'learning_rate': 0.004208796296296296, 'epoch': 0.475}
Step 1720: {'loss': 0.9097, 'grad_norm': 0.5647039413452148, 'learning_rate': 0.004204166666666667, 'epoch': 0.4777777777777778}
Step 1730: {'loss': 0.9818, 'grad_norm': 0.7117286324501038, 'learning_rate': 0.004199537037037037, 'epoch': 0.48055555555555557}
Step 1740: {'loss': 0.93, 'grad_norm': 0.41994041204452515, 'learning_rate': 0.004194907407407408, 'epoch': 0.48333333333333334}
Step 1750: {'loss': 1.0178, 'grad_norm': 0.35840851068496704, 'learning_rate': 0.004190277777777778, 'epoch': 0.4861111111111111}
Step 1760: {'loss': 1.0123, 'grad_norm': 0.6284063458442688, 'learning_rate': 0.004185648148148148, 'epoch': 0.4888888888888889}
Step 1770: {'loss': 0.9891, 'grad_norm': 0.7780128717422485, 'learning_rate': 0.004181018518518519, 'epoch': 0.49166666666666664}
Step 1780: {'loss': 1.092, 'grad_norm': 0.6726415157318115, 'learning_rate': 0.004176388888888889, 'epoch': 0.49444444444444446}
Step 1790: {'loss': 0.87, 'grad_norm': 0.569731593132019, 'learning_rate': 0.00417175925925926, 'epoch': 0.49722222222222223}
Step 1800: {'loss': 0.9226, 'grad_norm': 0.4053480923175812, 'learning_rate': 0.00416712962962963, 'epoch': 0.5}
Step 1810: {'loss': 1.0383, 'grad_norm': 0.7124475240707397, 'learning_rate': 0.0041625, 'epoch': 0.5027777777777778}
Step 1820: {'loss': 1.0032, 'grad_norm': 2.5860097408294678, 'learning_rate': 0.00415787037037037, 'epoch': 0.5055555555555555}
Step 1830: {'loss': 1.0026, 'grad_norm': 0.9244422912597656, 'learning_rate': 0.00415324074074074, 'epoch': 0.5083333333333333}
Step 1840: {'loss': 1.0836, 'grad_norm': 1.38266921043396, 'learning_rate': 0.004148611111111112, 'epoch': 0.5111111111111111}
Step 1850: {'loss': 0.9633, 'grad_norm': 0.5205812454223633, 'learning_rate': 0.004143981481481481, 'epoch': 0.5138888888888888}
Step 1860: {'loss': 1.0079, 'grad_norm': 1.0523717403411865, 'learning_rate': 0.0041393518518518515, 'epoch': 0.5166666666666667}
Step 1870: {'loss': 0.9728, 'grad_norm': 0.7993826866149902, 'learning_rate': 0.004134722222222223, 'epoch': 0.5194444444444445}
Step 1880: {'loss': 1.0699, 'grad_norm': 0.7059488892555237, 'learning_rate': 0.004130092592592592, 'epoch': 0.5222222222222223}
Step 1890: {'loss': 1.0682, 'grad_norm': 0.6054837107658386, 'learning_rate': 0.004125462962962963, 'epoch': 0.525}
Step 1900: {'loss': 1.0128, 'grad_norm': 0.37519899010658264, 'learning_rate': 0.004120833333333334, 'epoch': 0.5277777777777778}
Step 1910: {'loss': 1.0258, 'grad_norm': 0.5164667963981628, 'learning_rate': 0.0041162037037037035, 'epoch': 0.5305555555555556}
Step 1920: {'loss': 1.0249, 'grad_norm': 0.6921266317367554, 'learning_rate': 0.004111574074074074, 'epoch': 0.5333333333333333}
Step 1930: {'loss': 0.9655, 'grad_norm': 0.9139309525489807, 'learning_rate': 0.004106944444444444, 'epoch': 0.5361111111111111}
Step 1940: {'loss': 1.0083, 'grad_norm': 0.5275819301605225, 'learning_rate': 0.004102314814814815, 'epoch': 0.5388888888888889}
Step 1950: {'loss': 1.0587, 'grad_norm': 0.7848653793334961, 'learning_rate': 0.004097685185185185, 'epoch': 0.5416666666666666}
Step 1960: {'loss': 0.9427, 'grad_norm': 0.5645484328269958, 'learning_rate': 0.0040930555555555555, 'epoch': 0.5444444444444444}
Step 1970: {'loss': 1.0048, 'grad_norm': 0.7512447834014893, 'learning_rate': 0.004088425925925926, 'epoch': 0.5472222222222223}
Step 1980: {'loss': 0.9397, 'grad_norm': 0.6449562311172485, 'learning_rate': 0.004083796296296296, 'epoch': 0.55}
Step 1990: {'loss': 0.9646, 'grad_norm': 1.2024930715560913, 'learning_rate': 0.004079166666666667, 'epoch': 0.5527777777777778}
Step 2000: {'loss': 0.9479, 'grad_norm': 0.5773962736129761, 'learning_rate': 0.004074537037037037, 'epoch': 0.5555555555555556}
Step 2010: {'loss': 1.0777, 'grad_norm': 0.8503831624984741, 'learning_rate': 0.0040699074074074075, 'epoch': 0.5583333333333333}
Step 2020: {'loss': 0.9199, 'grad_norm': 0.5589181184768677, 'learning_rate': 0.004065277777777778, 'epoch': 0.5611111111111111}
