Step 1: {'loss': 15.2473, 'learning_rate': 3.5087719298245616e-07, 'epoch': 0.0}
Step 72: {'loss': 10.4924, 'learning_rate': 1.995649347969019e-05, 'epoch': 0.26}
Step 73: {'loss': 10.2137, 'learning_rate': 1.9950504197429796e-05, 'epoch': 0.26}
Step 74: {'loss': 10.0316, 'learning_rate': 1.9944129826557322e-05, 'epoch': 0.26}
Step 75: {'loss': 10.2059, 'learning_rate': 1.9937370613763544e-05, 'epoch': 0.27}
Step 76: {'loss': 9.6109, 'learning_rate': 1.993022682063278e-05, 'epoch': 0.27}
Step 77: {'loss': 10.0918, 'learning_rate': 1.992269872363277e-05, 'epoch': 0.27}
Step 78: {'loss': 10.3698, 'learning_rate': 1.991478661410396e-05, 'epoch': 0.28}
Step 79: {'loss': 9.9783, 'learning_rate': 1.9906490798248267e-05, 'epoch': 0.28}
Step 80: {'loss': 10.2461, 'learning_rate': 1.9897811597117168e-05, 'epoch': 0.28}
Step 81: {'loss': 9.7497, 'learning_rate': 1.988874934659932e-05, 'epoch': 0.29}
Step 82: {'loss': 9.4894, 'learning_rate': 1.987930439740757e-05, 'epoch': 0.29}
Step 83: {'loss': 9.7212, 'learning_rate': 1.9869477115065327e-05, 'epoch': 0.3}
Step 84: {'loss': 10.1034, 'learning_rate': 1.985926787989247e-05, 'epoch': 0.3}
Step 85: {'loss': 9.4122, 'learning_rate': 1.9848677086990605e-05, 'epoch': 0.3}
Step 86: {'loss': 9.4728, 'learning_rate': 1.9837705146227785e-05, 'epoch': 0.31}
Step 87: {'loss': 9.6274, 'learning_rate': 1.982635248222264e-05, 'epoch': 0.31}
Step 88: {'loss': 8.9713, 'learning_rate': 1.9814619534327936e-05, 'epoch': 0.31}
Step 89: {'loss': 9.3375, 'learning_rate': 1.98025067566136e-05, 'epoch': 0.32}
Step 90: {'loss': 9.0544, 'learning_rate': 1.979001461784911e-05, 'epoch': 0.32}
Step 91: {'loss': 9.0425, 'learning_rate': 1.977714360148539e-05, 'epoch': 0.32}
Step 92: {'loss': 8.7095, 'learning_rate': 1.976389420563607e-05, 'epoch': 0.33}
Step 93: {'loss': 8.8868, 'learning_rate': 1.975026694305824e-05, 'epoch': 0.33}
Step 94: {'loss': 9.1248, 'learning_rate': 1.9736262341132564e-05, 'epoch': 0.33}
Step 95: {'loss': 8.9304, 'learning_rate': 1.9721880941842914e-05, 'epoch': 0.34}
Step 96: {'loss': 8.6901, 'learning_rate': 1.970712330175536e-05, 'epoch': 0.34}
Step 97: {'loss': 9.0565, 'learning_rate': 1.9691989991996663e-05, 'epoch': 0.34}
Step 98: {'loss': 8.6893, 'learning_rate': 1.967648159823214e-05, 'epoch': 0.35}
Step 99: {'loss': 7.9544, 'learning_rate': 1.9660598720643018e-05, 'epoch': 0.35}
Step 100: {'loss': 8.2458, 'learning_rate': 1.964434197390321e-05, 'epoch': 0.36}
Step 101: {'loss': 8.6384, 'learning_rate': 1.9627711987155506e-05, 'epoch': 0.36}
Step 102: {'loss': 8.7198, 'learning_rate': 1.9610709403987248e-05, 'epoch': 0.36}
Step 103: {'loss': 8.1354, 'learning_rate': 1.959333488240541e-05, 'epoch': 0.37}
Step 104: {'loss': 7.8576, 'learning_rate': 1.9575589094811128e-05, 'epoch': 0.37}
Step 105: {'loss': 8.049, 'learning_rate': 1.955747272797371e-05, 'epoch': 0.37}
Step 106: {'loss': 8.4941, 'learning_rate': 1.9538986483004e-05, 'epoch': 0.38}
Step 107: {'loss': 8.341, 'learning_rate': 1.95201310753273e-05, 'epoch': 0.38}
Step 108: {'loss': 7.6731, 'learning_rate': 1.950090723465566e-05, 'epoch': 0.38}
Step 109: {'loss': 7.7285, 'learning_rate': 1.948131570495963e-05, 'epoch': 0.39}
Step 110: {'loss': 7.563, 'learning_rate': 1.946135724443948e-05, 'epoch': 0.39}
Step 111: {'loss': 7.8272, 'learning_rate': 1.944103262549586e-05, 'epoch': 0.39}
Step 112: {'loss': 7.6497, 'learning_rate': 1.9420342634699893e-05, 'epoch': 0.4}
Step 113: {'loss': 7.8768, 'learning_rate': 1.939928807276275e-05, 'epoch': 0.4}
Step 114: {'loss': 7.9688, 'learning_rate': 1.9377869754504645e-05, 'epoch': 0.41}
Step 115: {'loss': 7.7318, 'learning_rate': 1.935608850882333e-05, 'epoch': 0.41}
Step 116: {'loss': 7.2185, 'learning_rate': 1.933394517866198e-05, 'epoch': 0.41}
Step 117: {'loss': 7.3818, 'learning_rate': 1.9311440620976597e-05, 'epoch': 0.42}
Step 118: {'loss': 7.0822, 'learning_rate': 1.9288575706702836e-05, 'epoch': 0.42}
Step 119: {'loss': 7.4028, 'learning_rate': 1.9265351320722296e-05, 'epoch': 0.42}
Step 120: {'loss': 7.1244, 'learning_rate': 1.924176836182829e-05, 'epoch': 0.43}
Step 121: {'loss': 7.2366, 'learning_rate': 1.921782774269104e-05, 'epoch': 0.43}
Step 122: {'loss': 7.6054, 'learning_rate': 1.9193530389822364e-05, 'epoch': 0.43}
Step 123: {'loss': 7.2622, 'learning_rate': 1.916887724353984e-05, 'epoch': 0.44}
Step 124: {'loss': 7.4258, 'learning_rate': 1.914386925793038e-05, 'epoch': 0.44}
Step 125: {'loss': 7.1903, 'learning_rate': 1.9118507400813327e-05, 'epoch': 0.44}
Step 126: {'loss': 7.3545, 'learning_rate': 1.9092792653703006e-05, 'epoch': 0.45}
Step 127: {'loss': 6.9698, 'learning_rate': 1.9066726011770725e-05, 'epoch': 0.45}
Step 128: {'loss': 7.5255, 'learning_rate': 1.9040308483806266e-05, 'epoch': 0.46}
Step 129: {'loss': 6.9447, 'learning_rate': 1.9013541092178844e-05, 'epoch': 0.46}
Step 130: {'loss': 7.2021, 'learning_rate': 1.8986424872797542e-05, 'epoch': 0.46}
Step 131: {'loss': 7.5043, 'learning_rate': 1.8958960875071225e-05, 'epoch': 0.47}
Step 132: {'loss': 7.0611, 'learning_rate': 1.8931150161867917e-05, 'epoch': 0.47}
Step 133: {'loss': 7.0658, 'learning_rate': 1.890299380947368e-05, 'epoch': 0.47}
Step 134: {'loss': 6.7371, 'learning_rate': 1.887449290755095e-05, 'epoch': 0.48}
Step 135: {'loss': 6.5717, 'learning_rate': 1.8845648559096378e-05, 'epoch': 0.48}
Step 136: {'loss': 6.7603, 'learning_rate': 1.8816461880398126e-05, 'epoch': 0.48}
Step 137: {'loss': 7.2652, 'learning_rate': 1.878693400099269e-05, 'epoch': 0.49}
Step 138: {'loss': 7.1015, 'learning_rate': 1.8757066063621167e-05, 'epoch': 0.49}
Step 139: {'loss': 6.9992, 'learning_rate': 1.872685922418504e-05, 'epoch': 0.49}
Step 140: {'loss': 6.6819, 'learning_rate': 1.8696314651701438e-05, 'epoch': 0.5}
Step 141: {'loss': 7.4781, 'learning_rate': 1.8665433528257904e-05, 'epoch': 0.5}
Step 142: {'loss': 6.7977, 'learning_rate': 1.8634217048966638e-05, 'epoch': 0.5}
Step 143: {'loss': 6.9283, 'learning_rate': 1.8602666421918245e-05, 'epoch': 0.51}
Step 144: {'loss': 6.5334, 'learning_rate': 1.8570782868134997e-05, 'epoch': 0.51}
Step 145: {'loss': 6.6397, 'learning_rate': 1.853856762152356e-05, 'epoch': 0.52}
Step 146: {'loss': 6.845, 'learning_rate': 1.8506021928827246e-05, 'epoch': 0.52}
Step 147: {'loss': 6.7123, 'learning_rate': 1.8473147049577777e-05, 'epoch': 0.52}
Step 148: {'loss': 7.0749, 'learning_rate': 1.843994425604652e-05, 'epoch': 0.53}
Step 149: {'loss': 6.564, 'learning_rate': 1.840641483319527e-05, 'epoch': 0.53}
Step 150: {'loss': 6.1386, 'learning_rate': 1.8372560078626502e-05, 'epoch': 0.53}
Step 151: {'loss': 6.8613, 'learning_rate': 1.8338381302533164e-05, 'epoch': 0.54}
Step 152: {'loss': 6.2694, 'learning_rate': 1.8303879827647977e-05, 'epoch': 0.54}
Step 153: {'loss': 6.7243, 'learning_rate': 1.8269056989192232e-05, 'epoch': 0.54}
Step 154: {'loss': 6.8838, 'learning_rate': 1.823391413482412e-05, 'epoch': 0.55}
Step 155: {'loss': 6.6652, 'learning_rate': 1.8198452624586592e-05, 'epoch': 0.55}
Step 156: {'loss': 6.2278, 'learning_rate': 1.81626738308547e-05, 'epoch': 0.55}
Step 157: {'loss': 6.3786, 'learning_rate': 1.8126579138282502e-05, 'epoch': 0.56}
Step 158: {'loss': 6.5189, 'learning_rate': 1.8090169943749477e-05, 'epoch': 0.56}
Step 159: {'loss': 6.8562, 'learning_rate': 1.8053447656306448e-05, 'epoch': 0.57}
Step 160: {'loss': 6.7679, 'learning_rate': 1.8016413697121066e-05, 'epoch': 0.57}
Step 161: {'loss': 6.8912, 'learning_rate': 1.797906949942282e-05, 'epoch': 0.57}
Step 162: {'loss': 6.6792, 'learning_rate': 1.7941416508447537e-05, 'epoch': 0.58}
Step 163: {'loss': 6.8782, 'learning_rate': 1.7903456181381486e-05, 'epoch': 0.58}
Step 164: {'loss': 6.3774, 'learning_rate': 1.7865189987304964e-05, 'epoch': 0.58}
Step 165: {'loss': 7.0335, 'learning_rate': 1.7826619407135444e-05, 'epoch': 0.59}
Step 166: {'loss': 6.2107, 'learning_rate': 1.7787745933570277e-05, 'epoch': 0.59}
Step 167: {'loss': 6.6437, 'learning_rate': 1.77485710710289e-05, 'epoch': 0.59}
Step 168: {'loss': 6.2857, 'learning_rate': 1.7709096335594632e-05, 'epoch': 0.6}
Step 169: {'loss': 6.7688, 'learning_rate': 1.7669323254956006e-05, 'epoch': 0.6}
Step 170: {'loss': 5.8535, 'learning_rate': 1.7629253368347624e-05, 'epoch': 0.6}
Step 171: {'loss': 6.682, 'learning_rate': 1.7588888226490604e-05, 'epoch': 0.61}
Step 172: {'loss': 6.5182, 'learning_rate': 1.7548229391532572e-05, 'epoch': 0.61}
Step 173: {'loss': 6.4192, 'learning_rate': 1.7507278436987188e-05, 'epoch': 0.62}
Step 174: {'loss': 6.3682, 'learning_rate': 1.746603694767327e-05, 'epoch': 0.62}
Step 175: {'loss': 6.1514, 'learning_rate': 1.7424506519653438e-05, 'epoch': 0.62}
Step 176: {'loss': 6.509, 'learning_rate': 1.7382688760172377e-05, 'epoch': 0.63}
Step 177: {'loss': 6.4465, 'learning_rate': 1.7340585287594605e-05, 'epoch': 0.63}
Step 178: {'loss': 6.3226, 'learning_rate': 1.729819773134185e-05, 'epoch': 0.63}
Step 179: {'loss': 6.4805, 'learning_rate': 1.725552773183001e-05, 'epoch': 0.64}
Step 180: {'loss': 6.0208, 'learning_rate': 1.7212576940405647e-05, 'epoch': 0.64}
Step 181: {'loss': 6.4656, 'learning_rate': 1.716934701928208e-05, 'epoch': 0.64}
Step 182: {'loss': 6.3219, 'learning_rate': 1.7125839641475074e-05, 'epoch': 0.65}
Step 183: {'loss': 6.7058, 'learning_rate': 1.7082056490738065e-05, 'epoch': 0.65}
Step 184: {'loss': 6.7647, 'learning_rate': 1.7037999261497037e-05, 'epoch': 0.65}
Step 185: {'loss': 6.4235, 'learning_rate': 1.6993669658784908e-05, 'epoch': 0.66}
Step 186: {'loss': 6.2922, 'learning_rate': 1.6949069398175564e-05, 'epoch': 0.66}
Step 187: {'loss': 6.4918, 'learning_rate': 1.690420020571747e-05, 'epoch': 0.66}
Step 188: {'loss': 6.168, 'learning_rate': 1.685906381786686e-05, 'epoch': 0.67}
Step 189: {'loss': 6.3118, 'learning_rate': 1.681366198142054e-05, 'epoch': 0.67}
Step 190: {'loss': 6.4001, 'learning_rate': 1.6767996453448282e-05, 'epoch': 0.68}
Step 191: {'loss': 6.1512, 'learning_rate': 1.6722069001224842e-05, 'epoch': 0.68}
Step 192: {'loss': 6.5582, 'learning_rate': 1.667588140216154e-05, 'epoch': 0.68}
Step 193: {'loss': 6.6466, 'learning_rate': 1.662943544373748e-05, 'epoch': 0.69}
Step 194: {'loss': 6.4887, 'learning_rate': 1.65827329234304e-05, 'epoch': 0.69}
Step 195: {'loss': 6.55, 'learning_rate': 1.6535775648647074e-05, 'epoch': 0.69}
Step 196: {'loss': 6.1655, 'learning_rate': 1.648856543665338e-05, 'epoch': 0.7}
Step 197: {'loss': 5.9057, 'learning_rate': 1.644110411450398e-05, 'epoch': 0.7}
Step 198: {'loss': 5.904, 'learning_rate': 1.6393393518971587e-05, 'epoch': 0.7}
Step 199: {'loss': 6.3213, 'learning_rate': 1.634543549647591e-05, 'epoch': 0.71}
Step 200: {'loss': 6.6586, 'learning_rate': 1.6297231903012178e-05, 'epoch': 0.71}
Step 201: {'loss': 6.295, 'learning_rate': 1.6248784604079316e-05, 'epoch': 0.71}
Step 202: {'loss': 6.5801, 'learning_rate': 1.6200095474607753e-05, 'epoch': 0.72}
Step 203: {'loss': 6.3485, 'learning_rate': 1.6151166398886862e-05, 'epoch': 0.72}
Step 204: {'loss': 6.2466, 'learning_rate': 1.6101999270492033e-05, 'epoch': 0.73}
Step 205: {'loss': 6.4771, 'learning_rate': 1.6052595992211388e-05, 'epoch': 0.73}
Step 206: {'loss': 6.4406, 'learning_rate': 1.6002958475972158e-05, 'epoch': 0.73}
Step 207: {'loss': 6.1655, 'learning_rate': 1.595308864276666e-05, 'epoch': 0.74}
Step 208: {'loss': 6.2438, 'learning_rate': 1.5902988422578e-05, 'epoch': 0.74}
Step 209: {'loss': 6.1566, 'learning_rate': 1.585265975430533e-05, 'epoch': 0.74}
Step 210: {'loss': 6.475, 'learning_rate': 1.5802104585688853e-05, 'epoch': 0.75}
Step 211: {'loss': 6.391, 'learning_rate': 1.5751324873234422e-05, 'epoch': 0.75}
Step 212: {'loss': 6.0284, 'learning_rate': 1.570032258213783e-05, 'epoch': 0.75}
Step 213: {'loss': 6.2769, 'learning_rate': 1.5649099686208756e-05, 'epoch': 0.76}
Step 214: {'loss': 6.3914, 'learning_rate': 1.5597658167794374e-05, 'epoch': 0.76}
Step 215: {'loss': 6.1381, 'learning_rate': 1.5546000017702646e-05, 'epoch': 0.76}
Step 216: {'loss': 6.1651, 'learning_rate': 1.549412723512526e-05, 'epoch': 0.77}
Step 217: {'loss': 5.8551, 'learning_rate': 1.5442041827560274e-05, 'epoch': 0.77}
Step 218: {'loss': 5.9537, 'learning_rate': 1.538974581073442e-05, 'epoch': 0.78}
Step 219: {'loss': 6.0708, 'learning_rate': 1.5337241208525097e-05, 'epoch': 0.78}
Step 220: {'loss': 6.3172, 'learning_rate': 1.5284530052882043e-05, 'epoch': 0.78}
Step 221: {'loss': 6.4358, 'learning_rate': 1.5231614383748699e-05, 'epoch': 0.79}
Step 222: {'loss': 6.0693, 'learning_rate': 1.5178496248983254e-05, 'epoch': 0.79}
Step 223: {'loss': 6.5165, 'learning_rate': 1.512517770427942e-05, 'epoch': 0.79}
Step 224: {'loss': 6.245, 'learning_rate': 1.5071660813086837e-05, 'epoch': 0.8}
Step 225: {'loss': 5.7738, 'learning_rate': 1.501794764653124e-05, 'epoch': 0.8}
Step 226: {'loss': 6.3477, 'learning_rate': 1.4964040283334315e-05, 'epoch': 0.8}
Step 227: {'loss': 6.1324, 'learning_rate': 1.4909940809733223e-05, 'epoch': 0.81}
Step 228: {'loss': 6.1717, 'learning_rate': 1.4855651319399882e-05, 'epoch': 0.81}
Step 229: {'loss': 5.8476, 'learning_rate': 1.480117391335993e-05, 'epoch': 0.81}
Step 230: {'loss': 5.9082, 'learning_rate': 1.4746510699911431e-05, 'epoch': 0.82}
Step 231: {'loss': 6.0827, 'learning_rate': 1.4691663794543272e-05, 'epoch': 0.82}
Step 232: {'loss': 5.9636, 'learning_rate': 1.4636635319853274e-05, 'epoch': 0.82}
Step 233: {'loss': 6.3223, 'learning_rate': 1.4581427405466091e-05, 'epoch': 0.83}
Step 234: {'loss': 5.9554, 'learning_rate': 1.4526042187950752e-05, 'epoch': 0.83}
Step 235: {'loss': 6.8669, 'learning_rate': 1.4470481810737993e-05, 'epoch': 0.84}
Step 236: {'loss': 5.7462, 'learning_rate': 1.4414748424037303e-05, 'epoch': 0.84}
Step 237: {'loss': 6.1876, 'learning_rate': 1.4358844184753713e-05, 'epoch': 0.84}
Step 238: {'loss': 6.1572, 'learning_rate': 1.4302771256404314e-05, 'epoch': 0.85}
Step 239: {'loss': 5.9221, 'learning_rate': 1.4246531809034529e-05, 'epoch': 0.85}
Step 240: {'loss': 6.421, 'learning_rate': 1.4190128019134156e-05, 'epoch': 0.85}
Step 241: {'loss': 6.0041, 'learning_rate': 1.4133562069553091e-05, 'epoch': 0.86}
Step 242: {'loss': 6.4074, 'learning_rate': 1.4076836149416889e-05, 'epoch': 0.86}
Step 243: {'loss': 6.1941, 'learning_rate': 1.4019952454042037e-05, 'epoch': 0.86}
Step 244: {'loss': 5.7714, 'learning_rate': 1.3962913184850979e-05, 'epoch': 0.87}
Step 245: {'loss': 5.9097, 'learning_rate': 1.3905720549286932e-05, 'epoch': 0.87}
Step 246: {'loss': 5.9534, 'learning_rate': 1.3848376760728454e-05, 'epoch': 0.87}
Step 247: {'loss': 6.0053, 'learning_rate': 1.3790884038403796e-05, 'epoch': 0.88}
Step 248: {'loss': 6.066, 'learning_rate': 1.373324460730499e-05, 'epoch': 0.88}
Step 249: {'loss': 6.0661, 'learning_rate': 1.3675460698101772e-05, 'epoch': 0.89}
Step 250: {'loss': 6.071, 'learning_rate': 1.3617534547055236e-05, 'epoch': 0.89}
Step 251: {'loss': 5.7852, 'learning_rate': 1.3559468395931291e-05, 'epoch': 0.89}
Step 252: {'loss': 6.0777, 'learning_rate': 1.3501264491913909e-05, 'epoch': 0.9}
Step 253: {'loss': 5.7541, 'learning_rate': 1.3442925087518154e-05, 'epoch': 0.9}
Step 254: {'loss': 6.0002, 'learning_rate': 1.338445244050302e-05, 'epoch': 0.9}
Step 255: {'loss': 6.1234, 'learning_rate': 1.3325848813784031e-05, 'epoch': 0.91}
Step 256: {'loss': 6.4632, 'learning_rate': 1.3267116475345682e-05, 'epoch': 0.91}
Step 257: {'loss': 5.8773, 'learning_rate': 1.3208257698153677e-05, 'epoch': 0.91}
Step 258: {'loss': 6.2048, 'learning_rate': 1.3149274760066941e-05, 'epoch': 0.92}
Step 259: {'loss': 5.9859, 'learning_rate': 1.3090169943749475e-05, 'epoch': 0.92}
Step 260: {'loss': 5.7979, 'learning_rate': 1.3030945536582025e-05, 'epoch': 0.92}
Step 261: {'loss': 5.7425, 'learning_rate': 1.2971603830573552e-05, 'epoch': 0.93}
Step 262: {'loss': 5.8987, 'learning_rate': 1.2912147122272523e-05, 'epoch': 0.93}
Step 263: {'loss': 6.1509, 'learning_rate': 1.2852577712678045e-05, 'epoch': 0.94}
Step 264: {'loss': 6.2967, 'learning_rate': 1.2792897907150817e-05, 'epoch': 0.94}
Step 265: {'loss': 5.9546, 'learning_rate': 1.2733110015323897e-05, 'epoch': 0.94}
Step 266: {'loss': 6.168, 'learning_rate': 1.2673216351013331e-05, 'epoch': 0.95}
Step 267: {'loss': 5.619, 'learning_rate': 1.2613219232128608e-05, 'epoch': 0.95}
Step 268: {'loss': 6.0822, 'learning_rate': 1.2553120980582946e-05, 'epoch': 0.95}
Step 269: {'loss': 6.1844, 'learning_rate': 1.2492923922203442e-05, 'epoch': 0.96}
Step 270: {'loss': 5.6519, 'learning_rate': 1.243263038664105e-05, 'epoch': 0.96}
Step 271: {'loss': 6.3077, 'learning_rate': 1.2372242707280446e-05, 'epoch': 0.96}
Step 272: {'loss': 6.1268, 'learning_rate': 1.23117632211497e-05, 'epoch': 0.97}
Step 273: {'loss': 5.94, 'learning_rate': 1.2251194268829839e-05, 'epoch': 0.97}
Step 274: {'loss': 5.7695, 'learning_rate': 1.219053819436427e-05, 'epoch': 0.97}
Step 275: {'loss': 5.8043, 'learning_rate': 1.2129797345168073e-05, 'epoch': 0.98}
Step 276: {'loss': 5.9309, 'learning_rate': 1.2068974071937136e-05, 'epoch': 0.98}
Step 277: {'loss': 5.6838, 'learning_rate': 1.2008070728557186e-05, 'epoch': 0.98}
Step 278: {'loss': 6.1303, 'learning_rate': 1.194708967201271e-05, 'epoch': 0.99}
Step 279: {'loss': 5.5484, 'learning_rate': 1.188603326229572e-05, 'epoch': 0.99}
Step 280: {'loss': 6.054, 'learning_rate': 1.1824903862314427e-05, 'epoch': 1.0}
Step 281: {'loss': 6.1986, 'learning_rate': 1.1763703837801795e-05, 'epoch': 1.0}
Step 282: {'loss': 6.2502, 'learning_rate': 1.1702435557223988e-05, 'epoch': 1.0}
Step 283: {'loss': 5.9777, 'learning_rate': 1.1641101391688708e-05, 'epoch': 1.01}
Step 284: {'loss': 6.1243, 'learning_rate': 1.1579703714853425e-05, 'epoch': 1.01}
Step 285: {'loss': 5.937, 'learning_rate': 1.1518244902833538e-05, 'epoch': 1.01}
Step 286: {'loss': 5.6051, 'learning_rate': 1.145672733411039e-05, 'epoch': 1.02}
Step 287: {'loss': 5.7924, 'learning_rate': 1.1395153389439232e-05, 'epoch': 1.02}
