Step 10: {'loss': 1.4833, 'learning_rate': 0.0009981481481481482, 'epoch': 0.01}
Step 380: {'loss': 0.677, 'learning_rate': 0.0009296296296296296, 'epoch': 0.21}
Step 390: {'loss': 0.7128, 'learning_rate': 0.0009277777777777778, 'epoch': 0.22}
Step 400: {'loss': 0.6906, 'learning_rate': 0.000925925925925926, 'epoch': 0.22}
Step 410: {'loss': 0.6817, 'learning_rate': 0.0009240740740740741, 'epoch': 0.23}
Step 420: {'loss': 0.6781, 'learning_rate': 0.0009222222222222223, 'epoch': 0.23}
Step 430: {'loss': 0.658, 'learning_rate': 0.0009203703703703704, 'epoch': 0.24}
Step 440: {'loss': 0.6623, 'learning_rate': 0.0009185185185185185, 'epoch': 0.24}
Step 450: {'loss': 0.6737, 'learning_rate': 0.0009166666666666666, 'epoch': 0.25}
Step 460: {'loss': 0.643, 'learning_rate': 0.0009148148148148149, 'epoch': 0.26}
Step 470: {'loss': 0.6906, 'learning_rate': 0.000912962962962963, 'epoch': 0.26}
Step 480: {'loss': 0.7275, 'learning_rate': 0.0009111111111111111, 'epoch': 0.27}
Step 490: {'loss': 0.6765, 'learning_rate': 0.0009092592592592592, 'epoch': 0.27}
Step 500: {'loss': 0.7135, 'learning_rate': 0.0009074074074074074, 'epoch': 0.28}
Step 510: {'loss': 0.6543, 'learning_rate': 0.0009055555555555556, 'epoch': 0.28}
Step 520: {'loss': 0.6721, 'learning_rate': 0.0009037037037037037, 'epoch': 0.29}
Step 530: {'loss': 0.6973, 'learning_rate': 0.0009018518518518519, 'epoch': 0.29}
Step 540: {'loss': 0.6695, 'learning_rate': 0.0009000000000000001, 'epoch': 0.3}
Step 550: {'loss': 0.699, 'learning_rate': 0.0008981481481481481, 'epoch': 0.31}
Step 560: {'loss': 0.6813, 'learning_rate': 0.0008962962962962963, 'epoch': 0.31}
Step 570: {'loss': 0.6585, 'learning_rate': 0.0008944444444444445, 'epoch': 0.32}
Step 580: {'loss': 0.6557, 'learning_rate': 0.0008925925925925926, 'epoch': 0.32}
Step 590: {'loss': 0.6859, 'learning_rate': 0.0008907407407407408, 'epoch': 0.33}
Step 600: {'loss': 0.6471, 'learning_rate': 0.0008888888888888888, 'epoch': 0.33}
Step 610: {'loss': 0.7109, 'learning_rate': 0.0008870370370370371, 'epoch': 0.34}
Step 620: {'loss': 0.6855, 'learning_rate': 0.0008851851851851853, 'epoch': 0.34}
Step 630: {'loss': 0.6797, 'learning_rate': 0.0008833333333333333, 'epoch': 0.35}
Step 640: {'loss': 0.6894, 'learning_rate': 0.0008814814814814816, 'epoch': 0.36}
Step 650: {'loss': 0.6995, 'learning_rate': 0.0008796296296296296, 'epoch': 0.36}
Step 660: {'loss': 0.6386, 'learning_rate': 0.0008777777777777778, 'epoch': 0.37}
Step 670: {'loss': 0.7201, 'learning_rate': 0.0008759259259259259, 'epoch': 0.37}
Step 680: {'loss': 0.6752, 'learning_rate': 0.0008740740740740741, 'epoch': 0.38}
Step 690: {'loss': 0.6229, 'learning_rate': 0.0008722222222222223, 'epoch': 0.38}
Step 700: {'loss': 0.6425, 'learning_rate': 0.0008703703703703704, 'epoch': 0.39}
Step 710: {'loss': 0.6966, 'learning_rate': 0.0008685185185185185, 'epoch': 0.39}
Step 720: {'loss': 0.7057, 'learning_rate': 0.0008666666666666667, 'epoch': 0.4}
Step 730: {'loss': 0.6804, 'learning_rate': 0.0008648148148148148, 'epoch': 0.41}
Step 740: {'loss': 0.733, 'learning_rate': 0.0008629629629629629, 'epoch': 0.41}
