Step 1: {'loss': 1.7278, 'learning_rate': 2.3809523809523808e-06, 'epoch': 0.0}
Step 49: {'loss': 1.5124, 'learning_rate': 0.00011666666666666668, 'epoch': 0.18}
Step 50: {'loss': 1.2709, 'learning_rate': 0.00011904761904761905, 'epoch': 0.18}
Step 51: {'loss': 1.2812, 'learning_rate': 0.00012142857142857143, 'epoch': 0.18}
Step 52: {'loss': 1.4339, 'learning_rate': 0.0001238095238095238, 'epoch': 0.19}
Step 53: {'loss': 1.1978, 'learning_rate': 0.0001261904761904762, 'epoch': 0.19}
Step 54: {'loss': 1.1611, 'learning_rate': 0.00012857142857142858, 'epoch': 0.19}
Step 55: {'loss': 1.357, 'learning_rate': 0.00013095238095238096, 'epoch': 0.2}
Step 56: {'loss': 1.2793, 'learning_rate': 0.00013333333333333334, 'epoch': 0.2}
Step 57: {'loss': 1.2676, 'learning_rate': 0.00013571428571428572, 'epoch': 0.2}
Step 58: {'loss': 1.2581, 'learning_rate': 0.0001380952380952381, 'epoch': 0.21}
Step 59: {'loss': 1.2878, 'learning_rate': 0.00014047619047619049, 'epoch': 0.21}
Step 60: {'loss': 1.2358, 'learning_rate': 0.00014285714285714287, 'epoch': 0.22}
Step 61: {'loss': 1.254, 'learning_rate': 0.00014523809523809525, 'epoch': 0.22}
Step 62: {'loss': 1.1911, 'learning_rate': 0.00014761904761904763, 'epoch': 0.22}
Step 63: {'loss': 1.1154, 'learning_rate': 0.00015000000000000001, 'epoch': 0.23}
Step 64: {'loss': 1.2586, 'learning_rate': 0.00015238095238095237, 'epoch': 0.23}
Step 65: {'loss': 1.1403, 'learning_rate': 0.00015476190476190478, 'epoch': 0.23}
Step 66: {'loss': 1.144, 'learning_rate': 0.00015714285714285716, 'epoch': 0.24}
Step 67: {'loss': 1.0872, 'learning_rate': 0.00015952380952380954, 'epoch': 0.24}
Step 68: {'loss': 1.1154, 'learning_rate': 0.00016190476190476192, 'epoch': 0.24}
Step 69: {'loss': 1.1322, 'learning_rate': 0.00016428571428571428, 'epoch': 0.25}
Step 70: {'loss': 1.0801, 'learning_rate': 0.0001666666666666667, 'epoch': 0.25}
Step 71: {'loss': 1.0813, 'learning_rate': 0.00016904761904761904, 'epoch': 0.25}
Step 72: {'loss': 1.0729, 'learning_rate': 0.00017142857142857143, 'epoch': 0.26}
Step 73: {'loss': 1.0579, 'learning_rate': 0.00017380952380952383, 'epoch': 0.26}
Step 74: {'loss': 0.9906, 'learning_rate': 0.0001761904761904762, 'epoch': 0.27}
Step 75: {'loss': 1.0469, 'learning_rate': 0.0001785714285714286, 'epoch': 0.27}
Step 76: {'loss': 0.9859, 'learning_rate': 0.00018095238095238095, 'epoch': 0.27}
Step 77: {'loss': 0.9541, 'learning_rate': 0.00018333333333333334, 'epoch': 0.28}
Step 78: {'loss': 1.0503, 'learning_rate': 0.00018571428571428572, 'epoch': 0.28}
Step 79: {'loss': 1.0421, 'learning_rate': 0.0001880952380952381, 'epoch': 0.28}
Step 80: {'loss': 0.9481, 'learning_rate': 0.00019047619047619048, 'epoch': 0.29}
Step 81: {'loss': 0.984, 'learning_rate': 0.00019285714285714286, 'epoch': 0.29}
Step 82: {'loss': 1.0054, 'learning_rate': 0.00019523809523809525, 'epoch': 0.29}
Step 83: {'loss': 0.9253, 'learning_rate': 0.00019761904761904763, 'epoch': 0.3}
Step 84: {'loss': 0.9054, 'learning_rate': 0.0002, 'epoch': 0.3}
Step 85: {'loss': 0.9258, 'learning_rate': 0.00019999912967959196, 'epoch': 0.3}
Step 86: {'loss': 0.8804, 'learning_rate': 0.000199996518733517, 'epoch': 0.31}
Step 87: {'loss': 0.9267, 'learning_rate': 0.00019999216720722226, 'epoch': 0.31}
Step 88: {'loss': 0.8404, 'learning_rate': 0.00019998607517645228, 'epoch': 0.32}
Step 89: {'loss': 0.8372, 'learning_rate': 0.0001999782427472473, 'epoch': 0.32}
Step 90: {'loss': 0.8684, 'learning_rate': 0.0001999686700559419, 'epoch': 0.32}
Step 91: {'loss': 0.845, 'learning_rate': 0.00019995735726916224, 'epoch': 0.33}
Step 92: {'loss': 0.9473, 'learning_rate': 0.00019994430458382322, 'epoch': 0.33}
Step 93: {'loss': 0.87, 'learning_rate': 0.00019992951222712527, 'epoch': 0.33}
Step 94: {'loss': 0.9596, 'learning_rate': 0.0001999129804565502, 'epoch': 0.34}
Step 95: {'loss': 0.8197, 'learning_rate': 0.00019989470955985672, 'epoch': 0.34}
Step 96: {'loss': 0.7546, 'learning_rate': 0.00019987469985507553, 'epoch': 0.34}
Step 97: {'loss': 0.7334, 'learning_rate': 0.00019985295169050373, 'epoch': 0.35}
Step 98: {'loss': 0.812, 'learning_rate': 0.00019982946544469873, 'epoch': 0.35}
Step 99: {'loss': 0.8194, 'learning_rate': 0.00019980424152647171, 'epoch': 0.35}
Step 100: {'loss': 0.7178, 'learning_rate': 0.00019977728037488053, 'epoch': 0.36}
Step 101: {'loss': 0.7731, 'learning_rate': 0.0001997485824592219, 'epoch': 0.36}
Step 102: {'loss': 0.7607, 'learning_rate': 0.0001997181482790236, 'epoch': 0.37}
Step 103: {'loss': 0.7778, 'learning_rate': 0.00019968597836403528, 'epoch': 0.37}
Step 104: {'loss': 0.7796, 'learning_rate': 0.00019965207327421962, 'epoch': 0.37}
Step 105: {'loss': 0.829, 'learning_rate': 0.0001996164335997425, 'epoch': 0.38}
Step 106: {'loss': 0.6995, 'learning_rate': 0.00019957905996096257, 'epoch': 0.38}
Step 107: {'loss': 0.802, 'learning_rate': 0.00019953995300842073, 'epoch': 0.38}
Step 108: {'loss': 0.7658, 'learning_rate': 0.00019949911342282848, 'epoch': 0.39}
Step 109: {'loss': 0.7737, 'learning_rate': 0.00019945654191505638, 'epoch': 0.39}
Step 110: {'loss': 0.8119, 'learning_rate': 0.0001994122392261214, 'epoch': 0.39}
Step 111: {'loss': 0.702, 'learning_rate': 0.0001993662061271743, 'epoch': 0.4}
Step 112: {'loss': 0.6699, 'learning_rate': 0.00019931844341948595, 'epoch': 0.4}
Step 113: {'loss': 0.7024, 'learning_rate': 0.00019926895193443352, 'epoch': 0.41}
Step 114: {'loss': 0.6973, 'learning_rate': 0.00019921773253348603, 'epoch': 0.41}
Step 115: {'loss': 0.7192, 'learning_rate': 0.00019916478610818928, 'epoch': 0.41}
Step 116: {'loss': 0.7412, 'learning_rate': 0.0001991101135801503, 'epoch': 0.42}
Step 117: {'loss': 0.6597, 'learning_rate': 0.00019905371590102155, 'epoch': 0.42}
Step 118: {'loss': 0.7474, 'learning_rate': 0.00019899559405248392, 'epoch': 0.42}
Step 119: {'loss': 0.6926, 'learning_rate': 0.00019893574904623012, 'epoch': 0.43}
Step 120: {'loss': 0.6762, 'learning_rate': 0.0001988741819239467, 'epoch': 0.43}
Step 121: {'loss': 0.697, 'learning_rate': 0.00019881089375729615, 'epoch': 0.43}
Step 122: {'loss': 0.7009, 'learning_rate': 0.0001987458856478981, 'epoch': 0.44}
Step 123: {'loss': 0.6368, 'learning_rate': 0.0001986791587273103, 'epoch': 0.44}
Step 124: {'loss': 0.7132, 'learning_rate': 0.00019861071415700867, 'epoch': 0.44}
Step 125: {'loss': 0.657, 'learning_rate': 0.00019854055312836742, 'epoch': 0.45}
Step 126: {'loss': 0.6558, 'learning_rate': 0.00019846867686263803, 'epoch': 0.45}
Step 127: {'loss': 0.6441, 'learning_rate': 0.0001983950866109281, 'epoch': 0.46}
Step 128: {'loss': 0.6171, 'learning_rate': 0.00019831978365417955, 'epoch': 0.46}
Step 129: {'loss': 0.5882, 'learning_rate': 0.0001982427693031465, 'epoch': 0.46}
Step 130: {'loss': 0.5721, 'learning_rate': 0.00019816404489837207, 'epoch': 0.47}
Step 131: {'loss': 0.6725, 'learning_rate': 0.00019808361181016543, 'epoch': 0.47}
Step 132: {'loss': 0.6663, 'learning_rate': 0.00019800147143857771, 'epoch': 0.47}
Step 133: {'loss': 0.6104, 'learning_rate': 0.00019791762521337777, 'epoch': 0.48}
Step 134: {'loss': 0.6023, 'learning_rate': 0.00019783207459402727, 'epoch': 0.48}
Step 135: {'loss': 0.6317, 'learning_rate': 0.00019774482106965513, 'epoch': 0.48}
Step 136: {'loss': 0.6727, 'learning_rate': 0.00019765586615903182, 'epoch': 0.49}
Step 137: {'loss': 0.6242, 'learning_rate': 0.00019756521141054288, 'epoch': 0.49}
Step 138: {'loss': 0.5897, 'learning_rate': 0.00019747285840216182, 'epoch': 0.49}
Step 139: {'loss': 0.577, 'learning_rate': 0.0001973788087414228, 'epoch': 0.5}
Step 140: {'loss': 0.6652, 'learning_rate': 0.0001972830640653926, 'epoch': 0.5}
Step 141: {'loss': 0.6275, 'learning_rate': 0.00019718562604064213, 'epoch': 0.51}
Step 142: {'loss': 0.6369, 'learning_rate': 0.00019708649636321744, 'epoch': 0.51}
Step 143: {'loss': 0.584, 'learning_rate': 0.00019698567675861014, 'epoch': 0.51}
Step 144: {'loss': 0.6109, 'learning_rate': 0.00019688316898172742, 'epoch': 0.52}
Step 145: {'loss': 0.6574, 'learning_rate': 0.00019677897481686153, 'epoch': 0.52}
Step 146: {'loss': 0.584, 'learning_rate': 0.00019667309607765857, 'epoch': 0.52}
Step 147: {'loss': 0.5976, 'learning_rate': 0.00019656553460708706, 'epoch': 0.53}
Step 148: {'loss': 0.5549, 'learning_rate': 0.00019645629227740594, 'epoch': 0.53}
Step 149: {'loss': 0.6116, 'learning_rate': 0.00019634537099013177, 'epoch': 0.53}
Step 150: {'loss': 0.5492, 'learning_rate': 0.00019623277267600574, 'epoch': 0.54}
Step 151: {'loss': 0.5811, 'learning_rate': 0.00019611849929496, 'epoch': 0.54}
Step 152: {'loss': 0.5849, 'learning_rate': 0.00019600255283608377, 'epoch': 0.54}
Step 153: {'loss': 0.5553, 'learning_rate': 0.0001958849353175884, 'epoch': 0.55}
Step 154: {'loss': 0.552, 'learning_rate': 0.00019576564878677241, 'epoch': 0.55}
Step 155: {'loss': 0.5242, 'learning_rate': 0.00019564469531998583, 'epoch': 0.56}
Step 156: {'loss': 0.6346, 'learning_rate': 0.00019552207702259412, 'epoch': 0.56}
Step 157: {'loss': 0.5696, 'learning_rate': 0.00019539779602894134, 'epoch': 0.56}
Step 158: {'loss': 0.5532, 'learning_rate': 0.00019527185450231326, 'epoch': 0.57}
Step 159: {'loss': 0.5625, 'learning_rate': 0.00019514425463489947, 'epoch': 0.57}
Step 160: {'loss': 0.5346, 'learning_rate': 0.00019501499864775534, 'epoch': 0.57}
Step 161: {'loss': 0.5967, 'learning_rate': 0.00019488408879076333, 'epoch': 0.58}
Step 162: {'loss': 0.5661, 'learning_rate': 0.0001947515273425939, 'epoch': 0.58}
Step 163: {'loss': 0.6431, 'learning_rate': 0.00019461731661066565, 'epoch': 0.58}
Step 164: {'loss': 0.5442, 'learning_rate': 0.0001944814589311054, 'epoch': 0.59}
Step 165: {'loss': 0.5055, 'learning_rate': 0.00019434395666870734, 'epoch': 0.59}
Step 166: {'loss': 0.5677, 'learning_rate': 0.000194204812216892, 'epoch': 0.59}
Step 167: {'loss': 0.504, 'learning_rate': 0.00019406402799766452, 'epoch': 0.6}
Step 168: {'loss': 0.534, 'learning_rate': 0.00019392160646157242, 'epoch': 0.6}
Step 169: {'loss': 0.495, 'learning_rate': 0.00019377755008766315, 'epoch': 0.61}
Step 170: {'loss': 0.5684, 'learning_rate': 0.00019363186138344075, 'epoch': 0.61}
Step 171: {'loss': 0.517, 'learning_rate': 0.0001934845428848222, 'epoch': 0.61}
Step 172: {'loss': 0.4878, 'learning_rate': 0.0001933355971560935, 'epoch': 0.62}
Step 173: {'loss': 0.5627, 'learning_rate': 0.00019318502678986477, 'epoch': 0.62}
Step 174: {'loss': 0.606, 'learning_rate': 0.0001930328344070252, 'epoch': 0.62}
Step 175: {'loss': 0.5791, 'learning_rate': 0.00019287902265669764, 'epoch': 0.63}
Step 176: {'loss': 0.4998, 'learning_rate': 0.0001927235942161921, 'epoch': 0.63}
Step 177: {'loss': 0.5293, 'learning_rate': 0.00019256655179095952, 'epoch': 0.63}
Step 178: {'loss': 0.4912, 'learning_rate': 0.00019240789811454442, 'epoch': 0.64}
Step 179: {'loss': 0.513, 'learning_rate': 0.00019224763594853745, 'epoch': 0.64}
Step 180: {'loss': 0.5556, 'learning_rate': 0.00019208576808252726, 'epoch': 0.65}
Step 181: {'loss': 0.5521, 'learning_rate': 0.00019192229733405202, 'epoch': 0.65}
Step 182: {'loss': 0.4683, 'learning_rate': 0.00019175722654855032, 'epoch': 0.65}
Step 183: {'loss': 0.4727, 'learning_rate': 0.00019159055859931164, 'epoch': 0.66}
Step 184: {'loss': 0.5776, 'learning_rate': 0.00019142229638742622, 'epoch': 0.66}
Step 185: {'loss': 0.5175, 'learning_rate': 0.00019125244284173495, 'epoch': 0.66}
Step 186: {'loss': 0.4316, 'learning_rate': 0.00019108100091877787, 'epoch': 0.67}
Step 187: {'loss': 0.5062, 'learning_rate': 0.00019090797360274308, 'epoch': 0.67}
Step 188: {'loss': 0.5274, 'learning_rate': 0.00019073336390541473, 'epoch': 0.67}
Step 189: {'loss': 0.543, 'learning_rate': 0.0001905571748661204, 'epoch': 0.68}
Step 190: {'loss': 0.4731, 'learning_rate': 0.00019037940955167845, 'epoch': 0.68}
Step 191: {'loss': 0.4727, 'learning_rate': 0.00019020007105634453, 'epoch': 0.68}
Step 192: {'loss': 0.5429, 'learning_rate': 0.00019001916250175764, 'epoch': 0.69}
Step 193: {'loss': 0.4796, 'learning_rate': 0.00018983668703688596, 'epoch': 0.69}
Step 194: {'loss': 0.4772, 'learning_rate': 0.0001896526478379719, 'epoch': 0.7}
Step 195: {'loss': 0.474, 'learning_rate': 0.00018946704810847689, 'epoch': 0.7}
Step 196: {'loss': 0.4693, 'learning_rate': 0.00018927989107902552, 'epoch': 0.7}
Step 197: {'loss': 0.5252, 'learning_rate': 0.0001890911800073495, 'epoch': 0.71}
Step 198: {'loss': 0.5198, 'learning_rate': 0.00018890091817823072, 'epoch': 0.71}
Step 199: {'loss': 0.4766, 'learning_rate': 0.00018870910890344427, 'epoch': 0.71}
Step 200: {'loss': 0.5005, 'learning_rate': 0.00018851575552170064, 'epoch': 0.72}
Step 201: {'loss': 0.505, 'learning_rate': 0.00018832086139858775, 'epoch': 0.72}
Step 202: {'loss': 0.4731, 'learning_rate': 0.00018812442992651221, 'epoch': 0.72}
Step 203: {'loss': 0.511, 'learning_rate': 0.00018792646452464048, 'epoch': 0.73}
Step 204: {'loss': 0.4945, 'learning_rate': 0.00018772696863883904, 'epoch': 0.73}
Step 205: {'loss': 0.4864, 'learning_rate': 0.0001875259457416148, 'epoch': 0.73}
Step 206: {'loss': 0.504, 'learning_rate': 0.0001873233993320543, 'epoch': 0.74}
Step 207: {'loss': 0.474, 'learning_rate': 0.00018711933293576302, 'epoch': 0.74}
Step 208: {'loss': 0.4766, 'learning_rate': 0.00018691375010480396, 'epoch': 0.75}
Step 209: {'loss': 0.4892, 'learning_rate': 0.0001867066544176358, 'epoch': 0.75}
Step 210: {'loss': 0.4628, 'learning_rate': 0.00018649804947905055, 'epoch': 0.75}
Step 211: {'loss': 0.5235, 'learning_rate': 0.000186287938920111, 'epoch': 0.76}
Step 212: {'loss': 0.4694, 'learning_rate': 0.00018607632639808724, 'epoch': 0.76}
Step 213: {'loss': 0.4846, 'learning_rate': 0.00018586321559639317, 'epoch': 0.76}
Step 214: {'loss': 0.4651, 'learning_rate': 0.00018564861022452242, 'epoch': 0.77}
Step 215: {'loss': 0.5008, 'learning_rate': 0.00018543251401798374, 'epoch': 0.77}
Step 216: {'loss': 0.4842, 'learning_rate': 0.0001852149307382358, 'epoch': 0.77}
Step 217: {'loss': 0.4867, 'learning_rate': 0.00018499586417262208, 'epoch': 0.78}
Step 218: {'loss': 0.5046, 'learning_rate': 0.0001847753181343046, 'epoch': 0.78}
Step 219: {'loss': 0.4845, 'learning_rate': 0.00018455329646219765, 'epoch': 0.78}
Step 220: {'loss': 0.523, 'learning_rate': 0.00018432980302090116, 'epoch': 0.79}
Step 221: {'loss': 0.5309, 'learning_rate': 0.00018410484170063317, 'epoch': 0.79}
Step 222: {'loss': 0.5126, 'learning_rate': 0.00018387841641716223, 'epoch': 0.8}
Step 223: {'loss': 0.4918, 'learning_rate': 0.00018365053111173924, 'epoch': 0.8}
Step 224: {'loss': 0.4849, 'learning_rate': 0.00018342118975102887, 'epoch': 0.8}
Step 225: {'loss': 0.4773, 'learning_rate': 0.0001831903963270404, 'epoch': 0.81}
Step 226: {'loss': 0.4488, 'learning_rate': 0.0001829581548570584, 'epoch': 0.81}
Step 227: {'loss': 0.4445, 'learning_rate': 0.0001827244693835727, 'epoch': 0.81}
Step 228: {'loss': 0.5057, 'learning_rate': 0.000182489343974208, 'epoch': 0.82}
Step 229: {'loss': 0.4475, 'learning_rate': 0.0001822527827216532, 'epoch': 0.82}
Step 230: {'loss': 0.4416, 'learning_rate': 0.00018201478974358995, 'epoch': 0.82}
Step 231: {'loss': 0.4523, 'learning_rate': 0.0001817753691826212, 'epoch': 0.83}
Step 232: {'loss': 0.4372, 'learning_rate': 0.00018153452520619897, 'epoch': 0.83}
Step 233: {'loss': 0.456, 'learning_rate': 0.00018129226200655176, 'epoch': 0.84}
Step 234: {'loss': 0.4685, 'learning_rate': 0.00018104858380061178, 'epoch': 0.84}
Step 235: {'loss': 0.4413, 'learning_rate': 0.0001808034948299413, 'epoch': 0.84}
Step 236: {'loss': 0.4588, 'learning_rate': 0.00018055699936065896, 'epoch': 0.85}
Step 237: {'loss': 0.4818, 'learning_rate': 0.00018030910168336556, 'epoch': 0.85}
Step 238: {'loss': 0.4422, 'learning_rate': 0.00018005980611306925, 'epoch': 0.85}
Step 239: {'loss': 0.4619, 'learning_rate': 0.00017980911698911041, 'epoch': 0.86}
Step 240: {'loss': 0.4429, 'learning_rate': 0.00017955703867508633, 'epoch': 0.86}
Step 241: {'loss': 0.4688, 'learning_rate': 0.000179303575558775, 'epoch': 0.86}
Step 242: {'loss': 0.4587, 'learning_rate': 0.00017904873205205885, 'epoch': 0.87}
Step 243: {'loss': 0.4819, 'learning_rate': 0.00017879251259084804, 'epoch': 0.87}
Step 244: {'loss': 0.4333, 'learning_rate': 0.00017853492163500304, 'epoch': 0.87}
Step 245: {'loss': 0.4283, 'learning_rate': 0.00017827596366825718, 'epoch': 0.88}
Step 246: {'loss': 0.4595, 'learning_rate': 0.00017801564319813853, 'epoch': 0.88}
Step 247: {'loss': 0.4633, 'learning_rate': 0.00017775396475589144, 'epoch': 0.89}
Step 248: {'loss': 0.4557, 'learning_rate': 0.00017749093289639767, 'epoch': 0.89}
Step 249: {'loss': 0.4745, 'learning_rate': 0.00017722655219809717, 'epoch': 0.89}
Step 250: {'loss': 0.4647, 'learning_rate': 0.00017696082726290823, 'epoch': 0.9}
Step 251: {'loss': 0.421, 'learning_rate': 0.00017669376271614755, 'epoch': 0.9}
Step 252: {'loss': 0.4207, 'learning_rate': 0.00017642536320644964, 'epoch': 0.9}
Step 253: {'loss': 0.4501, 'learning_rate': 0.00017615563340568592, 'epoch': 0.91}
Step 254: {'loss': 0.4707, 'learning_rate': 0.00017588457800888342, 'epoch': 0.91}
Step 255: {'loss': 0.4095, 'learning_rate': 0.00017561220173414297, 'epoch': 0.91}
Step 256: {'loss': 0.3791, 'learning_rate': 0.00017533850932255717, 'epoch': 0.92}
Step 257: {'loss': 0.4723, 'learning_rate': 0.0001750635055381279, 'epoch': 0.92}
Step 258: {'loss': 0.4501, 'learning_rate': 0.00017478719516768324, 'epoch': 0.92}
Step 259: {'loss': 0.4628, 'learning_rate': 0.0001745095830207943, 'epoch': 0.93}
Step 260: {'loss': 0.4733, 'learning_rate': 0.00017423067392969137, 'epoch': 0.93}
Step 261: {'loss': 0.3982, 'learning_rate': 0.00017395047274917994, 'epoch': 0.94}
Step 262: {'loss': 0.4685, 'learning_rate': 0.0001736689843565562, 'epoch': 0.94}
Step 263: {'loss': 0.4748, 'learning_rate': 0.00017338621365152194, 'epoch': 0.94}
Step 264: {'loss': 0.4714, 'learning_rate': 0.0001731021655560995, 'epoch': 0.95}
Step 265: {'loss': 0.4283, 'learning_rate': 0.00017281684501454595, 'epoch': 0.95}
Step 266: {'loss': 0.432, 'learning_rate': 0.00017253025699326706, 'epoch': 0.95}
Step 267: {'loss': 0.4164, 'learning_rate': 0.00017224240648073096, 'epoch': 0.96}
Step 268: {'loss': 0.4339, 'learning_rate': 0.0001719532984873811, 'epoch': 0.96}
Step 269: {'loss': 0.4328, 'learning_rate': 0.00017166293804554927, 'epoch': 0.96}
Step 270: {'loss': 0.4349, 'learning_rate': 0.00017137133020936782, 'epoch': 0.97}
Step 271: {'loss': 0.4509, 'learning_rate': 0.00017107848005468176, 'epoch': 0.97}
Step 272: {'loss': 0.4761, 'learning_rate': 0.00017078439267896042, 'epoch': 0.97}
Step 273: {'loss': 0.4472, 'learning_rate': 0.00017048907320120867, 'epoch': 0.98}
Step 274: {'loss': 0.4834, 'learning_rate': 0.00017019252676187788, 'epoch': 0.98}
Step 275: {'loss': 0.4777, 'learning_rate': 0.0001698947585227765, 'epoch': 0.99}
Step 276: {'loss': 0.3849, 'learning_rate': 0.0001695957736669799, 'epoch': 0.99}
Step 277: {'loss': 0.464, 'learning_rate': 0.00016929557739874063, 'epoch': 0.99}
Step 278: {'loss': 0.4511, 'learning_rate': 0.0001689941749433974, 'epoch': 1.0}
Step 279: {'loss': 0.442, 'learning_rate': 0.00016869157154728436, 'epoch': 1.0}
Step 280: {'loss': 0.4614, 'learning_rate': 0.00016838777247763978, 'epoch': 1.0}
Step 281: {'loss': 0.4542, 'learning_rate': 0.00016808278302251424, 'epoch': 1.01}
Step 282: {'loss': 0.4424, 'learning_rate': 0.00016777660849067868, 'epoch': 1.01}
Step 283: {'loss': 0.4599, 'learning_rate': 0.00016746925421153196, 'epoch': 1.01}
Step 284: {'loss': 0.4373, 'learning_rate': 0.00016716072553500815, 'epoch': 1.02}
Step 285: {'loss': 0.4026, 'learning_rate': 0.0001668510278314833, 'epoch': 1.02}
Step 286: {'loss': 0.4133, 'learning_rate': 0.00016654016649168203, 'epoch': 1.03}
Step 287: {'loss': 0.4077, 'learning_rate': 0.0001662281469265837, 'epoch': 1.03}
Step 288: {'loss': 0.4026, 'learning_rate': 0.00016591497456732826, 'epoch': 1.03}
Step 289: {'loss': 0.3938, 'learning_rate': 0.00016560065486512156, 'epoch': 1.04}
Step 290: {'loss': 0.4326, 'learning_rate': 0.0001652851932911407, 'epoch': 1.04}
Step 291: {'loss': 0.4208, 'learning_rate': 0.00016496859533643852, 'epoch': 1.04}
Step 292: {'loss': 0.4936, 'learning_rate': 0.00016465086651184827, 'epoch': 1.05}
Step 293: {'loss': 0.4489, 'learning_rate': 0.00016433201234788758, 'epoch': 1.05}
Step 294: {'loss': 0.4314, 'learning_rate': 0.00016401203839466213, 'epoch': 1.05}
Step 295: {'loss': 0.4003, 'learning_rate': 0.0001636909502217692, 'epoch': 1.06}
Step 296: {'loss': 0.3767, 'learning_rate': 0.0001633687534182005, 'epoch': 1.06}
