Step 10: {'loss': 1.4144, 'grad_norm': 1.2117514610290527, 'learning_rate': 0.000499375, 'epoch': 0.002777777777777778}
Step 1050: {'loss': 0.3635, 'grad_norm': 0.997456431388855, 'learning_rate': 0.00042715277777777776, 'epoch': 0.2916666666666667}
Step 1060: {'loss': 0.4123, 'grad_norm': 0.877448320388794, 'learning_rate': 0.0004264583333333333, 'epoch': 0.29444444444444445}
Step 1070: {'loss': 0.3467, 'grad_norm': 0.8055737018585205, 'learning_rate': 0.0004257638888888889, 'epoch': 0.2972222222222222}
Step 1080: {'loss': 0.3342, 'grad_norm': 0.6592509746551514, 'learning_rate': 0.00042506944444444444, 'epoch': 0.3}
Step 1090: {'loss': 0.3779, 'grad_norm': 1.0343248844146729, 'learning_rate': 0.000424375, 'epoch': 0.30277777777777776}
Step 1100: {'loss': 0.3697, 'grad_norm': 1.4372053146362305, 'learning_rate': 0.00042368055555555556, 'epoch': 0.3055555555555556}
Step 1110: {'loss': 0.3466, 'grad_norm': 1.0178087949752808, 'learning_rate': 0.0004229861111111111, 'epoch': 0.30833333333333335}
Step 1120: {'loss': 0.3779, 'grad_norm': 1.323952555656433, 'learning_rate': 0.0004222916666666667, 'epoch': 0.3111111111111111}
Step 1130: {'loss': 0.4571, 'grad_norm': 1.249851107597351, 'learning_rate': 0.00042159722222222224, 'epoch': 0.3138888888888889}
Step 1140: {'loss': 0.4056, 'grad_norm': 1.238394021987915, 'learning_rate': 0.0004209027777777778, 'epoch': 0.31666666666666665}
Step 1150: {'loss': 0.3398, 'grad_norm': 1.11251962184906, 'learning_rate': 0.00042020833333333336, 'epoch': 0.3194444444444444}
Step 1160: {'loss': 0.3738, 'grad_norm': 1.460518717765808, 'learning_rate': 0.0004195138888888889, 'epoch': 0.32222222222222224}
Step 1170: {'loss': 0.4627, 'grad_norm': 0.9398897886276245, 'learning_rate': 0.0004188194444444445, 'epoch': 0.325}
Step 1180: {'loss': 0.3214, 'grad_norm': 0.6634659767150879, 'learning_rate': 0.00041812500000000004, 'epoch': 0.3277777777777778}
Step 1190: {'loss': 0.3372, 'grad_norm': 1.1268713474273682, 'learning_rate': 0.0004174305555555556, 'epoch': 0.33055555555555555}
Step 1200: {'loss': 0.3261, 'grad_norm': 0.9326437711715698, 'learning_rate': 0.0004167361111111111, 'epoch': 0.3333333333333333}
Step 1210: {'loss': 0.3474, 'grad_norm': 1.1548906564712524, 'learning_rate': 0.00041604166666666666, 'epoch': 0.33611111111111114}
Step 1220: {'loss': 0.3688, 'grad_norm': 1.085240125656128, 'learning_rate': 0.0004153472222222222, 'epoch': 0.3388888888888889}
Step 1230: {'loss': 0.3825, 'grad_norm': 0.8244478106498718, 'learning_rate': 0.0004146527777777778, 'epoch': 0.3416666666666667}
Step 1240: {'loss': 0.381, 'grad_norm': 1.1119285821914673, 'learning_rate': 0.00041395833333333334, 'epoch': 0.34444444444444444}
Step 1250: {'loss': 0.3509, 'grad_norm': 1.802090048789978, 'learning_rate': 0.0004132638888888889, 'epoch': 0.3472222222222222}
Step 1260: {'loss': 0.3495, 'grad_norm': 0.9575648307800293, 'learning_rate': 0.00041256944444444446, 'epoch': 0.35}
Step 1270: {'loss': 0.3733, 'grad_norm': 1.187514066696167, 'learning_rate': 0.000411875, 'epoch': 0.3527777777777778}
Step 1280: {'loss': 0.3637, 'grad_norm': 1.3188436031341553, 'learning_rate': 0.0004111805555555556, 'epoch': 0.35555555555555557}
Step 1290: {'loss': 0.3516, 'grad_norm': 1.1381880044937134, 'learning_rate': 0.00041048611111111114, 'epoch': 0.35833333333333334}
Step 1300: {'loss': 0.3775, 'grad_norm': 1.0339407920837402, 'learning_rate': 0.00040979166666666665, 'epoch': 0.3611111111111111}
Step 1310: {'loss': 0.4266, 'grad_norm': 0.765146017074585, 'learning_rate': 0.0004090972222222222, 'epoch': 0.3638888888888889}
Step 1320: {'loss': 0.3687, 'grad_norm': 0.7541882395744324, 'learning_rate': 0.00040840277777777777, 'epoch': 0.36666666666666664}
Step 1330: {'loss': 0.4467, 'grad_norm': 0.976137638092041, 'learning_rate': 0.00040770833333333333, 'epoch': 0.36944444444444446}
Step 1340: {'loss': 0.3797, 'grad_norm': 0.945640504360199, 'learning_rate': 0.0004070138888888889, 'epoch': 0.37222222222222223}
Step 1350: {'loss': 0.3281, 'grad_norm': 0.765379011631012, 'learning_rate': 0.00040631944444444445, 'epoch': 0.375}
Step 1360: {'loss': 0.3329, 'grad_norm': 0.5744723081588745, 'learning_rate': 0.000405625, 'epoch': 0.37777777777777777}
Step 1370: {'loss': 0.4046, 'grad_norm': 1.3236207962036133, 'learning_rate': 0.00040493055555555557, 'epoch': 0.38055555555555554}
Step 1380: {'loss': 0.3936, 'grad_norm': 1.081357717514038, 'learning_rate': 0.0004042361111111111, 'epoch': 0.38333333333333336}
Step 1390: {'loss': 0.386, 'grad_norm': 0.7887274622917175, 'learning_rate': 0.0004035416666666667, 'epoch': 0.3861111111111111}
Step 1400: {'loss': 0.3846, 'grad_norm': 1.3197640180587769, 'learning_rate': 0.00040284722222222225, 'epoch': 0.3888888888888889}
Step 1410: {'loss': 0.3764, 'grad_norm': 0.9225779175758362, 'learning_rate': 0.0004021527777777778, 'epoch': 0.39166666666666666}
Step 1420: {'loss': 0.2978, 'grad_norm': 0.9491463899612427, 'learning_rate': 0.0004014583333333333, 'epoch': 0.39444444444444443}
Step 1430: {'loss': 0.2943, 'grad_norm': 0.5678438544273376, 'learning_rate': 0.00040076388888888887, 'epoch': 0.3972222222222222}
Step 1440: {'loss': 0.3489, 'grad_norm': 1.119893193244934, 'learning_rate': 0.00040006944444444443, 'epoch': 0.4}
Step 1450: {'loss': 0.4226, 'grad_norm': 1.0691478252410889, 'learning_rate': 0.000399375, 'epoch': 0.4027777777777778}
Step 1460: {'loss': 0.3769, 'grad_norm': 1.7757734060287476, 'learning_rate': 0.00039868055555555555, 'epoch': 0.40555555555555556}
Step 1470: {'loss': 0.3635, 'grad_norm': 0.7044659852981567, 'learning_rate': 0.0003979861111111111, 'epoch': 0.4083333333333333}
Step 1480: {'loss': 0.3682, 'grad_norm': 1.2844496965408325, 'learning_rate': 0.00039729166666666667, 'epoch': 0.4111111111111111}
Step 1490: {'loss': 0.3784, 'grad_norm': 0.7367399334907532, 'learning_rate': 0.00039659722222222223, 'epoch': 0.41388888888888886}
Step 1500: {'loss': 0.3577, 'grad_norm': 1.0370914936065674, 'learning_rate': 0.0003959027777777778, 'epoch': 0.4166666666666667}
Step 1510: {'loss': 0.3917, 'grad_norm': 1.2628036737442017, 'learning_rate': 0.00039520833333333335, 'epoch': 0.41944444444444445}
Step 1520: {'loss': 0.3724, 'grad_norm': 1.7763923406600952, 'learning_rate': 0.0003945138888888889, 'epoch': 0.4222222222222222}
Step 1530: {'loss': 0.2789, 'grad_norm': 0.916321873664856, 'learning_rate': 0.00039381944444444447, 'epoch': 0.425}
Step 1540: {'loss': 0.3998, 'grad_norm': 1.3626627922058105, 'learning_rate': 0.00039312500000000003, 'epoch': 0.42777777777777776}
Step 1550: {'loss': 0.3749, 'grad_norm': 1.0784698724746704, 'learning_rate': 0.0003924305555555556, 'epoch': 0.4305555555555556}
Step 1560: {'loss': 0.3922, 'grad_norm': 1.201602578163147, 'learning_rate': 0.00039173611111111115, 'epoch': 0.43333333333333335}
Step 1570: {'loss': 0.3746, 'grad_norm': 1.0362999439239502, 'learning_rate': 0.0003910416666666667, 'epoch': 0.4361111111111111}
Step 1580: {'loss': 0.385, 'grad_norm': 1.0163408517837524, 'learning_rate': 0.00039034722222222227, 'epoch': 0.4388888888888889}
Step 1590: {'loss': 0.3778, 'grad_norm': 1.131038784980774, 'learning_rate': 0.0003896527777777778, 'epoch': 0.44166666666666665}
Step 1600: {'loss': 0.4039, 'grad_norm': 0.9888573288917542, 'learning_rate': 0.00038895833333333333, 'epoch': 0.4444444444444444}
Step 1610: {'loss': 0.3904, 'grad_norm': 0.9366194605827332, 'learning_rate': 0.0003882638888888889, 'epoch': 0.44722222222222224}
Step 1620: {'loss': 0.4124, 'grad_norm': 0.8315017819404602, 'learning_rate': 0.00038756944444444445, 'epoch': 0.45}
Step 1630: {'loss': 0.36, 'grad_norm': 0.6670006513595581, 'learning_rate': 0.000386875, 'epoch': 0.4527777777777778}
Step 1640: {'loss': 0.4433, 'grad_norm': 2.0014736652374268, 'learning_rate': 0.00038618055555555557, 'epoch': 0.45555555555555555}
Step 1650: {'loss': 0.4246, 'grad_norm': 1.6584527492523193, 'learning_rate': 0.0003854861111111111, 'epoch': 0.4583333333333333}
Step 1660: {'loss': 0.4132, 'grad_norm': 0.8339616060256958, 'learning_rate': 0.00038479166666666664, 'epoch': 0.46111111111111114}
Step 1670: {'loss': 0.3997, 'grad_norm': 1.362134575843811, 'learning_rate': 0.0003840972222222222, 'epoch': 0.4638888888888889}
Step 1680: {'loss': 0.3746, 'grad_norm': 0.7264243364334106, 'learning_rate': 0.00038340277777777776, 'epoch': 0.4666666666666667}
Step 1690: {'loss': 0.3668, 'grad_norm': 2.6151418685913086, 'learning_rate': 0.0003827083333333333, 'epoch': 0.46944444444444444}
Step 1700: {'loss': 0.353, 'grad_norm': 0.745149552822113, 'learning_rate': 0.0003820138888888889, 'epoch': 0.4722222222222222}
Step 1710: {'loss': 0.3619, 'grad_norm': 1.2898398637771606, 'learning_rate': 0.00038131944444444444, 'epoch': 0.475}
Step 1720: {'loss': 0.3453, 'grad_norm': 0.9238334894180298, 'learning_rate': 0.000380625, 'epoch': 0.4777777777777778}
Step 1730: {'loss': 0.3898, 'grad_norm': 1.093860149383545, 'learning_rate': 0.00037993055555555556, 'epoch': 0.48055555555555557}
Step 1740: {'loss': 0.388, 'grad_norm': 0.8209968209266663, 'learning_rate': 0.0003792361111111111, 'epoch': 0.48333333333333334}
Step 1750: {'loss': 0.3943, 'grad_norm': 1.3725690841674805, 'learning_rate': 0.0003785416666666667, 'epoch': 0.4861111111111111}
Step 1760: {'loss': 0.4126, 'grad_norm': 1.353716492652893, 'learning_rate': 0.00037784722222222223, 'epoch': 0.4888888888888889}
Step 1770: {'loss': 0.4268, 'grad_norm': 0.9157738089561462, 'learning_rate': 0.0003771527777777778, 'epoch': 0.49166666666666664}
Step 1780: {'loss': 0.3689, 'grad_norm': 1.3342297077178955, 'learning_rate': 0.00037645833333333335, 'epoch': 0.49444444444444446}
Step 1790: {'loss': 0.4053, 'grad_norm': 0.81595379114151, 'learning_rate': 0.0003757638888888889, 'epoch': 0.49722222222222223}
Step 1800: {'loss': 0.3671, 'grad_norm': 1.037966012954712, 'learning_rate': 0.0003750694444444445, 'epoch': 0.5}
Step 1810: {'loss': 0.3497, 'grad_norm': 0.6298289895057678, 'learning_rate': 0.00037437500000000003, 'epoch': 0.5027777777777778}
Step 1820: {'loss': 0.3629, 'grad_norm': 0.9972666501998901, 'learning_rate': 0.0003736805555555556, 'epoch': 0.5055555555555555}
Step 1830: {'loss': 0.413, 'grad_norm': 1.0407174825668335, 'learning_rate': 0.00037298611111111115, 'epoch': 0.5083333333333333}
Step 1840: {'loss': 0.3168, 'grad_norm': 0.9036585092544556, 'learning_rate': 0.0003722916666666667, 'epoch': 0.5111111111111111}
Step 1850: {'loss': 0.3477, 'grad_norm': 1.3692560195922852, 'learning_rate': 0.00037159722222222227, 'epoch': 0.5138888888888888}
Step 1860: {'loss': 0.4048, 'grad_norm': 0.7898165583610535, 'learning_rate': 0.00037090277777777783, 'epoch': 0.5166666666666667}
Step 1870: {'loss': 0.3641, 'grad_norm': 1.0349050760269165, 'learning_rate': 0.00037020833333333334, 'epoch': 0.5194444444444445}
Step 1880: {'loss': 0.3383, 'grad_norm': 1.0910531282424927, 'learning_rate': 0.0003695138888888889, 'epoch': 0.5222222222222223}
Step 1890: {'loss': 0.3919, 'grad_norm': 0.8351585268974304, 'learning_rate': 0.0003688194444444444, 'epoch': 0.525}
Step 1900: {'loss': 0.3775, 'grad_norm': 0.8598793148994446, 'learning_rate': 0.00036812499999999996, 'epoch': 0.5277777777777778}
Step 1910: {'loss': 0.3412, 'grad_norm': 0.764677882194519, 'learning_rate': 0.0003674305555555555, 'epoch': 0.5305555555555556}
Step 1920: {'loss': 0.3409, 'grad_norm': 0.8768752217292786, 'learning_rate': 0.0003667361111111111, 'epoch': 0.5333333333333333}
Step 1930: {'loss': 0.3735, 'grad_norm': 1.025903582572937, 'learning_rate': 0.00036604166666666664, 'epoch': 0.5361111111111111}
Step 1940: {'loss': 0.3753, 'grad_norm': 1.053056240081787, 'learning_rate': 0.0003653472222222222, 'epoch': 0.5388888888888889}
Step 1950: {'loss': 0.3264, 'grad_norm': 0.5793028473854065, 'learning_rate': 0.00036465277777777776, 'epoch': 0.5416666666666666}
Step 1960: {'loss': 0.3393, 'grad_norm': 0.9234711527824402, 'learning_rate': 0.0003639583333333333, 'epoch': 0.5444444444444444}
Step 1970: {'loss': 0.3985, 'grad_norm': 0.8914355039596558, 'learning_rate': 0.0003632638888888889, 'epoch': 0.5472222222222223}
Step 1980: {'loss': 0.416, 'grad_norm': 0.7274377942085266, 'learning_rate': 0.00036256944444444444, 'epoch': 0.55}
Step 1990: {'loss': 0.4145, 'grad_norm': 0.8065058588981628, 'learning_rate': 0.000361875, 'epoch': 0.5527777777777778}
Step 2000: {'loss': 0.4356, 'grad_norm': 1.1391493082046509, 'learning_rate': 0.00036118055555555556, 'epoch': 0.5555555555555556}
