Step 10: {'loss': 1.8246, 'learning_rate': 0.0009981481481481482, 'epoch': 0.01}
Step 540: {'loss': 0.6441, 'learning_rate': 0.0009000000000000001, 'epoch': 0.3}
Step 550: {'loss': 0.6768, 'learning_rate': 0.0008981481481481481, 'epoch': 0.31}
Step 560: {'loss': 0.6995, 'learning_rate': 0.0008962962962962963, 'epoch': 0.31}
Step 570: {'loss': 0.6866, 'learning_rate': 0.0008944444444444445, 'epoch': 0.32}
Step 580: {'loss': 0.6791, 'learning_rate': 0.0008925925925925926, 'epoch': 0.32}
Step 590: {'loss': 0.6485, 'learning_rate': 0.0008907407407407408, 'epoch': 0.33}
Step 600: {'loss': 0.6726, 'learning_rate': 0.0008888888888888888, 'epoch': 0.33}
Step 610: {'loss': 0.7001, 'learning_rate': 0.0008870370370370371, 'epoch': 0.34}
Step 620: {'loss': 0.7656, 'learning_rate': 0.0008851851851851853, 'epoch': 0.34}
Step 630: {'loss': 0.6813, 'learning_rate': 0.0008833333333333333, 'epoch': 0.35}
Step 640: {'loss': 0.6947, 'learning_rate': 0.0008814814814814816, 'epoch': 0.36}
Step 650: {'loss': 0.6667, 'learning_rate': 0.0008796296296296296, 'epoch': 0.36}
Step 660: {'loss': 0.7164, 'learning_rate': 0.0008777777777777778, 'epoch': 0.37}
Step 670: {'loss': 0.6522, 'learning_rate': 0.0008759259259259259, 'epoch': 0.37}
Step 680: {'loss': 0.6814, 'learning_rate': 0.0008740740740740741, 'epoch': 0.38}
Step 690: {'loss': 0.6285, 'learning_rate': 0.0008722222222222223, 'epoch': 0.38}
Step 700: {'loss': 0.673, 'learning_rate': 0.0008703703703703704, 'epoch': 0.39}
Step 710: {'loss': 0.6928, 'learning_rate': 0.0008685185185185185, 'epoch': 0.39}
Step 720: {'loss': 0.6617, 'learning_rate': 0.0008666666666666667, 'epoch': 0.4}
Step 730: {'loss': 0.7139, 'learning_rate': 0.0008648148148148148, 'epoch': 0.41}
Step 740: {'loss': 0.6618, 'learning_rate': 0.0008629629629629629, 'epoch': 0.41}
Step 750: {'loss': 0.645, 'learning_rate': 0.0008611111111111112, 'epoch': 0.42}
Step 760: {'loss': 0.7027, 'learning_rate': 0.0008592592592592593, 'epoch': 0.42}
Step 770: {'loss': 0.6665, 'learning_rate': 0.0008574074074074074, 'epoch': 0.43}
Step 780: {'loss': 0.6643, 'learning_rate': 0.0008555555555555556, 'epoch': 0.43}
Step 790: {'loss': 0.634, 'learning_rate': 0.0008537037037037037, 'epoch': 0.44}
Step 800: {'loss': 0.6589, 'learning_rate': 0.0008518518518518519, 'epoch': 0.44}
Step 810: {'loss': 0.6582, 'learning_rate': 0.00085, 'epoch': 0.45}
Step 820: {'loss': 0.6399, 'learning_rate': 0.0008481481481481481, 'epoch': 0.46}
Step 830: {'loss': 0.6352, 'learning_rate': 0.0008462962962962964, 'epoch': 0.46}
Step 840: {'loss': 0.6826, 'learning_rate': 0.0008444444444444444, 'epoch': 0.47}
Step 850: {'loss': 0.6483, 'learning_rate': 0.0008425925925925926, 'epoch': 0.47}
Step 860: {'loss': 0.6012, 'learning_rate': 0.0008407407407407409, 'epoch': 0.48}
Step 870: {'loss': 0.6417, 'learning_rate': 0.0008388888888888889, 'epoch': 0.48}
Step 880: {'loss': 0.6591, 'learning_rate': 0.0008370370370370371, 'epoch': 0.49}
Step 890: {'loss': 0.6219, 'learning_rate': 0.0008351851851851851, 'epoch': 0.49}
Step 900: {'loss': 0.6399, 'learning_rate': 0.0008333333333333334, 'epoch': 0.5}
Step 910: {'loss': 0.6706, 'learning_rate': 0.0008314814814814815, 'epoch': 0.51}
Step 920: {'loss': 0.6498, 'learning_rate': 0.0008296296296296296, 'epoch': 0.51}
Step 930: {'loss': 0.6728, 'learning_rate': 0.0008277777777777778, 'epoch': 0.52}
Step 940: {'loss': 0.62, 'learning_rate': 0.0008259259259259259, 'epoch': 0.52}
Step 950: {'loss': 0.6515, 'learning_rate': 0.0008240740740740741, 'epoch': 0.53}
Step 960: {'loss': 0.6555, 'learning_rate': 0.0008222222222222222, 'epoch': 0.53}
Step 970: {'loss': 0.6069, 'learning_rate': 0.0008203703703703704, 'epoch': 0.54}
Step 980: {'loss': 0.6317, 'learning_rate': 0.0008185185185185186, 'epoch': 0.54}
Step 990: {'loss': 0.6252, 'learning_rate': 0.0008166666666666667, 'epoch': 0.55}
Step 1000: {'loss': 0.6505, 'learning_rate': 0.0008148148148148148, 'epoch': 0.56}
Step 1010: {'loss': 0.5934, 'learning_rate': 0.000812962962962963, 'epoch': 0.56}
Step 1020: {'loss': 0.6565, 'learning_rate': 0.0008111111111111111, 'epoch': 0.57}
Step 1030: {'loss': 0.6266, 'learning_rate': 0.0008092592592592592, 'epoch': 0.57}
Step 1040: {'loss': 0.6391, 'learning_rate': 0.0008074074074074075, 'epoch': 0.58}
Step 1050: {'loss': 0.6484, 'learning_rate': 0.0008055555555555556, 'epoch': 0.58}
Step 1060: {'loss': 0.6442, 'learning_rate': 0.0008037037037037037, 'epoch': 0.59}
Step 1070: {'loss': 0.5949, 'learning_rate': 0.0008018518518518519, 'epoch': 0.59}
Step 1080: {'loss': 0.6274, 'learning_rate': 0.0008, 'epoch': 0.6}
Step 1090: {'loss': 0.6469, 'learning_rate': 0.0007981481481481482, 'epoch': 0.61}
Step 1100: {'loss': 0.6667, 'learning_rate': 0.0007962962962962962, 'epoch': 0.61}
Step 1110: {'loss': 0.6389, 'learning_rate': 0.0007944444444444444, 'epoch': 0.62}
Step 1120: {'loss': 0.6273, 'learning_rate': 0.0007925925925925927, 'epoch': 0.62}
Step 1130: {'loss': 0.6261, 'learning_rate': 0.0007907407407407407, 'epoch': 0.63}
Step 1140: {'loss': 0.6179, 'learning_rate': 0.0007888888888888889, 'epoch': 0.63}
Step 1150: {'loss': 0.6187, 'learning_rate': 0.0007870370370370372, 'epoch': 0.64}
Step 1160: {'loss': 0.6344, 'learning_rate': 0.0007851851851851852, 'epoch': 0.64}
Step 1170: {'loss': 0.5991, 'learning_rate': 0.0007833333333333334, 'epoch': 0.65}
Step 1180: {'loss': 0.6311, 'learning_rate': 0.0007814814814814814, 'epoch': 0.66}
Step 1190: {'loss': 0.6495, 'learning_rate': 0.0007796296296296297, 'epoch': 0.66}
Step 1200: {'loss': 0.5778, 'learning_rate': 0.0007777777777777778, 'epoch': 0.67}
Step 1210: {'loss': 0.646, 'learning_rate': 0.0007759259259259259, 'epoch': 0.67}
Step 1220: {'loss': 0.6272, 'learning_rate': 0.000774074074074074, 'epoch': 0.68}
Step 1230: {'loss': 0.6104, 'learning_rate': 0.0007722222222222223, 'epoch': 0.68}
Step 1240: {'loss': 0.6229, 'learning_rate': 0.0007703703703703704, 'epoch': 0.69}
Step 1250: {'loss': 0.6535, 'learning_rate': 0.0007685185185185185, 'epoch': 0.69}
Step 1260: {'loss': 0.6384, 'learning_rate': 0.0007666666666666667, 'epoch': 0.7}
Step 1270: {'loss': 0.6568, 'learning_rate': 0.0007648148148148148, 'epoch': 0.71}
Step 1280: {'loss': 0.6559, 'learning_rate': 0.000762962962962963, 'epoch': 0.71}
Step 1290: {'loss': 0.6316, 'learning_rate': 0.0007611111111111111, 'epoch': 0.72}
Step 1300: {'loss': 0.5877, 'learning_rate': 0.0007592592592592593, 'epoch': 0.72}
Step 1310: {'loss': 0.633, 'learning_rate': 0.0007574074074074075, 'epoch': 0.73}
Step 1320: {'loss': 0.6339, 'learning_rate': 0.0007555555555555555, 'epoch': 0.73}
Step 1330: {'loss': 0.5883, 'learning_rate': 0.0007537037037037037, 'epoch': 0.74}
Step 1340: {'loss': 0.5691, 'learning_rate': 0.0007518518518518519, 'epoch': 0.74}
Step 1350: {'loss': 0.6708, 'learning_rate': 0.00075, 'epoch': 0.75}
Step 1360: {'loss': 0.6309, 'learning_rate': 0.0007481481481481482, 'epoch': 0.76}
Step 1370: {'loss': 0.6078, 'learning_rate': 0.0007462962962962963, 'epoch': 0.76}
Step 1380: {'loss': 0.6288, 'learning_rate': 0.0007444444444444445, 'epoch': 0.77}
Step 1390: {'loss': 0.6252, 'learning_rate': 0.0007425925925925925, 'epoch': 0.77}
Step 1400: {'loss': 0.6589, 'learning_rate': 0.0007407407407407407, 'epoch': 0.78}
Step 1410: {'loss': 0.5956, 'learning_rate': 0.000738888888888889, 'epoch': 0.78}
Step 1420: {'loss': 0.6218, 'learning_rate': 0.000737037037037037, 'epoch': 0.79}
Step 1430: {'loss': 0.6189, 'learning_rate': 0.0007351851851851852, 'epoch': 0.79}
Step 1440: {'loss': 0.6156, 'learning_rate': 0.0007333333333333333, 'epoch': 0.8}
Step 1450: {'loss': 0.6277, 'learning_rate': 0.0007314814814814815, 'epoch': 0.81}
Step 1460: {'loss': 0.6597, 'learning_rate': 0.0007296296296296297, 'epoch': 0.81}
Step 1470: {'loss': 0.6029, 'learning_rate': 0.0007277777777777777, 'epoch': 0.82}
Step 1480: {'loss': 0.6103, 'learning_rate': 0.000725925925925926, 'epoch': 0.82}
Step 1490: {'loss': 0.6057, 'learning_rate': 0.0007240740740740741, 'epoch': 0.83}
Step 1500: {'loss': 0.6258, 'learning_rate': 0.0007222222222222222, 'epoch': 0.83}
Step 1510: {'loss': 0.5982, 'learning_rate': 0.0007203703703703703, 'epoch': 0.84}
Step 1520: {'loss': 0.6052, 'learning_rate': 0.0007185185185185186, 'epoch': 0.84}
Step 1530: {'loss': 0.6436, 'learning_rate': 0.0007166666666666667, 'epoch': 0.85}
Step 1540: {'loss': 0.6449, 'learning_rate': 0.0007148148148148148, 'epoch': 0.86}
Step 1550: {'loss': 0.615, 'learning_rate': 0.0007129629629629629, 'epoch': 0.86}
Step 1560: {'loss': 0.6508, 'learning_rate': 0.0007111111111111111, 'epoch': 0.87}
Step 1570: {'loss': 0.6139, 'learning_rate': 0.0007092592592592593, 'epoch': 0.87}
Step 1580: {'loss': 0.5813, 'learning_rate': 0.0007074074074074074, 'epoch': 0.88}
Step 1590: {'loss': 0.6191, 'learning_rate': 0.0007055555555555556, 'epoch': 0.88}
Step 1600: {'loss': 0.6265, 'learning_rate': 0.0007037037037037038, 'epoch': 0.89}
Step 1610: {'loss': 0.6042, 'learning_rate': 0.0007018518518518518, 'epoch': 0.89}
Step 1620: {'loss': 0.6501, 'learning_rate': 0.0007, 'epoch': 0.9}
Step 1630: {'loss': 0.6422, 'learning_rate': 0.0006981481481481482, 'epoch': 0.91}
Step 1640: {'loss': 0.6767, 'learning_rate': 0.0006962962962962963, 'epoch': 0.91}
Step 1650: {'loss': 0.6471, 'learning_rate': 0.0006944444444444445, 'epoch': 0.92}
Step 1660: {'loss': 0.6803, 'learning_rate': 0.0006925925925925925, 'epoch': 0.92}
Step 1670: {'loss': 0.5626, 'learning_rate': 0.0006907407407407408, 'epoch': 0.93}
Step 1680: {'loss': 0.6434, 'learning_rate': 0.000688888888888889, 'epoch': 0.93}
Step 1690: {'loss': 0.5991, 'learning_rate': 0.000687037037037037, 'epoch': 0.94}
Step 1700: {'loss': 0.596, 'learning_rate': 0.0006851851851851853, 'epoch': 0.94}
Step 1710: {'loss': 0.5742, 'learning_rate': 0.0006833333333333333, 'epoch': 0.95}
Step 1720: {'loss': 0.688, 'learning_rate': 0.0006814814814814815, 'epoch': 0.96}
Step 1730: {'loss': 0.653, 'learning_rate': 0.0006796296296296296, 'epoch': 0.96}
Step 1740: {'loss': 0.5866, 'learning_rate': 0.0006777777777777778, 'epoch': 0.97}
Step 1750: {'loss': 0.6326, 'learning_rate': 0.000675925925925926, 'epoch': 0.97}
Step 1760: {'loss': 0.6358, 'learning_rate': 0.0006740740740740741, 'epoch': 0.98}
Step 1770: {'loss': 0.6336, 'learning_rate': 0.0006722222222222223, 'epoch': 0.98}
Step 1780: {'loss': 0.6306, 'learning_rate': 0.0006703703703703704, 'epoch': 0.99}
Step 1790: {'loss': 0.6024, 'learning_rate': 0.0006685185185185185, 'epoch': 0.99}
Step 1800: {'loss': 0.6109, 'learning_rate': 0.0006666666666666666, 'epoch': 1.0}
Step 1800: {'eval_loss': 0.6197053790092468, 'eval_runtime': 477.2988, 'eval_samples_per_second': 3.771, 'eval_steps_per_second': 0.943, 'epoch': 1.0}
Step 1810: {'loss': 0.6017, 'learning_rate': 0.0006648148148148149, 'epoch': 1.01}
Step 1820: {'loss': 0.6109, 'learning_rate': 0.000662962962962963, 'epoch': 1.01}
Step 1830: {'loss': 0.5724, 'learning_rate': 0.0006611111111111111, 'epoch': 1.02}
Step 1840: {'loss': 0.669, 'learning_rate': 0.0006592592592592592, 'epoch': 1.02}
Step 1850: {'loss': 0.6134, 'learning_rate': 0.0006574074074074074, 'epoch': 1.03}
Step 1860: {'loss': 0.5841, 'learning_rate': 0.0006555555555555556, 'epoch': 1.03}
Step 1870: {'loss': 0.608, 'learning_rate': 0.0006537037037037037, 'epoch': 1.04}
Step 1880: {'loss': 0.665, 'learning_rate': 0.0006518518518518519, 'epoch': 1.04}
Step 1890: {'loss': 0.6848, 'learning_rate': 0.0006500000000000001, 'epoch': 1.05}
Step 1900: {'loss': 0.6125, 'learning_rate': 0.0006481481481481481, 'epoch': 1.06}
Step 1910: {'loss': 0.5622, 'learning_rate': 0.0006462962962962963, 'epoch': 1.06}
Step 1920: {'loss': 0.6712, 'learning_rate': 0.0006444444444444444, 'epoch': 1.07}
Step 1930: {'loss': 0.6439, 'learning_rate': 0.0006425925925925926, 'epoch': 1.07}
Step 1940: {'loss': 0.5906, 'learning_rate': 0.0006407407407407408, 'epoch': 1.08}
Step 1950: {'loss': 0.6644, 'learning_rate': 0.0006388888888888888, 'epoch': 1.08}
Step 1960: {'loss': 0.641, 'learning_rate': 0.0006370370370370371, 'epoch': 1.09}
Step 1970: {'loss': 0.6722, 'learning_rate': 0.0006351851851851852, 'epoch': 1.09}
Step 1980: {'loss': 0.6198, 'learning_rate': 0.0006333333333333333, 'epoch': 1.1}
Step 1990: {'loss': 0.5907, 'learning_rate': 0.0006314814814814816, 'epoch': 1.11}
Step 2000: {'loss': 0.6173, 'learning_rate': 0.0006296296296296296, 'epoch': 1.11}
Step 2010: {'loss': 0.5714, 'learning_rate': 0.0006277777777777778, 'epoch': 1.12}
Step 2020: {'loss': 0.6658, 'learning_rate': 0.0006259259259259259, 'epoch': 1.12}
Step 2030: {'loss': 0.6249, 'learning_rate': 0.0006240740740740741, 'epoch': 1.13}
Step 2040: {'loss': 0.6413, 'learning_rate': 0.0006222222222222223, 'epoch': 1.13}
Step 2050: {'loss': 0.6283, 'learning_rate': 0.0006203703703703704, 'epoch': 1.14}
Step 2060: {'loss': 0.5914, 'learning_rate': 0.0006185185185185185, 'epoch': 1.14}
Step 2070: {'loss': 0.5553, 'learning_rate': 0.0006166666666666667, 'epoch': 1.15}
Step 2080: {'loss': 0.6584, 'learning_rate': 0.0006148148148148148, 'epoch': 1.16}
Step 2090: {'loss': 0.6608, 'learning_rate': 0.0006129629629629629, 'epoch': 1.16}
Step 2100: {'loss': 0.5994, 'learning_rate': 0.0006111111111111112, 'epoch': 1.17}
Step 2110: {'loss': 0.5839, 'learning_rate': 0.0006092592592592593, 'epoch': 1.17}
Step 2120: {'loss': 0.6023, 'learning_rate': 0.0006074074074074074, 'epoch': 1.18}
Step 2130: {'loss': 0.6512, 'learning_rate': 0.0006055555555555556, 'epoch': 1.18}
Step 2140: {'loss': 0.6101, 'learning_rate': 0.0006037037037037037, 'epoch': 1.19}
Step 2150: {'loss': 0.6436, 'learning_rate': 0.0006018518518518519, 'epoch': 1.19}
Step 2160: {'loss': 0.6302, 'learning_rate': 0.0006, 'epoch': 1.2}
Step 2170: {'loss': 0.5959, 'learning_rate': 0.0005981481481481481, 'epoch': 1.21}
Step 2180: {'loss': 0.5938, 'learning_rate': 0.0005962962962962964, 'epoch': 1.21}
Step 2190: {'loss': 0.5992, 'learning_rate': 0.0005944444444444444, 'epoch': 1.22}
Step 2200: {'loss': 0.6608, 'learning_rate': 0.0005925925925925926, 'epoch': 1.22}
Step 2210: {'loss': 0.5809, 'learning_rate': 0.0005907407407407409, 'epoch': 1.23}
Step 2220: {'loss': 0.5775, 'learning_rate': 0.0005888888888888889, 'epoch': 1.23}
Step 2230: {'loss': 0.6089, 'learning_rate': 0.0005870370370370371, 'epoch': 1.24}
Step 2240: {'loss': 0.6299, 'learning_rate': 0.0005851851851851851, 'epoch': 1.24}
Step 2250: {'loss': 0.6618, 'learning_rate': 0.0005833333333333334, 'epoch': 1.25}
Step 2260: {'loss': 0.637, 'learning_rate': 0.0005814814814814815, 'epoch': 1.26}
Step 2270: {'loss': 0.6452, 'learning_rate': 0.0005796296296296296, 'epoch': 1.26}
Step 2280: {'loss': 0.6184, 'learning_rate': 0.0005777777777777778, 'epoch': 1.27}
Step 2290: {'loss': 0.6058, 'learning_rate': 0.0005759259259259259, 'epoch': 1.27}
Step 2300: {'loss': 0.5859, 'learning_rate': 0.0005740740740740741, 'epoch': 1.28}
Step 2310: {'loss': 0.6252, 'learning_rate': 0.0005722222222222222, 'epoch': 1.28}
Step 2320: {'loss': 0.5997, 'learning_rate': 0.0005703703703703704, 'epoch': 1.29}
Step 2330: {'loss': 0.5959, 'learning_rate': 0.0005685185185185185, 'epoch': 1.29}
Step 2340: {'loss': 0.63, 'learning_rate': 0.0005666666666666667, 'epoch': 1.3}
Step 2350: {'loss': 0.6222, 'learning_rate': 0.0005648148148148148, 'epoch': 1.31}
Step 2360: {'loss': 0.5972, 'learning_rate': 0.000562962962962963, 'epoch': 1.31}
Step 2370: {'loss': 0.5834, 'learning_rate': 0.0005611111111111111, 'epoch': 1.32}
Step 2380: {'loss': 0.6268, 'learning_rate': 0.0005592592592592592, 'epoch': 1.32}
Step 2390: {'loss': 0.5799, 'learning_rate': 0.0005574074074074075, 'epoch': 1.33}
Step 2400: {'loss': 0.6061, 'learning_rate': 0.0005555555555555556, 'epoch': 1.33}
Step 2410: {'loss': 0.5532, 'learning_rate': 0.0005537037037037037, 'epoch': 1.34}
Step 2420: {'loss': 0.5931, 'learning_rate': 0.0005518518518518519, 'epoch': 1.34}
Step 2430: {'loss': 0.6005, 'learning_rate': 0.00055, 'epoch': 1.35}
Step 2440: {'loss': 0.5895, 'learning_rate': 0.0005481481481481482, 'epoch': 1.36}
Step 2450: {'loss': 0.6427, 'learning_rate': 0.0005462962962962962, 'epoch': 1.36}
Step 2460: {'loss': 0.6273, 'learning_rate': 0.0005444444444444444, 'epoch': 1.37}
Step 2470: {'loss': 0.6634, 'learning_rate': 0.0005425925925925927, 'epoch': 1.37}
Step 2480: {'loss': 0.6079, 'learning_rate': 0.0005407407407407407, 'epoch': 1.38}
Step 2490: {'loss': 0.5978, 'learning_rate': 0.0005388888888888889, 'epoch': 1.38}
Step 2500: {'loss': 0.5806, 'learning_rate': 0.0005370370370370371, 'epoch': 1.39}
Step 2510: {'loss': 0.6032, 'learning_rate': 0.0005351851851851852, 'epoch': 1.39}
Step 2520: {'loss': 0.6523, 'learning_rate': 0.0005333333333333334, 'epoch': 1.4}
Step 2530: {'loss': 0.592, 'learning_rate': 0.0005314814814814814, 'epoch': 1.41}
Step 2540: {'loss': 0.618, 'learning_rate': 0.0005296296296296297, 'epoch': 1.41}
Step 2550: {'loss': 0.6478, 'learning_rate': 0.0005277777777777778, 'epoch': 1.42}
Step 2560: {'loss': 0.6097, 'learning_rate': 0.0005259259259259259, 'epoch': 1.42}
Step 2570: {'loss': 0.5516, 'learning_rate': 0.000524074074074074, 'epoch': 1.43}
Step 2580: {'loss': 0.6076, 'learning_rate': 0.0005222222222222223, 'epoch': 1.43}
Step 2590: {'loss': 0.6146, 'learning_rate': 0.0005203703703703704, 'epoch': 1.44}
Step 2600: {'loss': 0.6175, 'learning_rate': 0.0005185185185185185, 'epoch': 1.44}
Step 2610: {'loss': 0.5738, 'learning_rate': 0.0005166666666666667, 'epoch': 1.45}
Step 2620: {'loss': 0.5853, 'learning_rate': 0.0005148148148148148, 'epoch': 1.46}
Step 2630: {'loss': 0.6368, 'learning_rate': 0.000512962962962963, 'epoch': 1.46}
Step 2640: {'loss': 0.6244, 'learning_rate': 0.0005111111111111111, 'epoch': 1.47}
Step 2650: {'loss': 0.589, 'learning_rate': 0.0005092592592592593, 'epoch': 1.47}
Step 2660: {'loss': 0.6335, 'learning_rate': 0.0005074074074074075, 'epoch': 1.48}
Step 2670: {'loss': 0.6051, 'learning_rate': 0.0005055555555555555, 'epoch': 1.48}
Step 2680: {'loss': 0.6153, 'learning_rate': 0.0005037037037037037, 'epoch': 1.49}
Step 2690: {'loss': 0.6106, 'learning_rate': 0.0005018518518518519, 'epoch': 1.49}
Step 2700: {'loss': 0.6369, 'learning_rate': 0.0005, 'epoch': 1.5}
Step 2710: {'loss': 0.6115, 'learning_rate': 0.0004981481481481482, 'epoch': 1.51}
Step 2720: {'loss': 0.7372, 'learning_rate': 0.0004962962962962963, 'epoch': 1.51}
Step 2730: {'loss': 0.5783, 'learning_rate': 0.0004944444444444445, 'epoch': 1.52}
Step 2740: {'loss': 0.6232, 'learning_rate': 0.0004925925925925925, 'epoch': 1.52}
Step 2750: {'loss': 0.5901, 'learning_rate': 0.0004907407407407408, 'epoch': 1.53}
Step 2760: {'loss': 0.5843, 'learning_rate': 0.0004888888888888889, 'epoch': 1.53}
Step 2770: {'loss': 0.6585, 'learning_rate': 0.00048703703703703707, 'epoch': 1.54}
Step 2780: {'loss': 0.6229, 'learning_rate': 0.0004851851851851852, 'epoch': 1.54}
Step 2790: {'loss': 0.5657, 'learning_rate': 0.00048333333333333334, 'epoch': 1.55}
Step 2800: {'loss': 0.653, 'learning_rate': 0.00048148148148148144, 'epoch': 1.56}
Step 2810: {'loss': 0.615, 'learning_rate': 0.00047962962962962965, 'epoch': 1.56}
Step 2820: {'loss': 0.5509, 'learning_rate': 0.0004777777777777778, 'epoch': 1.57}
Step 2830: {'loss': 0.6277, 'learning_rate': 0.0004759259259259259, 'epoch': 1.57}
Step 2840: {'loss': 0.597, 'learning_rate': 0.0004740740740740741, 'epoch': 1.58}
Step 2850: {'loss': 0.6072, 'learning_rate': 0.00047222222222222224, 'epoch': 1.58}
Step 2860: {'loss': 0.6157, 'learning_rate': 0.0004703703703703704, 'epoch': 1.59}
Step 2870: {'loss': 0.6313, 'learning_rate': 0.0004685185185185185, 'epoch': 1.59}
Step 2880: {'loss': 0.6053, 'learning_rate': 0.00046666666666666666, 'epoch': 1.6}
Step 2890: {'loss': 0.6231, 'learning_rate': 0.0004648148148148148, 'epoch': 1.61}
Step 2900: {'loss': 0.6235, 'learning_rate': 0.000462962962962963, 'epoch': 1.61}
Step 2910: {'loss': 0.5962, 'learning_rate': 0.00046111111111111114, 'epoch': 1.62}
Step 2920: {'loss': 0.5527, 'learning_rate': 0.00045925925925925925, 'epoch': 1.62}
