Step 10: {'loss': 1.356, 'grad_norm': 3.185053825378418, 'learning_rate': 0.0009983333333333333, 'epoch': 0.005555555555555556}
Step 430: {'loss': 0.677, 'grad_norm': 1.2031059265136719, 'learning_rate': 0.0009205555555555555, 'epoch': 0.2388888888888889}
Step 440: {'loss': 0.6861, 'grad_norm': 0.9995062351226807, 'learning_rate': 0.0009187037037037037, 'epoch': 0.24444444444444444}
Step 450: {'loss': 0.6812, 'grad_norm': 0.8586083650588989, 'learning_rate': 0.0009168518518518519, 'epoch': 0.25}
Step 460: {'loss': 0.6859, 'grad_norm': 0.7790531516075134, 'learning_rate': 0.000915, 'epoch': 0.25555555555555554}
Step 470: {'loss': 0.6741, 'grad_norm': 1.085947036743164, 'learning_rate': 0.0009131481481481482, 'epoch': 0.2611111111111111}
Step 480: {'loss': 0.6517, 'grad_norm': 0.9113694429397583, 'learning_rate': 0.0009112962962962963, 'epoch': 0.26666666666666666}
Step 490: {'loss': 0.6581, 'grad_norm': 0.7288089394569397, 'learning_rate': 0.0009094444444444445, 'epoch': 0.2722222222222222}
Step 500: {'loss': 0.6966, 'grad_norm': 1.1312068700790405, 'learning_rate': 0.0009075925925925927, 'epoch': 0.2777777777777778}
Step 510: {'loss': 0.6772, 'grad_norm': 0.9351852536201477, 'learning_rate': 0.0009057407407407407, 'epoch': 0.2833333333333333}
Step 520: {'loss': 0.6549, 'grad_norm': 1.200740933418274, 'learning_rate': 0.0009038888888888889, 'epoch': 0.28888888888888886}
Step 530: {'loss': 0.6479, 'grad_norm': 0.8651630878448486, 'learning_rate': 0.0009020370370370371, 'epoch': 0.29444444444444445}
Step 540: {'loss': 0.6684, 'grad_norm': 1.309034824371338, 'learning_rate': 0.0009001851851851852, 'epoch': 0.3}
Step 550: {'loss': 0.6799, 'grad_norm': 0.6774687170982361, 'learning_rate': 0.0008983333333333333, 'epoch': 0.3055555555555556}
Step 560: {'loss': 0.6784, 'grad_norm': 0.994087278842926, 'learning_rate': 0.0008964814814814815, 'epoch': 0.3111111111111111}
Step 570: {'loss': 0.7348, 'grad_norm': 1.0566246509552002, 'learning_rate': 0.0008946296296296297, 'epoch': 0.31666666666666665}
Step 580: {'loss': 0.6618, 'grad_norm': 0.8668630719184875, 'learning_rate': 0.0008927777777777778, 'epoch': 0.32222222222222224}
Step 590: {'loss': 0.6861, 'grad_norm': 0.8434789180755615, 'learning_rate': 0.0008909259259259259, 'epoch': 0.3277777777777778}
Step 600: {'loss': 0.6739, 'grad_norm': 1.0866622924804688, 'learning_rate': 0.0008890740740740741, 'epoch': 0.3333333333333333}
Step 610: {'loss': 0.6982, 'grad_norm': 1.015001893043518, 'learning_rate': 0.0008872222222222223, 'epoch': 0.3388888888888889}
Step 10: {'loss': 1.3376, 'grad_norm': 2.822497844696045, 'learning_rate': 0.0009983333333333333, 'epoch': 0.005555555555555556}
Step 10: {'loss': 1.357, 'grad_norm': 2.4480299949645996, 'learning_rate': 0.0009983333333333333, 'epoch': 0.005555555555555556}
Step 20: {'loss': 0.8874, 'grad_norm': 1.2470860481262207, 'learning_rate': 0.0009964814814814814, 'epoch': 0.011111111111111112}
Step 10: {'loss': 1.4089, 'grad_norm': 2.6997768878936768, 'learning_rate': 0.0009983333333333333, 'epoch': 0.005555555555555556}
Step 20: {'loss': 0.8779, 'grad_norm': 1.7843292951583862, 'learning_rate': 0.0009964814814814814, 'epoch': 0.011111111111111112}
Step 30: {'loss': 0.7708, 'grad_norm': 1.4854775667190552, 'learning_rate': 0.0009946296296296296, 'epoch': 0.016666666666666666}
Step 40: {'loss': 0.7813, 'grad_norm': 0.9539855122566223, 'learning_rate': 0.0009927777777777778, 'epoch': 0.022222222222222223}
Step 50: {'loss': 0.7476, 'grad_norm': 1.090434193611145, 'learning_rate': 0.000990925925925926, 'epoch': 0.027777777777777776}
Step 60: {'loss': 0.6898, 'grad_norm': 1.0880950689315796, 'learning_rate': 0.000989074074074074, 'epoch': 0.03333333333333333}
Step 70: {'loss': 0.7248, 'grad_norm': 1.0952657461166382, 'learning_rate': 0.0009872222222222222, 'epoch': 0.03888888888888889}
Step 80: {'loss': 0.7148, 'grad_norm': 1.2619463205337524, 'learning_rate': 0.0009853703703703704, 'epoch': 0.044444444444444446}
Step 90: {'loss': 0.6637, 'grad_norm': 1.2358366250991821, 'learning_rate': 0.0009835185185185186, 'epoch': 0.05}
Step 100: {'loss': 0.6646, 'grad_norm': 0.7348796129226685, 'learning_rate': 0.0009816666666666667, 'epoch': 0.05555555555555555}
Step 110: {'loss': 0.7245, 'grad_norm': 1.0670056343078613, 'learning_rate': 0.0009798148148148149, 'epoch': 0.06111111111111111}
Step 120: {'loss': 0.6747, 'grad_norm': 1.0326417684555054, 'learning_rate': 0.000977962962962963, 'epoch': 0.06666666666666667}
Step 130: {'loss': 0.6883, 'grad_norm': 0.9235756993293762, 'learning_rate': 0.0009761111111111112, 'epoch': 0.07222222222222222}
Step 140: {'loss': 0.6712, 'grad_norm': 1.2062336206436157, 'learning_rate': 0.0009742592592592592, 'epoch': 0.07777777777777778}
Step 10: {'loss': 1.4073, 'grad_norm': 4.161434650421143, 'learning_rate': 0.0009991666666666666, 'epoch': 0.002777777777777778}
Step 20: {'loss': 1.0372, 'grad_norm': 4.1691694259643555, 'learning_rate': 0.0009982407407407407, 'epoch': 0.005555555555555556}
Step 30: {'loss': 0.8497, 'grad_norm': 2.6872880458831787, 'learning_rate': 0.0009973148148148148, 'epoch': 0.008333333333333333}
Step 40: {'loss': 0.7546, 'grad_norm': 1.5284343957901, 'learning_rate': 0.0009963888888888889, 'epoch': 0.011111111111111112}
Step 50: {'loss': 0.7994, 'grad_norm': 1.3050525188446045, 'learning_rate': 0.000995462962962963, 'epoch': 0.013888888888888888}
Step 60: {'loss': 0.6898, 'grad_norm': 1.1602085828781128, 'learning_rate': 0.000994537037037037, 'epoch': 0.016666666666666666}
Step 70: {'loss': 0.7376, 'grad_norm': 1.785280704498291, 'learning_rate': 0.0009936111111111111, 'epoch': 0.019444444444444445}
Step 80: {'loss': 0.7588, 'grad_norm': 1.7140945196151733, 'learning_rate': 0.0009926851851851852, 'epoch': 0.022222222222222223}
Step 90: {'loss': 0.7673, 'grad_norm': 1.6380974054336548, 'learning_rate': 0.0009917592592592593, 'epoch': 0.025}
Step 100: {'loss': 0.722, 'grad_norm': 2.8929011821746826, 'learning_rate': 0.0009908333333333334, 'epoch': 0.027777777777777776}
Step 110: {'loss': 0.7396, 'grad_norm': 1.7134095430374146, 'learning_rate': 0.0009899074074074074, 'epoch': 0.030555555555555555}
Step 120: {'loss': 0.704, 'grad_norm': 1.7884654998779297, 'learning_rate': 0.0009889814814814815, 'epoch': 0.03333333333333333}
Step 130: {'loss': 0.6746, 'grad_norm': 2.120938539505005, 'learning_rate': 0.0009880555555555556, 'epoch': 0.03611111111111111}
Step 140: {'loss': 0.7482, 'grad_norm': 1.3807592391967773, 'learning_rate': 0.0009871296296296297, 'epoch': 0.03888888888888889}
Step 150: {'loss': 0.6882, 'grad_norm': 1.2629940509796143, 'learning_rate': 0.0009862037037037038, 'epoch': 0.041666666666666664}
Step 160: {'loss': 0.7347, 'grad_norm': 1.2286261320114136, 'learning_rate': 0.0009852777777777778, 'epoch': 0.044444444444444446}
Step 170: {'loss': 0.6853, 'grad_norm': 1.3066073656082153, 'learning_rate': 0.000984351851851852, 'epoch': 0.04722222222222222}
Step 180: {'loss': 0.7276, 'grad_norm': 1.5984536409378052, 'learning_rate': 0.000983425925925926, 'epoch': 0.05}
Step 190: {'loss': 0.7552, 'grad_norm': 1.1924264430999756, 'learning_rate': 0.0009825, 'epoch': 0.05277777777777778}
Step 200: {'loss': 0.673, 'grad_norm': 1.2112102508544922, 'learning_rate': 0.0009815740740740742, 'epoch': 0.05555555555555555}
Step 210: {'loss': 0.7385, 'grad_norm': 1.2637109756469727, 'learning_rate': 0.0009806481481481482, 'epoch': 0.058333333333333334}
Step 220: {'loss': 0.698, 'grad_norm': 1.8409024477005005, 'learning_rate': 0.0009797222222222223, 'epoch': 0.06111111111111111}
Step 230: {'loss': 0.7089, 'grad_norm': 1.0828349590301514, 'learning_rate': 0.0009787962962962964, 'epoch': 0.06388888888888888}
Step 240: {'loss': 0.6843, 'grad_norm': 1.4102728366851807, 'learning_rate': 0.0009778703703703705, 'epoch': 0.06666666666666667}
Step 250: {'loss': 0.743, 'grad_norm': 1.1404815912246704, 'learning_rate': 0.0009769444444444443, 'epoch': 0.06944444444444445}
Step 260: {'loss': 0.7023, 'grad_norm': 1.253859043121338, 'learning_rate': 0.0009760185185185185, 'epoch': 0.07222222222222222}
Step 270: {'loss': 0.6899, 'grad_norm': 1.552195429801941, 'learning_rate': 0.0009750925925925926, 'epoch': 0.075}
Step 280: {'loss': 0.68, 'grad_norm': 1.4440891742706299, 'learning_rate': 0.0009741666666666667, 'epoch': 0.07777777777777778}
Step 290: {'loss': 0.6881, 'grad_norm': 2.009761095046997, 'learning_rate': 0.0009732407407407408, 'epoch': 0.08055555555555556}
Step 300: {'loss': 0.7061, 'grad_norm': 0.9773219227790833, 'learning_rate': 0.0009723148148148149, 'epoch': 0.08333333333333333}
Step 310: {'loss': 0.6788, 'grad_norm': 1.2259061336517334, 'learning_rate': 0.0009713888888888889, 'epoch': 0.08611111111111111}
Step 320: {'loss': 0.7372, 'grad_norm': 1.1273984909057617, 'learning_rate': 0.000970462962962963, 'epoch': 0.08888888888888889}
Step 330: {'loss': 0.7117, 'grad_norm': 1.482029914855957, 'learning_rate': 0.0009695370370370371, 'epoch': 0.09166666666666666}
Step 340: {'loss': 0.697, 'grad_norm': 1.4158029556274414, 'learning_rate': 0.0009686111111111111, 'epoch': 0.09444444444444444}
Step 350: {'loss': 0.6782, 'grad_norm': 0.9189845323562622, 'learning_rate': 0.0009676851851851852, 'epoch': 0.09722222222222222}
Step 360: {'loss': 0.707, 'grad_norm': 1.3850871324539185, 'learning_rate': 0.0009667592592592592, 'epoch': 0.1}
Step 370: {'loss': 0.7764, 'grad_norm': 2.390376567840576, 'learning_rate': 0.0009658333333333333, 'epoch': 0.10277777777777777}
Step 380: {'loss': 0.7096, 'grad_norm': 1.164065957069397, 'learning_rate': 0.0009649074074074075, 'epoch': 0.10555555555555556}
Step 390: {'loss': 0.6579, 'grad_norm': 1.1659444570541382, 'learning_rate': 0.0009639814814814815, 'epoch': 0.10833333333333334}
Step 400: {'loss': 0.7201, 'grad_norm': 1.5875493288040161, 'learning_rate': 0.0009630555555555555, 'epoch': 0.1111111111111111}
Step 410: {'loss': 0.7381, 'grad_norm': 1.9155904054641724, 'learning_rate': 0.0009621296296296297, 'epoch': 0.11388888888888889}
Step 420: {'loss': 0.6724, 'grad_norm': 1.3973084688186646, 'learning_rate': 0.0009612037037037037, 'epoch': 0.11666666666666667}
Step 430: {'loss': 0.6452, 'grad_norm': 1.2688428163528442, 'learning_rate': 0.0009602777777777778, 'epoch': 0.11944444444444445}
Step 440: {'loss': 0.7007, 'grad_norm': 1.9746547937393188, 'learning_rate': 0.000959351851851852, 'epoch': 0.12222222222222222}
Step 450: {'loss': 0.6561, 'grad_norm': 1.1226242780685425, 'learning_rate': 0.0009584259259259259, 'epoch': 0.125}
Step 460: {'loss': 0.7356, 'grad_norm': 1.321235179901123, 'learning_rate': 0.0009575, 'epoch': 0.12777777777777777}
Step 470: {'loss': 0.6486, 'grad_norm': 1.729755163192749, 'learning_rate': 0.000956574074074074, 'epoch': 0.13055555555555556}
Step 480: {'loss': 0.7114, 'grad_norm': 2.250035285949707, 'learning_rate': 0.0009556481481481482, 'epoch': 0.13333333333333333}
Step 490: {'loss': 0.7427, 'grad_norm': 1.1959255933761597, 'learning_rate': 0.0009547222222222223, 'epoch': 0.1361111111111111}
Step 500: {'loss': 0.6959, 'grad_norm': 1.3210258483886719, 'learning_rate': 0.0009537962962962962, 'epoch': 0.1388888888888889}
Step 510: {'loss': 0.6712, 'grad_norm': 1.084916591644287, 'learning_rate': 0.0009528703703703704, 'epoch': 0.14166666666666666}
Step 520: {'loss': 0.6019, 'grad_norm': 1.2262592315673828, 'learning_rate': 0.0009519444444444445, 'epoch': 0.14444444444444443}
Step 530: {'loss': 0.6864, 'grad_norm': 1.093589425086975, 'learning_rate': 0.0009510185185185185, 'epoch': 0.14722222222222223}
Step 540: {'loss': 0.6656, 'grad_norm': 1.4658480882644653, 'learning_rate': 0.0009500925925925927, 'epoch': 0.15}
Step 550: {'loss': 0.6463, 'grad_norm': 1.8092066049575806, 'learning_rate': 0.0009491666666666667, 'epoch': 0.1527777777777778}
Step 560: {'loss': 0.6634, 'grad_norm': 1.9875233173370361, 'learning_rate': 0.0009482407407407407, 'epoch': 0.15555555555555556}
Step 570: {'loss': 0.7105, 'grad_norm': 1.0783908367156982, 'learning_rate': 0.0009473148148148149, 'epoch': 0.15833333333333333}
Step 580: {'loss': 0.7081, 'grad_norm': 0.8065458536148071, 'learning_rate': 0.0009463888888888889, 'epoch': 0.16111111111111112}
Step 590: {'loss': 0.7332, 'grad_norm': 1.9156330823898315, 'learning_rate': 0.0009454629629629629, 'epoch': 0.1638888888888889}
Step 600: {'loss': 0.6919, 'grad_norm': 1.1987768411636353, 'learning_rate': 0.0009445370370370371, 'epoch': 0.16666666666666666}
Step 610: {'loss': 0.6871, 'grad_norm': 1.0551477670669556, 'learning_rate': 0.0009436111111111111, 'epoch': 0.16944444444444445}
Step 620: {'loss': 0.6957, 'grad_norm': 1.9022592306137085, 'learning_rate': 0.0009426851851851852, 'epoch': 0.17222222222222222}
Step 630: {'loss': 0.6901, 'grad_norm': 0.8449017405509949, 'learning_rate': 0.0009417592592592593, 'epoch': 0.175}
Step 640: {'loss': 0.7351, 'grad_norm': 1.0366230010986328, 'learning_rate': 0.0009408333333333333, 'epoch': 0.17777777777777778}
Step 650: {'loss': 0.6521, 'grad_norm': 1.3548468351364136, 'learning_rate': 0.0009399074074074074, 'epoch': 0.18055555555555555}
Step 660: {'loss': 0.6835, 'grad_norm': 1.9005144834518433, 'learning_rate': 0.0009389814814814815, 'epoch': 0.18333333333333332}
Step 670: {'loss': 0.6581, 'grad_norm': 1.3519326448440552, 'learning_rate': 0.0009380555555555556, 'epoch': 0.18611111111111112}
Step 680: {'loss': 0.7228, 'grad_norm': 2.4752681255340576, 'learning_rate': 0.0009371296296296297, 'epoch': 0.18888888888888888}
Step 690: {'loss': 0.7161, 'grad_norm': 1.328296422958374, 'learning_rate': 0.0009362037037037036, 'epoch': 0.19166666666666668}
Step 700: {'loss': 0.705, 'grad_norm': 1.293474793434143, 'learning_rate': 0.0009352777777777778, 'epoch': 0.19444444444444445}
Step 710: {'loss': 0.6718, 'grad_norm': 1.6652467250823975, 'learning_rate': 0.0009343518518518519, 'epoch': 0.19722222222222222}
Step 720: {'loss': 0.6925, 'grad_norm': 1.0469077825546265, 'learning_rate': 0.0009334259259259259, 'epoch': 0.2}
Step 730: {'loss': 0.6801, 'grad_norm': 1.2246328592300415, 'learning_rate': 0.0009325000000000001, 'epoch': 0.20277777777777778}
Step 740: {'loss': 0.6354, 'grad_norm': 1.2542946338653564, 'learning_rate': 0.0009315740740740741, 'epoch': 0.20555555555555555}
Step 750: {'loss': 0.7035, 'grad_norm': 1.8066209554672241, 'learning_rate': 0.0009306481481481481, 'epoch': 0.20833333333333334}
Step 760: {'loss': 0.6795, 'grad_norm': 1.2005316019058228, 'learning_rate': 0.0009297222222222223, 'epoch': 0.2111111111111111}
Step 770: {'loss': 0.6127, 'grad_norm': 2.1024527549743652, 'learning_rate': 0.0009287962962962964, 'epoch': 0.21388888888888888}
Step 780: {'loss': 0.7103, 'grad_norm': 1.0587611198425293, 'learning_rate': 0.0009278703703703704, 'epoch': 0.21666666666666667}
Step 790: {'loss': 0.6896, 'grad_norm': 1.2755929231643677, 'learning_rate': 0.0009269444444444444, 'epoch': 0.21944444444444444}
Step 800: {'loss': 0.681, 'grad_norm': 1.0692640542984009, 'learning_rate': 0.0009260185185185185, 'epoch': 0.2222222222222222}
Step 810: {'loss': 0.7038, 'grad_norm': 1.3123148679733276, 'learning_rate': 0.0009250925925925926, 'epoch': 0.225}
Step 820: {'loss': 0.6678, 'grad_norm': 1.4039287567138672, 'learning_rate': 0.0009241666666666667, 'epoch': 0.22777777777777777}
Step 830: {'loss': 0.7294, 'grad_norm': 1.1909841299057007, 'learning_rate': 0.0009232407407407407, 'epoch': 0.23055555555555557}
Step 840: {'loss': 0.6156, 'grad_norm': 1.1167614459991455, 'learning_rate': 0.0009223148148148148, 'epoch': 0.23333333333333334}
Step 850: {'loss': 0.5952, 'grad_norm': 1.3547356128692627, 'learning_rate': 0.0009213888888888889, 'epoch': 0.2361111111111111}
Step 860: {'loss': 0.7207, 'grad_norm': 1.4473382234573364, 'learning_rate': 0.000920462962962963, 'epoch': 0.2388888888888889}
Step 870: {'loss': 0.6203, 'grad_norm': 1.026612639427185, 'learning_rate': 0.0009195370370370371, 'epoch': 0.24166666666666667}
Step 880: {'loss': 0.6694, 'grad_norm': 1.5074037313461304, 'learning_rate': 0.0009186111111111111, 'epoch': 0.24444444444444444}
Step 890: {'loss': 0.6804, 'grad_norm': 1.0580817461013794, 'learning_rate': 0.0009176851851851852, 'epoch': 0.24722222222222223}
Step 900: {'loss': 0.692, 'grad_norm': 1.1912462711334229, 'learning_rate': 0.0009167592592592593, 'epoch': 0.25}
Step 910: {'loss': 0.6991, 'grad_norm': 1.5152015686035156, 'learning_rate': 0.0009158333333333334, 'epoch': 0.25277777777777777}
Step 920: {'loss': 0.6997, 'grad_norm': 1.2700574398040771, 'learning_rate': 0.0009149074074074074, 'epoch': 0.25555555555555554}
Step 930: {'loss': 0.673, 'grad_norm': 1.2712781429290771, 'learning_rate': 0.0009139814814814815, 'epoch': 0.25833333333333336}
Step 940: {'loss': 0.6969, 'grad_norm': 1.1450114250183105, 'learning_rate': 0.0009130555555555555, 'epoch': 0.2611111111111111}
Step 950: {'loss': 0.7196, 'grad_norm': 1.3177118301391602, 'learning_rate': 0.0009121296296296296, 'epoch': 0.2638888888888889}
Step 960: {'loss': 0.6634, 'grad_norm': 1.2087829113006592, 'learning_rate': 0.0009112037037037038, 'epoch': 0.26666666666666666}
Step 970: {'loss': 0.6551, 'grad_norm': 1.8108781576156616, 'learning_rate': 0.0009102777777777778, 'epoch': 0.26944444444444443}
Step 980: {'loss': 0.7148, 'grad_norm': 1.4762074947357178, 'learning_rate': 0.0009093518518518518, 'epoch': 0.2722222222222222}
Step 990: {'loss': 0.7169, 'grad_norm': 1.3952940702438354, 'learning_rate': 0.000908425925925926, 'epoch': 0.275}
Step 1000: {'loss': 0.6097, 'grad_norm': 1.5015876293182373, 'learning_rate': 0.0009075, 'epoch': 0.2777777777777778}
Step 1010: {'loss': 0.6867, 'grad_norm': 1.0130653381347656, 'learning_rate': 0.0009065740740740741, 'epoch': 0.28055555555555556}
Step 1020: {'loss': 0.6975, 'grad_norm': 1.0423089265823364, 'learning_rate': 0.0009056481481481483, 'epoch': 0.2833333333333333}
Step 1030: {'loss': 0.6824, 'grad_norm': 1.4952812194824219, 'learning_rate': 0.0009047222222222222, 'epoch': 0.2861111111111111}
Step 1040: {'loss': 0.6581, 'grad_norm': 0.9349676370620728, 'learning_rate': 0.0009037962962962963, 'epoch': 0.28888888888888886}
Step 1050: {'loss': 0.7136, 'grad_norm': 1.4309362173080444, 'learning_rate': 0.0009028703703703704, 'epoch': 0.2916666666666667}
Step 1060: {'loss': 0.7034, 'grad_norm': 1.5826987028121948, 'learning_rate': 0.0009019444444444445, 'epoch': 0.29444444444444445}
Step 1070: {'loss': 0.6899, 'grad_norm': 1.0225508213043213, 'learning_rate': 0.0009010185185185186, 'epoch': 0.2972222222222222}
Step 1080: {'loss': 0.6667, 'grad_norm': 1.112353801727295, 'learning_rate': 0.0009000925925925925, 'epoch': 0.3}
Step 1090: {'loss': 0.6391, 'grad_norm': 1.3439222574234009, 'learning_rate': 0.0008991666666666667, 'epoch': 0.30277777777777776}
Step 1100: {'loss': 0.7081, 'grad_norm': 1.8301832675933838, 'learning_rate': 0.0008982407407407408, 'epoch': 0.3055555555555556}
Step 1110: {'loss': 0.7038, 'grad_norm': 1.8355834484100342, 'learning_rate': 0.0008973148148148148, 'epoch': 0.30833333333333335}
Step 1120: {'loss': 0.6669, 'grad_norm': 1.182586669921875, 'learning_rate': 0.000896388888888889, 'epoch': 0.3111111111111111}
Step 1130: {'loss': 0.6822, 'grad_norm': 1.6917868852615356, 'learning_rate': 0.000895462962962963, 'epoch': 0.3138888888888889}
Step 1140: {'loss': 0.6807, 'grad_norm': 1.7632761001586914, 'learning_rate': 0.000894537037037037, 'epoch': 0.31666666666666665}
Step 1150: {'loss': 0.6631, 'grad_norm': 1.2234909534454346, 'learning_rate': 0.0008936111111111112, 'epoch': 0.3194444444444444}
Step 1160: {'loss': 0.6883, 'grad_norm': 1.3696250915527344, 'learning_rate': 0.0008926851851851852, 'epoch': 0.32222222222222224}
Step 1170: {'loss': 0.6655, 'grad_norm': 1.611404299736023, 'learning_rate': 0.0008917592592592592, 'epoch': 0.325}
Step 1180: {'loss': 0.7154, 'grad_norm': 1.2563793659210205, 'learning_rate': 0.0008908333333333334, 'epoch': 0.3277777777777778}
Step 1190: {'loss': 0.6352, 'grad_norm': 2.7619128227233887, 'learning_rate': 0.0008899074074074074, 'epoch': 0.33055555555555555}
Step 1200: {'loss': 0.7528, 'grad_norm': 2.2783896923065186, 'learning_rate': 0.0008889814814814815, 'epoch': 0.3333333333333333}
Step 1210: {'loss': 0.68, 'grad_norm': 0.9696547389030457, 'learning_rate': 0.0008880555555555557, 'epoch': 0.33611111111111114}
Step 1220: {'loss': 0.7235, 'grad_norm': 1.1357321739196777, 'learning_rate': 0.0008871296296296296, 'epoch': 0.3388888888888889}
Step 1230: {'loss': 0.7076, 'grad_norm': 1.2965232133865356, 'learning_rate': 0.0008862037037037037, 'epoch': 0.3416666666666667}
