Step 10: {'loss': 1.3884, 'grad_norm': 1.137596607208252, 'learning_rate': 0.0009991666666666666, 'epoch': 0.002777777777777778}
Step 630: {'loss': 0.809, 'grad_norm': 0.907983124256134, 'learning_rate': 0.0009417592592592593, 'epoch': 0.175}
Step 640: {'loss': 0.9393, 'grad_norm': 0.9489096999168396, 'learning_rate': 0.0009408333333333333, 'epoch': 0.17777777777777778}
Step 650: {'loss': 0.8634, 'grad_norm': 1.0175871849060059, 'learning_rate': 0.0009399074074074074, 'epoch': 0.18055555555555555}
Step 660: {'loss': 0.8731, 'grad_norm': 0.7764352560043335, 'learning_rate': 0.0009389814814814815, 'epoch': 0.18333333333333332}
Step 670: {'loss': 0.8363, 'grad_norm': 0.8097610473632812, 'learning_rate': 0.0009380555555555556, 'epoch': 0.18611111111111112}
Step 680: {'loss': 0.9482, 'grad_norm': 1.1039241552352905, 'learning_rate': 0.0009371296296296297, 'epoch': 0.18888888888888888}
Step 690: {'loss': 0.9286, 'grad_norm': 0.9640945196151733, 'learning_rate': 0.0009362037037037036, 'epoch': 0.19166666666666668}
Step 700: {'loss': 0.9479, 'grad_norm': 1.3491812944412231, 'learning_rate': 0.0009352777777777778, 'epoch': 0.19444444444444445}
Step 710: {'loss': 0.8952, 'grad_norm': 0.7691694498062134, 'learning_rate': 0.0009343518518518519, 'epoch': 0.19722222222222222}
Step 720: {'loss': 0.9756, 'grad_norm': 0.8082090020179749, 'learning_rate': 0.0009334259259259259, 'epoch': 0.2}
Step 730: {'loss': 0.948, 'grad_norm': 1.1809803247451782, 'learning_rate': 0.0009325000000000001, 'epoch': 0.20277777777777778}
Step 740: {'loss': 0.9161, 'grad_norm': 0.805355429649353, 'learning_rate': 0.0009315740740740741, 'epoch': 0.20555555555555555}
Step 750: {'loss': 0.9082, 'grad_norm': 0.8277738094329834, 'learning_rate': 0.0009306481481481481, 'epoch': 0.20833333333333334}
Step 760: {'loss': 0.902, 'grad_norm': 1.122376561164856, 'learning_rate': 0.0009297222222222223, 'epoch': 0.2111111111111111}
Step 770: {'loss': 0.9002, 'grad_norm': 1.1709699630737305, 'learning_rate': 0.0009287962962962964, 'epoch': 0.21388888888888888}
Step 780: {'loss': 0.8005, 'grad_norm': 0.7337714433670044, 'learning_rate': 0.0009278703703703704, 'epoch': 0.21666666666666667}
Step 790: {'loss': 0.9742, 'grad_norm': 1.13367760181427, 'learning_rate': 0.0009269444444444444, 'epoch': 0.21944444444444444}
Step 800: {'loss': 0.9036, 'grad_norm': 0.8697754144668579, 'learning_rate': 0.0009260185185185185, 'epoch': 0.2222222222222222}
Step 810: {'loss': 0.771, 'grad_norm': 0.7115522623062134, 'learning_rate': 0.0009250925925925926, 'epoch': 0.225}
Step 820: {'loss': 0.8856, 'grad_norm': 0.5346600413322449, 'learning_rate': 0.0009241666666666667, 'epoch': 0.22777777777777777}
Step 830: {'loss': 0.8813, 'grad_norm': 0.8121599555015564, 'learning_rate': 0.0009232407407407407, 'epoch': 0.23055555555555557}
Step 840: {'loss': 0.8993, 'grad_norm': 0.5946686267852783, 'learning_rate': 0.0009223148148148148, 'epoch': 0.23333333333333334}
Step 850: {'loss': 0.9759, 'grad_norm': 0.7924848198890686, 'learning_rate': 0.0009213888888888889, 'epoch': 0.2361111111111111}
Step 860: {'loss': 0.8179, 'grad_norm': 0.7311468124389648, 'learning_rate': 0.000920462962962963, 'epoch': 0.2388888888888889}
Step 870: {'loss': 1.0628, 'grad_norm': 0.6712280511856079, 'learning_rate': 0.0009195370370370371, 'epoch': 0.24166666666666667}
Step 880: {'loss': 0.8802, 'grad_norm': 1.1011717319488525, 'learning_rate': 0.0009186111111111111, 'epoch': 0.24444444444444444}
Step 890: {'loss': 0.8052, 'grad_norm': 0.7976879477500916, 'learning_rate': 0.0009176851851851852, 'epoch': 0.24722222222222223}
Step 900: {'loss': 0.8892, 'grad_norm': 0.869545578956604, 'learning_rate': 0.0009167592592592593, 'epoch': 0.25}
Step 910: {'loss': 0.92, 'grad_norm': 0.9573774933815002, 'learning_rate': 0.0009158333333333334, 'epoch': 0.25277777777777777}
Step 920: {'loss': 0.7413, 'grad_norm': 0.6285907626152039, 'learning_rate': 0.0009149074074074074, 'epoch': 0.25555555555555554}
Step 930: {'loss': 0.8756, 'grad_norm': 1.0790337324142456, 'learning_rate': 0.0009139814814814815, 'epoch': 0.25833333333333336}
Step 940: {'loss': 0.9484, 'grad_norm': 0.9049908518791199, 'learning_rate': 0.0009130555555555555, 'epoch': 0.2611111111111111}
Step 950: {'loss': 0.8846, 'grad_norm': 0.8416352272033691, 'learning_rate': 0.0009121296296296296, 'epoch': 0.2638888888888889}
Step 960: {'loss': 0.8916, 'grad_norm': 0.7555605173110962, 'learning_rate': 0.0009112037037037038, 'epoch': 0.26666666666666666}
Step 970: {'loss': 0.9739, 'grad_norm': 0.7072222828865051, 'learning_rate': 0.0009102777777777778, 'epoch': 0.26944444444444443}
Step 980: {'loss': 0.8816, 'grad_norm': 1.0239073038101196, 'learning_rate': 0.0009093518518518518, 'epoch': 0.2722222222222222}
Step 990: {'loss': 0.9125, 'grad_norm': 0.9631555080413818, 'learning_rate': 0.000908425925925926, 'epoch': 0.275}
Step 1000: {'loss': 0.9504, 'grad_norm': 0.7506704330444336, 'learning_rate': 0.0009075, 'epoch': 0.2777777777777778}
Step 1010: {'loss': 0.9517, 'grad_norm': 0.9439004063606262, 'learning_rate': 0.0009065740740740741, 'epoch': 0.28055555555555556}
Step 1020: {'loss': 0.9812, 'grad_norm': 0.918115496635437, 'learning_rate': 0.0009056481481481483, 'epoch': 0.2833333333333333}
Step 1030: {'loss': 1.0004, 'grad_norm': 1.2941254377365112, 'learning_rate': 0.0009047222222222222, 'epoch': 0.2861111111111111}
Step 1040: {'loss': 0.9185, 'grad_norm': 0.9115555882453918, 'learning_rate': 0.0009037962962962963, 'epoch': 0.28888888888888886}
Step 1050: {'loss': 1.0218, 'grad_norm': 0.9791780710220337, 'learning_rate': 0.0009028703703703704, 'epoch': 0.2916666666666667}
Step 1060: {'loss': 0.9262, 'grad_norm': 0.7034928798675537, 'learning_rate': 0.0009019444444444445, 'epoch': 0.29444444444444445}
Step 1070: {'loss': 0.8845, 'grad_norm': 1.0274090766906738, 'learning_rate': 0.0009010185185185186, 'epoch': 0.2972222222222222}
Step 1080: {'loss': 0.9062, 'grad_norm': 1.307970404624939, 'learning_rate': 0.0009000925925925925, 'epoch': 0.3}
Step 1090: {'loss': 0.7902, 'grad_norm': 1.0346705913543701, 'learning_rate': 0.0008991666666666667, 'epoch': 0.30277777777777776}
Step 1100: {'loss': 0.9394, 'grad_norm': 0.8294968605041504, 'learning_rate': 0.0008982407407407408, 'epoch': 0.3055555555555556}
Step 1110: {'loss': 0.9151, 'grad_norm': 0.6603389978408813, 'learning_rate': 0.0008973148148148148, 'epoch': 0.30833333333333335}
Step 1120: {'loss': 0.884, 'grad_norm': 0.7251160144805908, 'learning_rate': 0.000896388888888889, 'epoch': 0.3111111111111111}
Step 1130: {'loss': 0.8855, 'grad_norm': 1.6638623476028442, 'learning_rate': 0.000895462962962963, 'epoch': 0.3138888888888889}
Step 1140: {'loss': 0.9253, 'grad_norm': 0.9316718578338623, 'learning_rate': 0.000894537037037037, 'epoch': 0.31666666666666665}
Step 1150: {'loss': 0.9283, 'grad_norm': 1.0424119234085083, 'learning_rate': 0.0008936111111111112, 'epoch': 0.3194444444444444}
Step 1160: {'loss': 0.7968, 'grad_norm': 0.9579433798789978, 'learning_rate': 0.0008926851851851852, 'epoch': 0.32222222222222224}
Step 1170: {'loss': 0.9489, 'grad_norm': 1.3323718309402466, 'learning_rate': 0.0008917592592592592, 'epoch': 0.325}
Step 1180: {'loss': 0.8834, 'grad_norm': 0.8259553909301758, 'learning_rate': 0.0008908333333333334, 'epoch': 0.3277777777777778}
Step 1190: {'loss': 0.9251, 'grad_norm': 0.9681959748268127, 'learning_rate': 0.0008899074074074074, 'epoch': 0.33055555555555555}
Step 1200: {'loss': 0.8417, 'grad_norm': 0.7998581528663635, 'learning_rate': 0.0008889814814814815, 'epoch': 0.3333333333333333}
Step 1210: {'loss': 0.9401, 'grad_norm': 0.8657861948013306, 'learning_rate': 0.0008880555555555557, 'epoch': 0.33611111111111114}
Step 1220: {'loss': 0.8145, 'grad_norm': 0.9146474003791809, 'learning_rate': 0.0008871296296296296, 'epoch': 0.3388888888888889}
Step 1230: {'loss': 0.9208, 'grad_norm': 0.81626957654953, 'learning_rate': 0.0008862037037037037, 'epoch': 0.3416666666666667}
Step 1240: {'loss': 0.961, 'grad_norm': 0.8111298680305481, 'learning_rate': 0.0008852777777777778, 'epoch': 0.34444444444444444}
Step 1250: {'loss': 0.8141, 'grad_norm': 0.7460741996765137, 'learning_rate': 0.0008843518518518519, 'epoch': 0.3472222222222222}
Step 1260: {'loss': 0.8816, 'grad_norm': 0.9600512981414795, 'learning_rate': 0.000883425925925926, 'epoch': 0.35}
Step 1270: {'loss': 0.8457, 'grad_norm': 1.015589952468872, 'learning_rate': 0.0008824999999999999, 'epoch': 0.3527777777777778}
Step 1280: {'loss': 0.8749, 'grad_norm': 0.4867364764213562, 'learning_rate': 0.0008815740740740741, 'epoch': 0.35555555555555557}
Step 1290: {'loss': 0.8362, 'grad_norm': 0.7385071516036987, 'learning_rate': 0.0008806481481481482, 'epoch': 0.35833333333333334}
Step 1300: {'loss': 0.8755, 'grad_norm': 0.8052955269813538, 'learning_rate': 0.0008797222222222222, 'epoch': 0.3611111111111111}
Step 1310: {'loss': 0.875, 'grad_norm': 0.6183368563652039, 'learning_rate': 0.0008787962962962964, 'epoch': 0.3638888888888889}
Step 1320: {'loss': 0.896, 'grad_norm': 0.6029335856437683, 'learning_rate': 0.0008778703703703704, 'epoch': 0.36666666666666664}
Step 1330: {'loss': 0.975, 'grad_norm': 0.9222933053970337, 'learning_rate': 0.0008769444444444444, 'epoch': 0.36944444444444446}
Step 1340: {'loss': 0.9254, 'grad_norm': 0.9595530033111572, 'learning_rate': 0.0008760185185185186, 'epoch': 0.37222222222222223}
Step 1350: {'loss': 0.9524, 'grad_norm': 1.1877281665802002, 'learning_rate': 0.0008750925925925927, 'epoch': 0.375}
Step 1360: {'loss': 0.8288, 'grad_norm': 0.7312692999839783, 'learning_rate': 0.0008741666666666666, 'epoch': 0.37777777777777777}
Step 1370: {'loss': 0.9126, 'grad_norm': 0.8407719135284424, 'learning_rate': 0.0008732407407407407, 'epoch': 0.38055555555555554}
Step 1380: {'loss': 0.8786, 'grad_norm': 0.7268137335777283, 'learning_rate': 0.0008723148148148148, 'epoch': 0.38333333333333336}
Step 1390: {'loss': 0.9251, 'grad_norm': 0.8257051706314087, 'learning_rate': 0.0008713888888888889, 'epoch': 0.3861111111111111}
Step 1400: {'loss': 0.9098, 'grad_norm': 0.5855444073677063, 'learning_rate': 0.000870462962962963, 'epoch': 0.3888888888888889}
Step 1410: {'loss': 0.9098, 'grad_norm': 1.1484249830245972, 'learning_rate': 0.000869537037037037, 'epoch': 0.39166666666666666}
Step 1420: {'loss': 0.842, 'grad_norm': 0.7028470039367676, 'learning_rate': 0.0008686111111111111, 'epoch': 0.39444444444444443}
Step 1430: {'loss': 0.9453, 'grad_norm': 0.887872576713562, 'learning_rate': 0.0008676851851851852, 'epoch': 0.3972222222222222}
Step 1440: {'loss': 0.8888, 'grad_norm': 0.8600553274154663, 'learning_rate': 0.0008667592592592593, 'epoch': 0.4}
Step 1450: {'loss': 0.9433, 'grad_norm': 0.8118061423301697, 'learning_rate': 0.0008658333333333334, 'epoch': 0.4027777777777778}
Step 1460: {'loss': 0.9333, 'grad_norm': 0.7072805762290955, 'learning_rate': 0.0008649074074074074, 'epoch': 0.40555555555555556}
Step 1470: {'loss': 0.9387, 'grad_norm': 0.8651400804519653, 'learning_rate': 0.0008639814814814815, 'epoch': 0.4083333333333333}
Step 1480: {'loss': 0.9116, 'grad_norm': 0.9391905665397644, 'learning_rate': 0.0008630555555555556, 'epoch': 0.4111111111111111}
Step 1490: {'loss': 0.9475, 'grad_norm': 1.2679965496063232, 'learning_rate': 0.0008621296296296296, 'epoch': 0.41388888888888886}
Step 1500: {'loss': 0.9461, 'grad_norm': 0.8879150152206421, 'learning_rate': 0.0008612037037037038, 'epoch': 0.4166666666666667}
Step 1510: {'loss': 0.9339, 'grad_norm': 0.9148034453392029, 'learning_rate': 0.0008602777777777778, 'epoch': 0.41944444444444445}
Step 1520: {'loss': 0.9469, 'grad_norm': 0.8315826654434204, 'learning_rate': 0.0008593518518518518, 'epoch': 0.4222222222222222}
Step 1530: {'loss': 0.8922, 'grad_norm': 0.6956672668457031, 'learning_rate': 0.0008584259259259259, 'epoch': 0.425}
Step 1540: {'loss': 0.8638, 'grad_norm': 0.8459609150886536, 'learning_rate': 0.0008575000000000001, 'epoch': 0.42777777777777776}
Step 1550: {'loss': 0.9288, 'grad_norm': 0.5968698263168335, 'learning_rate': 0.000856574074074074, 'epoch': 0.4305555555555556}
Step 1560: {'loss': 0.9366, 'grad_norm': 0.5027870535850525, 'learning_rate': 0.0008556481481481481, 'epoch': 0.43333333333333335}
Step 1570: {'loss': 0.8721, 'grad_norm': 0.8507094979286194, 'learning_rate': 0.0008547222222222223, 'epoch': 0.4361111111111111}
Step 1580: {'loss': 0.9305, 'grad_norm': 0.6599770784378052, 'learning_rate': 0.0008537962962962963, 'epoch': 0.4388888888888889}
Step 1590: {'loss': 0.8473, 'grad_norm': 0.8254899978637695, 'learning_rate': 0.0008528703703703704, 'epoch': 0.44166666666666665}
Step 1600: {'loss': 0.8988, 'grad_norm': 0.7480797171592712, 'learning_rate': 0.0008519444444444445, 'epoch': 0.4444444444444444}
Step 1610: {'loss': 0.9451, 'grad_norm': 0.9076497554779053, 'learning_rate': 0.0008510185185185185, 'epoch': 0.44722222222222224}
Step 1620: {'loss': 0.9197, 'grad_norm': 0.9744833707809448, 'learning_rate': 0.0008500925925925926, 'epoch': 0.45}
Step 1630: {'loss': 0.8799, 'grad_norm': 0.9830833077430725, 'learning_rate': 0.0008491666666666667, 'epoch': 0.4527777777777778}
Step 1640: {'loss': 0.9034, 'grad_norm': 0.7572885751724243, 'learning_rate': 0.0008482407407407408, 'epoch': 0.45555555555555555}
Step 1650: {'loss': 0.8954, 'grad_norm': 0.7124255299568176, 'learning_rate': 0.0008473148148148148, 'epoch': 0.4583333333333333}
Step 1660: {'loss': 0.9522, 'grad_norm': 1.1918261051177979, 'learning_rate': 0.0008463888888888889, 'epoch': 0.46111111111111114}
Step 1670: {'loss': 0.9824, 'grad_norm': 0.8393080234527588, 'learning_rate': 0.000845462962962963, 'epoch': 0.4638888888888889}
Step 1680: {'loss': 0.8422, 'grad_norm': 0.8657923340797424, 'learning_rate': 0.0008445370370370371, 'epoch': 0.4666666666666667}
Step 1690: {'loss': 0.8874, 'grad_norm': 1.0793673992156982, 'learning_rate': 0.0008436111111111111, 'epoch': 0.46944444444444444}
Step 1700: {'loss': 0.9215, 'grad_norm': 1.0472756624221802, 'learning_rate': 0.0008426851851851852, 'epoch': 0.4722222222222222}
Step 1710: {'loss': 0.9729, 'grad_norm': 1.4369276762008667, 'learning_rate': 0.0008417592592592592, 'epoch': 0.475}
Step 1720: {'loss': 0.8814, 'grad_norm': 0.7665168642997742, 'learning_rate': 0.0008408333333333333, 'epoch': 0.4777777777777778}
Step 1730: {'loss': 0.9481, 'grad_norm': 0.7815970778465271, 'learning_rate': 0.0008399074074074075, 'epoch': 0.48055555555555557}
Step 1740: {'loss': 0.8746, 'grad_norm': 0.7787508964538574, 'learning_rate': 0.0008389814814814815, 'epoch': 0.48333333333333334}
Step 1750: {'loss': 0.8921, 'grad_norm': 0.9629390239715576, 'learning_rate': 0.0008380555555555555, 'epoch': 0.4861111111111111}
Step 1760: {'loss': 0.9243, 'grad_norm': 0.7954306602478027, 'learning_rate': 0.0008371296296296297, 'epoch': 0.4888888888888889}
Step 1770: {'loss': 0.9686, 'grad_norm': 0.8621756434440613, 'learning_rate': 0.0008362037037037037, 'epoch': 0.49166666666666664}
